Jun 25 21:04:52 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 25 21:04:52 ubuntu dstat.sh[65687]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 25 21:04:52 ubuntu dstat.sh[65687]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 25 21:04:52 ubuntu dstat.sh[65687]: 25-06 21:04:52|                   | 961M 1404M  163M 5097M|           |           |           |           |1.51 0.87 0.50|1.0   0    |           |           | 10    4    0   17    0
Jun 25 21:04:53 ubuntu dstat.sh[65687]: 25-06 21:04:53|  8  19  70   0   0| 968M 1397M  163M 5097M|7873B 2360B|   0   551k|   0  77.9 |5174  3596 |1.51 0.87 0.50|1.0   0 302|   0     0 |           | 10    4    0   17    0
Jun 25 21:04:54 ubuntu dstat.sh[65687]: 25-06 21:04:54|  8  20  69   0   0| 967M 1398M  163M 5097M|5344B 1618B|   0  8180B|   0  39.9 |5115  3439 |1.55 0.89 0.51|1.0   0 298|   0     0 |           | 10    4    0   17    0
Jun 25 21:04:55 ubuntu dstat.sh[65687]: 25-06 21:04:55| 11  22  65   0   0| 973M 1391M  163M 5097M|9479B 1895B|   0  3306k|   0  17.0 |5481  4331 |1.55 0.89 0.51|1.0   0 273|   0     0 |           | 10    3    0   17    1
Jun 25 21:04:56 ubuntu dstat.sh[65687]: 25-06 21:04:56| 27  18  54   0   0| 963M 1401M  163M 5097M|  18k 7518B|   0   926k|   0  28.1 |5218  4538 |1.55 0.89 0.51|7.0   0 233|   0     0 |           | 10    4    0   17    1
Jun 25 21:04:57 ubuntu dstat.sh[65687]: 25-06 21:04:57| 41  15  41   1   0|1088M 1268M  163M 5227M|  42k   14k|7207k 3500k| 130   156 |5762  7218 |1.55 0.89 0.51|2.0   0 182|   0     0 |           | 11    7    2   17    1
Jun 25 21:04:58 ubuntu dstat.sh[65687]: 25-06 21:04:58| 32  12  56   1   0|1114M 1241M  163M 5227M|  21k   13k|   0  1500k|   0  52.1 |3965  2702 |1.55 0.89 0.51|1.0   0 138|   0     0 |           | 11    7    2   17    1
Jun 25 21:04:59 ubuntu dstat.sh[65687]: 25-06 21:04:59| 32  10  55   0   0|1188M 1166M  163M 5230M|  43k   13k|  32k 2996k|2.00  81.0 |3978  5896 |1.51 0.89 0.51|3.0   0 108|   0     0 |           | 11    7    2   19    1
Jun 25 21:05:00 ubuntu dstat.sh[65687]: 25-06 21:05:00| 39   6  53   1   0|1204M 1135M  164M 5242M| 138k   13k|   0  3038k|   0  52.8 |3303  9474 |1.51 0.89 0.51|2.0   0 2.0|   0     0 |           | 11    6    2   20    2
Jun 25 21:05:01 ubuntu dstat.sh[65687]: 25-06 21:05:01| 36   7  47   7   0|1226M 1091M  165M 5261M|  47k 2857B|   0    27M|   0  1905 |9545    15k|1.51 0.89 0.51|5.0 1.0  29|   0     0 |           | 11    8    2   20    2
Jun 25 21:05:02 ubuntu dstat.sh[65687]: 25-06 21:05:02| 32   9  41  15   0|1231M 1061M  166M 5282M|5576B 1767B|   0    59M|   0  4495 |  16k   29k|1.51 0.89 0.51|3.0   0  57|   0     0 |           | 11    8    2   20    2
Jun 25 21:05:03 ubuntu dstat.sh[65687]: 25-06 21:05:03| 42   9  46   2   0|1226M 1046M  167M 5300M|5100B 1736B|   0    15M|   0   806 |5238  6075 |1.51 0.89 0.51|3.0   0  75|   0     0 |           | 11    6    2   19    2
Jun 25 21:05:04 ubuntu dstat.sh[65687]: 25-06 21:05:04| 43   6  48   1   0|1269M  986M  168M 5313M|5378B 1693B|   0  3990k|   0   281 |3275  2358 |1.71 0.94 0.53|2.0   0   0|   0     0 |           | 11    6    2   19    2
Jun 25 21:05:05 ubuntu dstat.sh[65687]: 25-06 21:05:05| 45   5  48   1   0|1247M  980M  169M 5339M|5297B 1700B|   0  8327k|   0   533 |3885  3469 |1.71 0.94 0.53|4.0   0  10|   0     0 |           | 11    6    2   19    2
Jun 25 21:05:06 ubuntu dstat.sh[65687]: 25-06 21:05:06| 43   6  49   0   0|1295M  941M  169M 5328M|6698B 1932B|   0  2532k|   0   241 |3199  1892 |1.71 0.94 0.53|3.0   0 2.0|   0     0 |           | 11    4    2   19    0
Jun 25 21:05:07 ubuntu dstat.sh[65687]: 25-06 21:05:07| 38   9  52   0   0|1269M  966M  169M 5329M|  12k 4506B|   0   658k|   0  47.1 |3647  2183 |1.71 0.94 0.53|4.0   0 116|   0     0 |           | 11    5    2   19    0
Jun 25 21:05:08 ubuntu dstat.sh[65687]: 25-06 21:05:08| 31  25  43   0   0|1252M  976M  170M 5334M|6253B 1707B|   0  1761k|   0   152 |  11k   16k|1.71 0.94 0.53|3.0   0 402|   0     0 |           | 11    4    2   19    0
Jun 25 21:05:09 ubuntu dstat.sh[65687]: 25-06 21:05:09| 35  24  40   0   0|1230M  997M  170M 5335M|4921B 1694B|   0   108k|   0  6.00 |  13k   20k|1.73 0.96 0.54|2.0   0 343|   0     0 |           | 11    4    2   19    0
Jun 25 21:05:10 ubuntu dstat.sh[65687]: 25-06 21:05:10| 56  17  26   0   0|1209M 1026M  170M 5328M|4454B 1457B|   0    22M|   0   337 |5825  6059 |1.73 0.96 0.54|3.0   0 147|   0     0 |           | 11    5    2   19    0
Jun 25 21:05:11 ubuntu dstat.sh[65687]: 25-06 21:05:11| 68   7  24   0   0|1267M  967M  170M 5329M|4939B 1617B|   0   188k|   0  2.00 |3766  1642 |1.73 0.96 0.54|3.0   0  25|   0     0 |           | 11    5    2   13    0
Jun 25 21:05:12 ubuntu dstat.sh[65687]: 25-06 21:05:12| 48  10  42   0   0|1295M  938M  170M 5331M|4885B 1510B|   0  2085k|   0   109 |3596  3849 |1.73 0.96 0.54|2.0   0  50|   0     0 |           | 11    5    2   13    0
Jun 25 21:05:13 ubuntu dstat.sh[65687]: 25-06 21:05:13| 13  11  75   0   0|1278M  954M  170M 5331M|4853B 1610B|   0  3357k|   0  78.1 |3452  3194 |1.73 0.96 0.54|2.0   0 141|   0     0 |           | 11    4    2   13    0
Jun 25 21:05:14 ubuntu dstat.sh[65687]: 25-06 21:05:14| 22   4  73   0   0|1328M  903M  170M 5331M|4520B 1551B|   0     0 |   0     0 |1804  1253 |1.67 0.96 0.54|2.0   0   0|   0     0 |           | 11    4    2   13    0
Jun 25 21:05:15 ubuntu dstat.sh[65687]: 25-06 21:05:15| 24   2  73   0   0|1342M  890M  170M 5331M|4508B 1623B|   0  9902k|   0  62.1 |1825  1255 |1.67 0.96 0.54|2.0   0   0|   0     0 |           | 11    4    2   13    0
Jun 25 21:05:16 ubuntu dstat.sh[65687]: 25-06 21:05:16| 24   2  71   2   0|1359M  872M  170M 5331M|5211B 1513B|   0  4486k|   0   349 |4037  5519 |1.67 0.96 0.54|1.0   0 1.0|   0     0 |           | 11    4    2   15    0
Jun 25 21:05:17 ubuntu dstat.sh[65687]: 25-06 21:05:17| 19   7  73   0   0|1330M  901M  170M 5331M|5072B 1709B|   0   335k|   0  6.98 |2426  1883 |1.67 0.96 0.54|1.0   0  43|   0     0 |           | 11    4    2   15    0
Jun 25 21:05:18 ubuntu dstat.sh[65687]: 25-06 21:05:18| 19   2  78   0   0|1353M  878M  170M 5332M|7225B 4008B|   0  1033k|   0  52.0 |1689  1238 |1.67 0.96 0.54|1.0   0   0|   0     0 |           | 11   11    2   15    0
Jun 25 21:05:19 ubuntu dstat.sh[65687]: 25-06 21:05:19| 21   3  75   0   0|1358M  873M  170M 5332M|8102B 5093B| 268k 1454k|65.9  27.0 |2696  2715 |1.62 0.96 0.54|  0   0 3.0|   0     0 |           | 11   29    2   15    0
Jun 25 21:05:20 ubuntu dstat.sh[65687]: 25-06 21:05:20| 19   6  73   0   0|1382M  849M  170M 5332M|8017B 4179B|   0    31M|   0   193 |2994  2301 |1.62 0.96 0.54|1.0   0  43|   0     0 |           | 11   28    2   16    0
Jun 25 21:05:21 ubuntu dstat.sh[65687]: 25-06 21:05:21| 19   3  78   0   0|1421M  810M  170M 5332M|9323B 5708B|   0   693k|   0  4.01 |1812  1320 |1.62 0.96 0.54|1.0   0   0|   0     0 |           | 11   29    2   16    0
Jun 25 21:05:22 ubuntu dstat.sh[65687]: 25-06 21:05:22| 20  10  69   0   0|1398M  833M  170M 5332M|7851B 4474B|   0    16k|   0  4.01 |3475  2680 |1.62 0.96 0.54|2.0   0 157|   0     0 |           | 11   28    2   17    0
Jun 25 21:05:23 ubuntu dstat.sh[65687]: 25-06 21:05:23| 42   7  50   0   0|1505M  726M  170M 5332M|5226B 2306B|   0     0 |   0     0 |2785  1416 |1.62 0.96 0.54|1.0   0   0|   0     0 |           | 11   29    2   15    0
Jun 25 21:05:24 ubuntu dstat.sh[65687]: 25-06 21:05:24| 31   4  62   0   0|1500M  730M  170M 5332M|  21k   18k|   0   112k|   0  6.00 |6011  7627 |1.65 0.98 0.55|3.0   0   0|   0     0 |           | 11   30    2   15    0
Jun 25 21:05:25 ubuntu dstat.sh[65687]: 25-06 21:05:25| 52  26  22   0   0|1480M  750M  170M 5332M|5905B 2541B|   0   324k|   0  33.0 |5894  5618 |1.65 0.98 0.55|6.0   0 538|   0     0 |           | 11   28    2   16    0
Jun 25 21:05:26 ubuntu dstat.sh[65687]: 25-06 21:05:26| 84  15   0   0   0|1684M  546M  170M 5332M|8761B 5641B|   0   152k|   0  8.00 |5019  2642 |1.65 0.98 0.55|4.0   0  40|   0     0 |           | 11   30    2   16    0
Jun 25 21:05:27 ubuntu dstat.sh[65687]: 25-06 21:05:27| 77  10  12   0   0|1796M  435M  170M 5332M|  33k   29k|   0   148k|   0  9.00 |7901  9019 |1.65 0.98 0.55|8.0   0 1.0|   0     0 |           | 11   34    2   16    0
Jun 25 21:05:28 ubuntu dstat.sh[65687]: 25-06 21:05:28| 71  15  13   0   0|1535M  695M  170M 5333M|  21k   15k|   0   698k|   0  72.8 |7436  9944 |1.65 0.98 0.55|1.0   0 249|   0     0 |           | 11   28    2   22    0
Jun 25 21:05:29 ubuntu dstat.sh[65687]: 25-06 21:05:29| 19   8  73   0   0|1501M  729M  170M 5333M|4923B 1620B|   0   220k|   0  8.00 |2531  1806 |1.60 0.98 0.56|1.0   0  60|   0     0 |           | 11   28    2   22    0
Jun 25 21:05:30 ubuntu dstat.sh[65687]: 25-06 21:05:30| 18   3  78   0   0|1504M  726M  170M 5333M|9267B 6169B|   0   140k|   0  10.0 |2266  2107 |1.60 0.98 0.56|2.0   0   0|   0     0 |           | 11   29    2   22    0
Jun 25 21:05:31 ubuntu dstat.sh[65687]: 25-06 21:05:31| 17   7  76   0   0|1467M  763M  170M 5333M|7318B 3914B|   0  1853k|   0  34.0 |3346  3157 |1.60 0.98 0.56|1.0   0  68|   0     0 |           | 11   28    2   23    0
Jun 25 21:05:32 ubuntu dstat.sh[65687]: 25-06 21:05:32| 20   2  76   0   0|1475M  755M  170M 5333M|6247B 3206B|   0   148k|   0  9.99 |1764  1225 |1.60 0.98 0.56|  0   0   0|   0     0 |           | 11   29    2   23    0
Jun 25 21:05:33 ubuntu dstat.sh[65687]: 25-06 21:05:33| 19   3  78   1   0|1429M  801M  170M 5333M|  10k 6391B|   0   614k|   0  48.2 |2977  3390 |1.60 0.98 0.56|1.0   0 1.0|   0     0 |           | 11   28    2   24    0
