Mar 18 15:40:06 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 18 15:40:06 ubuntu dstat.sh[60168]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 18 15:40:06 ubuntu dstat.sh[60168]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 18 15:40:06 ubuntu dstat.sh[60168]: 18-03 15:40:06|                   | 957M 1613M  160M 4907M|           |           |           |           |1.05 0.83 0.49|3.0   0    |           |           | 10    5    0   17    1
Mar 18 15:40:07 ubuntu dstat.sh[60168]: 18-03 15:40:07| 22  22  54   0   0| 976M 1593M  160M 4907M|  22k   13k|   0  1962k|   0  58.9 |5723  4281 |1.12 0.84 0.50|3.5   0 392|   0     0 |           | 10    5    0   17    1
Mar 18 15:40:08 ubuntu dstat.sh[60168]: 18-03 15:40:08| 23  22  54   1   0| 993M 1576M  160M 4908M|  44k   15k|   0  2054k|   0  62.5 |5646  4132 |1.20 0.86 0.50|2.0   0 366|   0     0 |           | 10    5    0   17    1
Mar 18 15:40:09 ubuntu dstat.sh[60168]: 18-03 15:40:09| 27  20  50   0   0| 988M 1563M  160M 4924M| 179k   14k|   0  2048k|   0  56.0 |5853  5394 |1.20 0.86 0.50|2.0   0 249|   0     0 |           | 10    5    0   17    1
Mar 18 15:40:10 ubuntu dstat.sh[60168]: 18-03 15:40:10| 39  18  42   0   0|1113M 1423M  161M 5041M|5129B 1749B|   0  1390k|   0  60.9 |6079  7614 |1.20 0.86 0.50|2.0   0 180|   0     0 |           | 11    4    0   17    2
Mar 18 15:40:11 ubuntu dstat.sh[60168]: 18-03 15:40:11| 30   9  60   0   0|1139M 1379M  161M 5073M|4883B 1622B|  16k 1370k|1.00  36.0 |3407  2368 |1.20 0.86 0.50|2.0   0  90|   0     0 |           | 11    6    0   17    2
Mar 18 15:40:12 ubuntu dstat.sh[60168]: 18-03 15:40:12| 37  14  47   2   0|1168M 1324M  162M 5095M|5042B 1621B|   0  9047k|   0   356 |5000  3809 |1.27 0.88 0.51|2.0   0 188|   0     0 |           | 11    6    0   19    2
Mar 18 15:40:13 ubuntu dstat.sh[60168]: 18-03 15:40:13| 41   8  49   1   0|1210M 1252M  163M 5121M|3864B 1026B|  36k 3874k|3.00  98.0 |3299  2147 |1.27 0.88 0.51|2.0   0 7.0|   0     0 |           | 11    6    0   19    2
Mar 18 15:40:14 ubuntu dstat.sh[60168]: 18-03 15:40:14| 41   4  53   0   0|1258M 1210M  164M 5114M|  10k 3761B|   0  2933k|   0  66.9 |2956  1878 |1.27 0.88 0.51|2.0   0   0|   0     0 |           | 11    4    0   19    0
Mar 18 15:40:15 ubuntu dstat.sh[60168]: 18-03 15:40:15| 34   7  45  11   0|1253M 1208M  165M 5119M|4964B 1298B|   0    32M|   0  2859 |  12k   22k|1.27 0.88 0.51|1.0 1.0  71|   0     0 |           | 11    6    0   19    0
Mar 18 15:40:16 ubuntu dstat.sh[60168]: 18-03 15:40:16| 34   9  45   9   0|1241M 1211M  166M 5127M|  12k 3590B|   0    42M|   0  3398 |  12k   21k|1.27 0.88 0.51|3.0   0  66|   0     0 |           | 11    4    0   19    0
Mar 18 15:40:17 ubuntu dstat.sh[60168]: 18-03 15:40:17| 37   9  52   0   0|1242M 1209M  166M 5128M|  13k 4494B|   0  1632k|   0   137 |3556  2192 |1.33 0.90 0.52|3.0   0  75|   0     0 |           | 11    5    0   19    0
