Mar 16 23:28:09 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 16 23:28:09 ubuntu dstat.sh[60560]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 16 23:28:09 ubuntu dstat.sh[60560]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 16 23:28:09 ubuntu dstat.sh[60560]: 16-03 23:28:09|                   | 948M 1622M  160M 4906M|           |           |           |           |1.44 0.96 0.52|2.0   0    |           |           | 10    3    1   17    0
Mar 16 23:28:10 ubuntu dstat.sh[60560]: 16-03 23:28:10|  9  19  70   0   0| 954M 1616M  160M 4906M|5407B 1661B|   0   212k|   0  9.99 |4800  2989 |1.44 0.96 0.52|1.5   0 254|   0     0 |           | 10    3    1   17    0
Mar 16 23:28:11 ubuntu dstat.sh[60560]: 16-03 23:28:11|  8  20  69   0   0| 966M 1604M  160M 4906M|6095B 1458B|   0  4096B|   0  5.50 |4922  3082 |1.32 0.94 0.52|1.0   0 269|   0     0 |           | 10    3    1   17    0
Mar 16 23:28:12 ubuntu dstat.sh[60560]: 16-03 23:28:12| 10  22  67   0   0| 934M 1636M  160M 4906M|5463B 1621B|   0  3282k|   0  21.0 |5000  3113 |1.32 0.94 0.52|1.0   0 263|   0     0 |           | 10    3    1   17    0
Mar 16 23:28:13 ubuntu dstat.sh[60560]: 16-03 23:28:13| 13  18  66   0   0| 925M 1645M  160M 4906M|5049B 1455B|   0    16k|   0  3.99 |5862  6223 |1.32 0.94 0.52|1.0   0 231|   0     0 |           | 10    3    1   17    0
Mar 16 23:28:14 ubuntu dstat.sh[60560]: 16-03 23:28:14| 15  12  71   0   0|1046M 1523M  160M 5028M|5104B 1571B|   0  1623k|   0   127 |5661  8113 |1.32 0.94 0.52|  0   0 129|   0     0 |           | 11    3    1   17    0
Mar 16 23:28:15 ubuntu dstat.sh[60560]: 16-03 23:28:15|  7   7  85   0   0|1061M 1508M  160M 5028M|4328B 1188B|  16k  600k|1.00  68.0 |2469  2118 |1.32 0.94 0.52|1.0   0  88|   0     0 |           | 11    5    1   17    0
Mar 16 23:28:16 ubuntu dstat.sh[60560]: 16-03 23:28:16| 15  13  71   0   0|1065M 1504M  160M 5028M|5222B 1566B|   0    28k|   0  7.00 |3782  2506 |1.30 0.94 0.52|2.0   0 159|   0     0 |           | 11    5    1   17    0
Mar 16 23:28:17 ubuntu dstat.sh[60560]: 16-03 23:28:17| 18   8  73   1   0|1099M 1470M  160M 5028M|4986B 1622B|  32k  789k|2.00  35.0 |2779  2249 |1.30 0.94 0.52|1.0   0  42|   0     0 |           | 11    5    1   19    0
Mar 16 23:28:18 ubuntu dstat.sh[60560]: 16-03 23:28:18| 25   3  72   0   0|1129M 1439M  160M 5029M|  10k 3806B|   0  1469k|   0  6.01 |1918  1304 |1.30 0.94 0.52|3.0   0   0|   0     0 |           | 11    5    1   19    1
Mar 16 23:28:19 ubuntu dstat.sh[60560]: 16-03 23:28:19| 16   5  69   9   0|1152M 1410M  161M 5034M|9182B 2593B|   0    19M|   0  1808 |8880    16k|1.30 0.94 0.52|1.0 1.0  28|   0     0 |           | 11    7    1   19    1
Mar 16 23:28:20 ubuntu dstat.sh[60560]: 16-03 23:28:20| 28   6  51  11   0|1167M 1389M  162M 5038M|  22k 7524B|   0    46M|   0  3570 |  15k   27k|1.30 0.94 0.52|2.0   0  54|   0     0 |           | 11    8    1   19    1
Mar 16 23:28:21 ubuntu dstat.sh[60560]: 16-03 23:28:21| 26   8  62   2   0|1155M 1401M  163M 5038M|  36k   10k|   0    14M|   0   793 |4581  5848 |1.27 0.94 0.52|2.0   0  75|   0     0 |           | 11    7    1   19    1
Mar 16 23:28:22 ubuntu dstat.sh[60560]: 16-03 23:28:22| 37   3  59   1   0|1219M 1336M  163M 5039M|  22k   13k|   0  2075k|   0  71.1 |2511  1595 |1.27 0.94 0.52|2.0   0   0|   0     0 |           | 11    7    1   19    1
Mar 16 23:28:23 ubuntu dstat.sh[60560]: 16-03 23:28:23| 31   5  62   1   0|1247M 1308M  163M 5039M|  38k   12k|   0  6677k|   0   322 |3126  2929 |1.27 0.94 0.52|1.0   0  10|   0     0 |           | 11    7    1   19    1
Mar 16 23:28:24 ubuntu dstat.sh[60560]: 16-03 23:28:24| 36   4  58   0   0|1292M 1262M  163M 5039M|  19k   11k|   0  1661k|   0   118 |2612  1545 |1.27 0.94 0.52|1.0   0   0|   0     0 |           | 11    7    1   15    1
Mar 16 23:28:25 ubuntu dstat.sh[60560]: 16-03 23:28:25| 30  16  53   1   0|1265M 1269M  163M 5058M| 175k   10k|   0  2350k|   0  78.1 |5077  3916 |1.27 0.94 0.52|2.0   0 241|   0     0 |           | 11    6    1   15    2
Mar 16 23:28:26 ubuntu dstat.sh[60560]: 16-03 23:28:26| 30  24  44   0   0|1242M 1269M  164M 5078M|4487B 1511B|   0  2035k|   0  63.0 |5961  4508 |1.33 0.96 0.53|3.0   0 370|   0     0 |           | 11    6    1   15    2
Mar 16 23:28:27 ubuntu dstat.sh[60560]: 16-03 23:28:27| 42  20  36   0   0|1207M 1282M  164M 5098M|4066B 1349B|   0    16M|   0   168 |6536    14k|1.33 0.96 0.53|2.0   0 268|   0     0 |           | 11    6    1   16    2
Mar 16 23:28:28 ubuntu dstat.sh[60560]: 16-03 23:28:28| 60  15  23   1   0|1279M 1193M  165M 5111M|4026B 1237B|   0  4426k|   0   316 |4656  3109 |1.33 0.96 0.53|3.0   0 130|   0     0 |           | 11    7    1   13    2
Mar 16 23:28:29 ubuntu dstat.sh[60560]: 16-03 23:28:29| 68   6  24   1   0|1335M 1108M  166M 5136M|4614B 1519B|   0  2902k|   0   130 |4031  1873 |1.33 0.96 0.53|3.0   0   0|   0     0 |           | 11    7    1   13    2
Mar 16 23:28:30 ubuntu dstat.sh[60560]: 16-03 23:28:30| 61  11  27   1   0|1315M 1139M  167M 5125M|  10k 4411B|   0  3806k|   0   315 |4351  4020 |1.33 0.96 0.53|2.0   0 6.0|   0     0 |           | 11    4    1   14    0
Mar 16 23:28:31 ubuntu dstat.sh[60560]: 16-03 23:28:31| 20   9  70   0   0|1378M 1076M  167M 5125M|8905B 2619B|   0  1099k|   0  36.0 |3116  2403 |1.39 0.98 0.54|  0   0 147|   0     0 |           | 11    5    1   14    0
Mar 16 23:28:32 ubuntu dstat.sh[60560]: 16-03 23:28:32| 40   9  51   0   0|1418M 1029M  167M 5130M|5478B 2091B|   0    29M|   0   546 |3646  2159 |1.39 0.98 0.54|2.0   0  25|   0     0 |           | 11    4    1   14    0
Mar 16 23:28:33 ubuntu dstat.sh[60560]: 16-03 23:28:33| 40   6  54   0   0|1447M  994M  167M 5135M|  11k 4090B|   0  1833k|   0  22.0 |2841  1666 |1.39 0.98 0.54|2.0   0  18|   0     0 |           | 11    4    1   14    0
Mar 16 23:28:34 ubuntu dstat.sh[60560]: 16-03 23:28:34| 44   8  45   1   0|1458M  982M  167M 5136M|4023B  702B|   0  3601k|   0   191 |  11k   21k|1.39 0.98 0.54|2.0   0  18|   0     0 |           | 11    4    1   16    0
Mar 16 23:28:35 ubuntu dstat.sh[60560]: 16-03 23:28:35| 40  13  46   0   0|1376M 1072M  168M 5128M|5312B 1596B| 144k 3504k|7.00   162 |  10k   17k|1.39 0.98 0.54|3.0   0  57|   0     0 |           | 11    4    1   16    0
Mar 16 23:28:36 ubuntu dstat.sh[60560]: 16-03 23:28:36| 39   6  54   0   0|1349M 1103M  168M 5125M|9921B 5706B|   0  1025k|   0  22.0 |3639  2749 |1.43 1.00 0.55|4.0   0  28|   0     0 |           | 11   17    1   15    0
Mar 16 23:28:37 ubuntu dstat.sh[60560]: 16-03 23:28:37| 25   6  68   0   0|1346M 1106M  168M 5126M|9983B 5965B| 268k   22M|66.0   151 |3350  2726 |1.43 1.00 0.55|1.0   0  68|   0     0 |           | 11   28    1   16    0
Mar 16 23:28:38 ubuntu dstat.sh[60560]: 16-03 23:28:38| 21   5  73   0   0|1376M 1076M  168M 5126M|4791B 1691B|   0     0 |   0     0 |2003  1420 |1.43 1.00 0.55|1.0   0  27|   0     0 |           | 11   28    1   16    0
Mar 16 23:28:39 ubuntu dstat.sh[60560]: 16-03 23:28:39| 16   3  81   0   0|1362M 1090M  168M 5126M|  12k 8460B|   0  4106B|   0  1.00 |2026  1727 |1.43 1.00 0.55|1.0   0 9.0|   0     0 |           | 11   28    1   17    0
Mar 16 23:28:40 ubuntu dstat.sh[60560]: 16-03 23:28:40| 36  12  51   0   0|1376M 1075M  168M 5126M|4043B 1099B|   0   492k|   0  6.99 |3626  2345 |1.43 1.00 0.55|2.0   0 147|   0     0 |           | 11   28    1   16    0
Mar 16 23:28:41 ubuntu dstat.sh[60560]: 16-03 23:28:41| 34   4  62   0   0|1402M 1049M  168M 5126M|  14k   12k|   0     0 |   0     0 |3699  3452 |1.48 1.01 0.56|1.0   0   0|   0     0 |           | 11   30    1   16    0
Mar 16 23:28:42 ubuntu dstat.sh[60560]: 16-03 23:28:42| 35  13  51   1   0|1303M 1148M  168M 5126M|  14k 9210B|   0   828k|   0  33.0 |6476  7494 |1.48 1.01 0.56|4.0   0 243|   0     0 |           | 11   28    1   17    0
Mar 16 23:28:43 ubuntu dstat.sh[60560]: 16-03 23:28:43| 74  25   0   0   0|1552M  899M  168M 5126M|3772B 1207B|   0   228k|   0  20.0 |5334  3955 |1.48 1.01 0.56|6.0   0 335|   0     0 |           | 11   28    1   17    0
Mar 16 23:28:44 ubuntu dstat.sh[60560]: 16-03 23:28:44| 85  11   4   0   0|1704M  747M  168M 5126M|  26k   24k|   0   124k|   0  7.99 |6969  6492 |1.48 1.01 0.56|3.0   0   0|   0     0 |           | 11   33    1   17    0
Mar 16 23:28:45 ubuntu dstat.sh[60560]: 16-03 23:28:45| 65  13  21   0   0|1533M  917M  168M 5126M|  27k   22k|   0   608k|   0  65.0 |7503    12k|1.48 1.01 0.56|1.0   0 210|   0     0 |           | 11   29    1   22    0
Mar 16 23:28:46 ubuntu dstat.sh[60560]: 16-03 23:28:46| 18   9  71   0   0|1468M  983M  168M 5126M|6605B 2694B|   0  2858k|   0  64.9 |3525  3212 |1.44 1.01 0.56|1.0   0 101|   0     0 |           | 11   28    1   23    0
Mar 16 23:28:47 ubuntu dstat.sh[60560]: 16-03 23:28:47| 18   3  79   0   0|1488M  962M  168M 5126M|8551B 5477B|   0   544k|   0  14.0 |1919  1702 |1.44 1.01 0.56|1.0   0   0|   0     0 |           | 11   29    1   23    0
Mar 16 23:28:48 ubuntu dstat.sh[60560]: 16-03 23:28:48| 17   5  77   1   0|1437M 1014M  168M 5126M|7474B 4332B|   0   785k|   0  48.1 |3142  3193 |1.44 1.01 0.56|2.0   0  45|   0     0 |           | 11   28    1   24    0
Mar 16 23:28:49 ubuntu dstat.sh[60560]: 16-03 23:28:49| 21   5  73   0   0|1447M 1003M  168M 5126M|3603B  776B|   0  1100k|   0  14.0 |1924  1415 |1.44 1.01 0.56|1.0   0  23|   0     0 |           | 11   28    1   24    0
Mar 16 23:28:50 ubuntu dstat.sh[60560]: 16-03 23:28:50| 14   2  83   0   0|1440M 1010M  168M 5126M|  11k 7831B|   0   212k|   0  21.0 |2380  2978 |1.44 1.01 0.56|2.0   0   0|   0     0 |           | 11   29    1   24    0
Mar 16 23:28:51 ubuntu dstat.sh[60560]: 16-03 23:28:51| 11  18  69   0   0|1351M 1099M  168M 5126M|6000B 2478B|   0   176k|   0  14.0 |4639  3099 |1.41 1.01 0.56|2.0   0 232|   0     0 |           | 11   28    1   25    0
Mar 16 23:28:52 ubuntu dstat.sh[60560]: 16-03 23:28:52|  8  25  65   0   0|1323M 1128M  168M 5126M|4755B 1622B|   0   188k|   0  10.0 |5439  3600 |1.41 1.01 0.56|2.0   0 380|   0     0 |           | 11   28    1   25    0
Mar 16 23:28:53 ubuntu dstat.sh[60560]: 16-03 23:28:53| 68  25   6   0   0|1491M  960M  168M 5126M|5039B 1620B|   0  1900k|   0  49.0 |5543  4237 |1.41 1.01 0.56|5.0   0 426|   0     0 |           | 11   28    1   25    0
Mar 16 23:28:54 ubuntu dstat.sh[60560]: 16-03 23:28:54| 76   9  14   0   0|1619M  831M  168M 5126M|  27k   24k|   0    84k|   0  5.98 |6088  5973 |1.41 1.01 0.56|5.0   0   0|   0     0 |           | 11   33    1   25    0
Mar 16 23:28:55 ubuntu dstat.sh[60560]: 16-03 23:28:55| 73  12  13   1   0|1487M  963M  168M 5127M|  31k   27k|   0   590k|   0  74.2 |9494    15k|1.41 1.01 0.56|6.0   0 132|   0     0 |           | 11   28    1   26    0
Mar 16 23:28:56 ubuntu dstat.sh[60560]: 16-03 23:28:56| 80  21   0   0   0|1583M  867M  168M 5127M|4817B 1620B|   0   596k|   0  14.0 |5139  3343 |1.77 1.09 0.59|6.0   0 179|   0     0 |           | 11   28    1   26    0
Mar 16 23:28:57 ubuntu dstat.sh[60560]: 16-03 23:28:57| 82  11   6   0   0|1703M  747M  168M 5127M|  32k   29k|   0   192k|   0  11.0 |7000  7379 |1.77 1.09 0.59|4.0   0   0|   0     0 |           | 11   34    1   25    0
Mar 16 23:28:58 ubuntu dstat.sh[60560]: 16-03 23:28:58| 72  15  12   0   0|1669M  780M  168M 5127M|  42k   35k|   0    47M|   0   270 |9896    17k|1.77 1.09 0.59|3.0   0 218|   0     0 |           | 11   29    1   30    0
Mar 16 23:28:59 ubuntu dstat.sh[60560]: 16-03 23:28:59| 42  10  48   0   0|1519M  931M  168M 5127M|7418B 3717B|   0   248k|   0  14.0 |3500  2289 |1.77 1.09 0.59|2.0   0  80|   0     0 |           | 11   29    1   30    0
Mar 16 23:29:00 ubuntu dstat.sh[60560]: 16-03 23:29:00| 32   3  63   0   0|1511M  938M  168M 5127M|  16k   12k|   0   236k|   0  21.0 |4135  4444 |1.77 1.09 0.59|5.0   0   0|   0     0 |           | 11   29    1   31    0
Mar 16 23:29:01 ubuntu dstat.sh[60560]: 16-03 23:29:01| 53  23  23   0   0|1461M  989M  168M 5127M|  10k 7271B|   0   228k|   0  14.0 |6104  5835 |1.87 1.13 0.60|4.0   0 379|   0     0 |           | 11   28    1   28    0
Mar 16 23:29:02 ubuntu dstat.sh[60560]: 16-03 23:29:02| 52   7  41   0   0|1519M  930M  168M 5127M|  18k   15k|   0  2165k|   0   104 |4063  3311 |1.87 1.13 0.60|2.0   0   0|   0     0 |           | 11   31    1   28    0
Mar 16 23:29:03 ubuntu dstat.sh[60560]: 16-03 23:29:03| 50  18  31   1   0|1444M 1005M  168M 5127M|  20k   16k|   0    41M|   0   431 |8659    12k|1.87 1.13 0.60|4.0   0 258|   0     0 |           | 11   28    1   29    0
Mar 16 23:29:04 ubuntu dstat.sh[60560]: 16-03 23:29:04| 78  11  11   0   0|1565M  884M  168M 5127M|  11k 9685B|   0   176k|   0  6.98 |4544  1703 |1.87 1.13 0.60|1.0   0   0|   0     0 |           | 11   32    1   29    0
