Jun 25 21:35:23 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 25 21:35:24 ubuntu dstat.sh[65025]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 25 21:35:24 ubuntu dstat.sh[65025]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 25 21:35:24 ubuntu dstat.sh[65025]: 25-06 21:35:24|                   | 988M 1378M  163M 5095M|           |           |           |           |1.14 0.92 0.52|1.0   0    |           |           | 10    5    0   17    0
Jun 25 21:35:25 ubuntu dstat.sh[65025]: 25-06 21:35:25| 21  21  56   1   0| 986M 1380M  163M 5095M|  43k   15k|   0  2039k|   0  66.0 |5592  4117 |1.14 0.92 0.52|2.0   0 365|   0     0 |           | 10    6    0   17    0
Jun 25 21:35:26 ubuntu dstat.sh[65025]: 25-06 21:35:26| 24  22  52   0   0| 988M 1378M  164M 5096M|  25k   14k|   0  1886k|   0  60.9 |5526  4018 |1.14 0.92 0.52|3.0   0 348|   0     0 |           | 10    6    0   17    0
Jun 25 21:35:27 ubuntu dstat.sh[65025]: 25-06 21:35:27| 26  20  53   1   0| 988M 1377M  164M 5096M|  45k   14k|   0  2026k|   0  62.2 |5415  5046 |1.14 0.92 0.52|2.0   0 265|   0     0 |           | 10    5    0   17    1
Jun 25 21:35:28 ubuntu dstat.sh[65025]: 25-06 21:35:28| 34  17  49   1   0|1008M 1339M  164M 5155M| 187k   15k|   0  5405k|   0  80.1 |6168  7772 |1.13 0.92 0.52|2.0   0 187|   0     0 |           | 11    5    0   17    1
Jun 25 21:35:29 ubuntu dstat.sh[65025]: 25-06 21:35:29| 25   7  66   0   0|1095M 1234M  165M 5250M|5211B 1589B|   0  1615k|   0  69.0 |3149  2650 |1.13 0.92 0.52|2.0   0  64|   0     0 |           | 11    6    0   17    2
Jun 25 21:35:30 ubuntu dstat.sh[65025]: 25-06 21:35:30| 40  12  48   0   0|1117M 1194M  165M 5265M|4201B 1620B|   0  1480k|   0  40.0 |3996  2350 |1.13 0.92 0.52|2.0   0 108|   0     0 |           | 11    6    0   17    2
Jun 25 21:35:31 ubuntu dstat.sh[65025]: 25-06 21:35:31| 36  12  48   1   0|1160M 1127M  166M 5286M|4984B 1616B|  32k 4197k|1.99   129 |4392  3390 |1.13 0.92 0.52|2.0   0 112|   0     0 |           | 11    6    0   19    2
Jun 25 21:35:32 ubuntu dstat.sh[65025]: 25-06 21:35:32| 43   6  48   0   0|1210M 1060M  167M 5300M|5039B 1620B|   0  3415k|   0  73.0 |3078  1985 |1.13 0.92 0.52|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 25 21:35:33 ubuntu dstat.sh[65025]: 25-06 21:35:33| 39   6  48   5   0|1237M 1000M  169M 5328M|5056B 1625B|   0    28M|   0  1551 |6277  9191 |1.28 0.96 0.53|2.0   0  10|   0     0 |           | 11    8    0   19    2
Jun 25 21:35:34 ubuntu dstat.sh[65025]: 25-06 21:35:34| 32   8  44  13   0|1270M  975M  170M 5319M|5484B 2096B|   0    39M|   0  3522 |  15k   27k|1.28 0.96 0.53|3.0 3.0  91|   0     0 |           | 11    6    0   19    0
Jun 25 21:35:35 ubuntu dstat.sh[65025]: 25-06 21:35:35| 37  10  51   2   0|1248M  991M  170M 5325M|  12k 4628B|   0    23M|   0  1346 |6616  9349 |1.28 0.96 0.53|3.0   0  93|   0     0 |           | 11    4    0   19    0
Jun 25 21:35:36 ubuntu dstat.sh[65025]: 25-06 21:35:36| 44   8  46   0   0|1302M  934M  170M 5326M|5478B 1620B|   0  1008k|   0  34.0 |  11k   18k|1.28 0.96 0.53|3.0   0  14|   0     0 |           | 11    4    0   19    0
Jun 25 21:35:37 ubuntu dstat.sh[65025]: 25-06 21:35:37| 44   9  45   0   0|1208M 1028M  170M 5327M|5445B 1566B|   0  9174k|   0   410 |  11k   18k|1.28 0.96 0.53|3.0   0  23|   0     0 |           | 11    4    0   19    0
Jun 25 21:35:38 ubuntu dstat.sh[65025]: 25-06 21:35:38| 42   8  48   0   0|1196M 1048M  170M 5319M|5091B 1617B|   0   887k|   0  26.0 |3074  1681 |1.34 0.97 0.54|3.0   0  14|   0     0 |           | 11    4    0   19    0
Jun 25 21:35:39 ubuntu dstat.sh[65025]: 25-06 21:35:39| 42   6  52   0   0|1183M 1061M  170M 5319M|5351B 1665B|   0    12k|   0  3.01 |3131  1701 |1.34 0.97 0.54|2.0   0  75|   0     0 |           | 11    4    0   19    0
Jun 25 21:35:40 ubuntu dstat.sh[65025]: 25-06 21:35:40|  9  20  69   0   0|1160M 1084M  170M 5320M|5043B 1621B|   0    12k|   0  3.00 |5274  3636 |1.34 0.97 0.54|4.0   0 304|   0     0 |           | 11    4    0   19    0
Jun 25 21:35:41 ubuntu dstat.sh[65025]: 25-06 21:35:41|  9  22  68   0   0|1117M 1127M  170M 5320M|4944B 1622B|   0    32k|   0  8.01 |5434  3802 |1.34 0.97 0.54|4.0   0 316|   0     0 |           | 11    4    0   19    0
Jun 25 21:35:42 ubuntu dstat.sh[65025]: 25-06 21:35:42| 18  16  64   0   0|1115M 1129M  170M 5320M|4948B 1511B|   0    12k|   0  3.00 |5522  7288 |1.34 0.97 0.54|3.0   0 183|   0     0 |           | 11    4    0   19    0
Jun 25 21:35:43 ubuntu dstat.sh[65025]: 25-06 21:35:43| 47  16  37   0   0|1198M 1045M  170M 5320M|4675B 1559B|   0     0 |   0     0 |4297    13k|1.39 0.99 0.55|4.0   0 158|   0     0 |           | 11    5    0   20    0
Jun 25 21:35:44 ubuntu dstat.sh[65025]: 25-06 21:35:44| 46   5  48   0   0|1242M 1001M  170M 5321M|4507B 1455B|   0    16M|   0   131 |3043  1635 |1.39 0.99 0.55|3.0   0   0|   0     0 |           | 11    5    0   20    0
Jun 25 21:35:45 ubuntu dstat.sh[65025]: 25-06 21:35:45| 41  11  48   0   0|1258M  982M  170M 5323M|4534B 1632B|   0  2007k|   0   110 |3447  4188 |1.39 0.99 0.55|1.0   0  16|   0     0 |           | 11    4    0   21    0
Jun 25 21:35:46 ubuntu dstat.sh[65025]: 25-06 21:35:46|  3   8  87   0   0|1263M  978M  170M 5323M|4990B 1451B|   0   386k|   0  3.98 |2436  1919 |1.39 0.99 0.55|1.0   0 102|   0     0 |           | 11    4    0   16    0
Jun 25 21:35:47 ubuntu dstat.sh[65025]: 25-06 21:35:47| 20   6  73   0   0|1325M  915M  170M 5323M|4869B 1622B|   0     0 |   0     0 |2103  1686 |1.39 0.99 0.55|2.0   0  22|   0     0 |           | 11    4    0   16    0
Jun 25 21:35:48 ubuntu dstat.sh[65025]: 25-06 21:35:48| 22   3  74   0   0|1351M  889M  170M 5323M|5099B 1662B|   0  8190B|   0  2.00 |1728  1271 |1.36 0.99 0.55|2.0   0   0|   0     0 |           | 11    4    0   16    0
Jun 25 21:35:49 ubuntu dstat.sh[65025]: 25-06 21:35:49| 24   4  71   1   0|1367M  873M  170M 5323M|4219B 1458B|   0    22M|   0   330 |3781  5128 |1.36 0.99 0.55|2.0   0 1.0|   0     0 |           | 11   10    0   16    0
Jun 25 21:35:50 ubuntu dstat.sh[65025]: 25-06 21:35:50| 20   6  73   0   0|1340M  900M  170M 5323M|4459B 1458B|   0  2264k|   0  50.0 |2318  1650 |1.36 0.99 0.55|2.0   0  42|   0     0 |           | 11    4    0   16    0
Jun 25 21:35:51 ubuntu dstat.sh[65025]: 25-06 21:35:51| 20   2  77   0   0|1370M  870M  170M 5323M|7105B 4005B|   0     0 |   0     0 |1700  1199 |1.36 0.99 0.55|2.0   0 1.0|   0     0 |           | 11    9    0   16    0
Jun 25 21:35:52 ubuntu dstat.sh[65025]: 25-06 21:35:52| 22   3  72   1   0|1366M  873M  170M 5324M|6498B 3389B| 269k 7104k|66.1   239 |3087  3504 |1.36 0.99 0.55|2.0   0 3.0|   0     0 |           | 11   29    0   16    0
Jun 25 21:35:53 ubuntu dstat.sh[65025]: 25-06 21:35:53| 18   5  75   0   0|1342M  897M  170M 5324M|8081B 5292B|   0     0 |   0     0 |2490  1900 |1.33 0.99 0.55|2.0   0  43|   0     0 |           | 11   28    0   17    0
Jun 25 21:35:54 ubuntu dstat.sh[65025]: 25-06 21:35:54| 19   4  77   0   0|1359M  880M  170M 5324M|9115B 5767B|   0    19M|   0   150 |1960  1684 |1.33 0.99 0.55|2.0   0   0|   0     0 |           | 11   29    0   17    0
Jun 25 21:35:55 ubuntu dstat.sh[65025]: 25-06 21:35:55| 19  11  70   0   0|1337M  903M  170M 5324M|7396B 4296B|   0   614k|   0  10.0 |3393  2478 |1.33 0.99 0.55|3.0   0 150|   0     0 |           | 11   28    0   18    0
Jun 25 21:35:56 ubuntu dstat.sh[65025]: 25-06 21:35:56| 43   7  49   0   0|1458M  781M  170M 5324M|5332B 1613B|   0    72k|   0  3.98 |2839  1407 |1.33 0.99 0.55|3.0   0 6.0|   0     0 |           | 11   28    0   18    0
Jun 25 21:35:57 ubuntu dstat.sh[65025]: 25-06 21:35:57| 32   5  62   0   0|1478M  761M  170M 5324M|  20k   16k|   0    68k|   0  6.02 |4655  5398 |1.33 0.99 0.55|4.0   0   0|   0     0 |           | 11   30    0   18    0
Jun 25 21:35:58 ubuntu dstat.sh[65025]: 25-06 21:35:58| 45  23  32   1   0|1404M  835M  170M 5324M|9572B 5603B|   0   124k|   0  22.0 |6468  6765 |1.63 1.06 0.58|6.0   0 451|   0     0 |           | 11   28    0   17    0
Jun 25 21:35:59 ubuntu dstat.sh[65025]: 25-06 21:35:59| 81  17   0   0   0|1608M  631M  170M 5324M|4846B 1636B|   0  7031k|   0  69.0 |5077  3195 |1.63 1.06 0.58|8.0   0 128|   0     0 |           | 11   28    0   17    0
Jun 25 21:36:00 ubuntu dstat.sh[65025]: 25-06 21:36:00| 80  13   4   0   0|1772M  467M  170M 5324M|  27k   25k|   0   392k|   0  17.0 |6501  5962 |1.63 1.06 0.58|3.0   0   0|   0     0 |           | 11   34    0   17    0
Jun 25 21:36:01 ubuntu dstat.sh[65025]: 25-06 21:36:01| 80  13   8   0   0|1657M  582M  170M 5324M|  29k   23k|   0   597k|   0  65.1 |8504    13k|1.63 1.06 0.58|3.0   0 177|   0     0 |           | 11   28    0   23    0
Jun 25 21:36:02 ubuntu dstat.sh[65025]: 25-06 21:36:02| 21  10  68   0   0|1481M  758M  170M 5324M|5081B 1614B|   0   458k|   0  13.0 |3177  2369 |1.63 1.06 0.58|2.0   0 134|   0     0 |           | 11   28    0   23    0
Jun 25 21:36:03 ubuntu dstat.sh[65025]: 25-06 21:36:03| 19   2  78   0   0|1481M  758M  170M 5324M|8660B 5368B|   0   140k|   0  9.00 |1928  1605 |1.58 1.06 0.58|2.0   0   0|   0     0 |           | 11   29    0   23    0
Jun 25 21:36:04 ubuntu dstat.sh[65025]: 25-06 21:36:04| 16   8  74   1   0|1453M  786M  170M 5324M|8375B 4654B|   0    91M|   0   964 |3994  4671 |1.58 1.06 0.58|2.0   0  68|   0     0 |           | 11   28    0   24    0
Jun 25 21:36:05 ubuntu dstat.sh[65025]: 25-06 21:36:05| 19   3  77   0   0|1499M  740M  170M 5324M|6422B 3555B|   0  1674k|   0  71.9 |1704  1201 |1.58 1.06 0.58|1.0   0   0|   0     0 |           | 11   29    0   24    0
Jun 25 21:36:06 ubuntu dstat.sh[65025]: 25-06 21:36:06| 19   2  78   0   0|1480M  759M  170M 5324M|  11k 6690B|   0   933k|   0  18.0 |2966  3370 |1.58 1.06 0.58|2.0   0   0|   0     0 |           | 11   28    0   25    0
Jun 25 21:36:07 ubuntu dstat.sh[65025]: 25-06 21:36:07|  8  23  68   0   0|1435M  804M  170M 5324M|5554B 1462B|   0   185k|   0  8.02 |5361  3438 |1.58 1.06 0.58|2.0   0 341|   0     0 |           | 11   28    0   25    0
Jun 25 21:36:08 ubuntu dstat.sh[65025]: 25-06 21:36:08| 20  32  47   0   0|1396M  843M  170M 5324M|5250B 1512B|   0   692k|   0  21.0 |5772  4407 |1.93 1.14 0.61|6.0   0 592|   0     0 |           | 11   28    0   25    0
Jun 25 21:36:09 ubuntu dstat.sh[65025]: 25-06 21:36:09| 83  17   0   0   0|1604M  635M  170M 5324M|6102B 3536B|   0   757k|   0  42.1 |5054  2855 |1.93 1.14 0.61|5.0   0 106|   0     0 |           | 11   29    0   25    0
Jun 25 21:36:10 ubuntu dstat.sh[65025]: 25-06 21:36:10| 76   9  14   0   0|1697M  542M  170M 5325M|  34k   30k|   0   116k|   0  5.99 |7785  9346 |1.93 1.14 0.61|7.0   0   0|   0     0 |           | 11   33    0   25    0
Jun 25 21:36:11 ubuntu dstat.sh[65025]: 25-06 21:36:11| 79  15   6   0   0|1614M  625M  170M 5325M|  23k   18k|   0  1663k|   0   195 |8320    12k|1.93 1.14 0.61|5.0   0 149|   0     0 |           | 11   28    0   26    0
Jun 25 21:36:12 ubuntu dstat.sh[65025]: 25-06 21:36:12| 81  18   0   0   0|1627M  611M  170M 5325M|7315B 3701B|   0   200k|   0  14.0 |5222  3254 |1.93 1.14 0.61|7.0   0 162|   0     0 |           | 11   29    0   26    0
Jun 25 21:36:13 ubuntu dstat.sh[65025]: 25-06 21:36:13| 83  11   6   0   0|1776M  462M  170M 5325M|  30k   26k|   0   147k|   0  8.96 |7251  8352 |2.26 1.22 0.64|7.0   0   0|   0     0 |           | 11   33    0   26    0
Jun 25 21:36:14 ubuntu dstat.sh[65025]: 25-06 21:36:14| 75  11  14   0   0|1752M  486M  170M 5325M|  39k   35k|   0   308k|   0  24.0 |  10k   15k|2.26 1.22 0.64|3.0 1.0 100|   0     0 |           | 11   30    0   30    0
Jun 25 21:36:15 ubuntu dstat.sh[65025]: 25-06 21:36:15| 51  15  34   0   0|1528M  710M  170M 5325M|6688B 3390B|   0   293k|   0  24.1 |4452  3531 |2.26 1.22 0.64|4.0   0 205|   0     0 |           | 11   28    0   26    0
Jun 25 21:36:16 ubuntu dstat.sh[65025]: 25-06 21:36:16| 37   5  58   0   0|1559M  679M  170M 5325M|  14k   10k|   0   148k|   0  7.00 |3332  2480 |2.26 1.22 0.64|3.0   0   0|   0     0 |           | 11   30    0   26    0
Jun 25 21:36:17 ubuntu dstat.sh[65025]: 25-06 21:36:17| 39  18  42   0   0|1497M  740M  170M 5325M|  15k   11k|   0  1070k|   0  68.9 |6487  7767 |2.26 1.22 0.64|4.0   0 332|   0     0 |           | 11   28    0   28    0
Jun 25 21:36:18 ubuntu dstat.sh[65025]: 25-06 21:36:18| 63  11  25   0   0|1569M  668M  170M 5325M|6764B 3583B|   0    64k|   0  5.00 |3679  1641 |2.24 1.24 0.65|3.0   0  45|   0     0 |           | 11   29    0   28    0
Jun 25 21:36:19 ubuntu dstat.sh[65025]: 25-06 21:36:19| 47   6  47   0   0|1587M  650M  170M 5326M|  29k   25k|   0   501k|   0  18.0 |6378  8701 |2.24 1.24 0.65|3.0 1.0   0|   0     0 |           | 11   30    0   26    0
Jun 25 21:36:20 ubuntu dstat.sh[65025]: 25-06 21:36:20| 69  22   9   0   0|1495M  742M  170M 5326M|7668B 3999B|   0   316k|   0  34.0 |5860  4805 |2.24 1.24 0.65|4.0   0 258|   0     0 |           | 11   28    0   26    0
Jun 25 21:36:21 ubuntu dstat.sh[65025]: 25-06 21:36:21| 71  10  18   0   0|1627M  610M  170M 5326M|  21k   17k|   0   200k|   0  15.0 |5245  3840 |2.24 1.24 0.65|6.0   0 1.0|   0     0 |           | 11   32    0   26    0
Jun 25 21:36:22 ubuntu dstat.sh[65025]: 25-06 21:36:22| 66   9  24   0   0|1610M  627M  170M 5326M|  30k   26k|   0   312k|   0  35.0 |9604    14k|2.24 1.24 0.65|7.0   0 154|   0     0 |           | 11   28    0   29    0
Jun 25 21:36:23 ubuntu dstat.sh[65025]: 25-06 21:36:23| 65  16  18   0   0|1540M  697M  170M 5326M|5165B 1621B|   0   260k|   0  23.0 |4234  2592 |2.30 1.26 0.66|4.0   0 170|   0     0 |           | 11   28    0   29    0
Jun 25 21:36:24 ubuntu dstat.sh[65025]: 25-06 21:36:24| 49   6  43   0   0|1570M  667M  170M 5326M|  22k   19k|   0  3411k|   0   197 |5878  6825 |2.30 1.26 0.66|1.0   0   0|   0     0 |           | 11   31    0   29    0
Jun 25 21:36:25 ubuntu dstat.sh[65025]: 25-06 21:36:25| 51  20  28   0   0|1456M  781M  170M 5326M|  16k   12k|   0   698k|   0  42.9 |7191  8181 |2.30 1.26 0.66|3.0   0 298|   0     0 |           | 11   28    0   31    0
Jun 25 21:36:26 ubuntu dstat.sh[65025]: 25-06 21:36:26| 57   8  34   0   0|1571M  666M  170M 5326M|  10k 7354B|   0  2325k|   0  93.9 |3575  1605 |2.30 1.26 0.66|2.0   0   0|   0     0 |           | 11   31    0   31    0
Jun 25 21:36:27 ubuntu dstat.sh[65025]: 25-06 21:36:27| 54   7  38   0   0|1481M  756M  170M 5326M|  28k   22k|   0   691k|   0  45.2 |7670  9929 |2.30 1.26 0.66|5.0   0  36|   0     0 |           | 11   28    0   34    0
Jun 25 21:36:28 ubuntu dstat.sh[65025]: 25-06 21:36:28| 64  17  19   0   0|1543M  694M  170M 5326M|6275B 1513B|   0   172k|   0  12.0 |4220  2525 |2.35 1.29 0.67|5.0   0 251|   0     0 |           | 11   28    0   34    0
Jun 25 21:36:29 ubuntu dstat.sh[65025]: 25-06 21:36:29| 51   6  43   0   0|1588M  649M  170M 5327M|  22k   18k|   0   108k|   0  5.99 |5308  5260 |2.35 1.29 0.67|3.0   0   0|   0     0 |           | 11   31    0   34    0
Jun 25 21:36:30 ubuntu dstat.sh[65025]: 25-06 21:36:30| 56  12  31   0   0|1449M  788M  170M 5327M|  15k   10k|   0   429k|   0  38.0 |6679  6949 |2.35 1.29 0.67|5.0   0 112|   0     0 |           | 11   28    0   36    0
Jun 25 21:36:31 ubuntu dstat.sh[65025]: 25-06 21:36:31| 55   7  36   0   0|1530M  706M  170M 5327M|  14k   11k|   0   147k|   0  8.97 |3831  2229 |2.35 1.29 0.67|4.0   0 1.0|   0     0 |           | 11   31    0   34    0
Jun 25 21:36:32 ubuntu dstat.sh[65025]: 25-06 21:36:32| 53  10  37   0   0|1479M  757M  170M 5327M|  21k   17k|   0  1082k|   0  84.2 |6813  8841 |2.35 1.29 0.67|5.0   0 111|   0     0 |           | 11   28    0   36    0
Jun 25 21:36:33 ubuntu dstat.sh[65025]: 25-06 21:36:33| 72  27   0   0   0|1535M  701M  170M 5327M|4781B 1564B|   0    56k|   0  14.0 |5444  4476 |2.73 1.39 0.71|8.0   0 511|   0     0 |           | 11   28    0   36    0
Jun 25 21:36:34 ubuntu dstat.sh[65025]: 25-06 21:36:34| 79  21   0   0   0|1722M  514M  170M 5327M|  14k   11k|   0     0 |   0     0 |6001  5053 |2.73 1.39 0.71|6.0   0 324|   0     0 |           | 11   31    0   36    0
Jun 25 21:36:35 ubuntu dstat.sh[65025]: 25-06 21:36:35| 76  21   3   0   0|1765M  471M  170M 5327M|  44k   40k|   0   609k|   0  44.8 |8733    11k|2.73 1.39 0.71|7.0   0 371|   0     0 |           | 11   31    0   37    0
Jun 25 21:36:36 ubuntu dstat.sh[65025]: 25-06 21:36:36| 74  25   2   0   0|1601M  634M  170M 5327M|  20k   16k|   0   470k|   0  39.2 |7083  7865 |2.73 1.39 0.71|6.0   0 508|   0     0 |           | 11   28    0   37    0
Jun 25 21:36:37 ubuntu dstat.sh[65025]: 25-06 21:36:37| 84  14   2   0   0|1644M  592M  170M 5327M|8790B 5931B|   0     0 |   0     0 |4869  2296 |2.73 1.39 0.71|5.0   0  30|   0     0 |           | 11   30    0   37    0
Jun 25 21:36:38 ubuntu dstat.sh[65025]: 25-06 21:36:38| 72   9  18   0   0|1700M  536M  170M 5327M|  42k   37k|   0     0 |   0     0 |8677    12k|2.75 1.42 0.72|7.0   0   0|   0     0 |           | 11   32    0   38    0
Jun 25 21:36:39 ubuntu dstat.sh[65025]: 25-06 21:36:39| 54  25  20   0   0|1519M  716M  170M 5328M|  21k   17k|   0  1050k|   0  6.01 |7851    10k|2.75 1.42 0.72|3.0   0 572|   0     0 |           | 11   28    0   42    0
Jun 25 21:36:40 ubuntu dstat.sh[65025]: 25-06 21:36:40| 16  31  52   0   0|1491M  744M  170M 5328M|4964B 1565B|   0   960k|   0  31.0 |5985  4643 |2.75 1.42 0.72|5.0   0 576|   0     0 |           | 11   28    0   42    0
Jun 25 21:36:41 ubuntu dstat.sh[65025]: 25-06 21:36:41| 71  25   4   0   0|1553M  682M  170M 5328M|6815B 3910B|   0   104k|   0  6.01 |5101  3603 |2.75 1.42 0.72|4.0   0 457|   0     0 |           | 11   29    0   42    0
Jun 25 21:36:42 ubuntu dstat.sh[65025]: 25-06 21:36:42| 66   8  25   0   0|1620M  615M  170M 5328M|  27k   24k|   0  3177k|   0   176 |6763  8090 |2.75 1.42 0.72|5.0   0   0|   0     0 |           | 11   31    0   43    0
Jun 25 21:36:43 ubuntu dstat.sh[65025]: 25-06 21:36:43| 73  19   9   0   0|1491M  744M  170M 5328M|  13k 9499B|   0   558k|   0  57.2 |6796    18k|2.85 1.46 0.74|4.0   0 238|   0     0 |           | 11   28    0   47    0
Jun 25 21:36:44 ubuntu dstat.sh[65025]: 25-06 21:36:44| 78  13   8   0   0|1612M  623M  170M 5328M|  11k 7997B|   0   148k|   0  6.98 |4813  2444 |2.85 1.46 0.74|3.0   0  67|   0     0 |           | 11   30    1   46    0
Jun 25 21:36:45 ubuntu dstat.sh[65025]: 25-06 21:36:45| 62   7  31   0   0|1628M  607M  170M 5328M|  36k   33k|   0   145k|   0  7.03 |8823    14k|2.85 1.46 0.74|4.0   0   0|   0     0 |           | 11   32    0   46    0
Jun 25 21:36:46 ubuntu dstat.sh[65025]: 25-06 21:36:46| 56   6  35   0   0|1600M  635M  170M 5328M|  34k   28k|   0   342k|   0  31.8 |  11k   17k|2.85 1.46 0.74|6.0   0  30|   0     0 |           | 11   30    0   46    0
Jun 25 21:36:47 ubuntu dstat.sh[65025]: 25-06 21:36:47| 79  15   6   0   0|1519M  716M  170M 5328M|  12k 8395B|   0   357k|   0  38.1 |6290  6238 |2.85 1.46 0.74|4.0   0  90|   0     0 |           | 11   28    0   46    0
Jun 25 21:36:48 ubuntu dstat.sh[65025]: 25-06 21:36:48| 70  10  19   0   0|1620M  614M  170M 5328M|  23k   20k|   0   151k|   0  10.9 |5535  5126 |2.78 1.47 0.74|3.0   0   0|   0     0 |           | 11   32    0   45    0
Jun 25 21:36:49 ubuntu dstat.sh[65025]: 25-06 21:36:49| 56   7  36   0   0|1621M  613M  170M 5329M|  37k   32k|   0   141k|   0  8.03 |  11k   16k|2.78 1.47 0.74|3.0   0   0|   0     0 |           | 11   31    0   46    0
