Jun 26 01:50:47 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 26 01:50:48 ubuntu dstat.sh[64994]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 26 01:50:48 ubuntu dstat.sh[64994]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 26 01:50:48 ubuntu dstat.sh[64994]: 26-06 01:50:48|                   | 942M 1420M  166M 5097M|           |           |           |           |1.41 1.01 0.53|2.0   0    |           |           | 10    4    0   18    0
Jun 26 01:50:49 ubuntu dstat.sh[64994]: 26-06 01:50:49|  8  20  70   0   0| 948M 1413M  166M 5097M|5291B 1578B|   0  2623k|   0   217 |6080  4776 |1.41 1.01 0.53|1.5   0 396|   0     0 |           | 10    4    0   18    0
Jun 26 01:50:50 ubuntu dstat.sh[64994]: 26-06 01:50:50| 10  22  67   0   0| 933M 1428M  166M 5098M|5816B 1631B|   0   164k|   0   117 |6318  5490 |1.41 1.01 0.53|1.0   0 417|   0     0 |           | 10    4    0   18    0
Jun 26 01:50:51 ubuntu dstat.sh[64994]: 26-06 01:50:51| 15  15  68   0   0| 923M 1438M  166M 5098M|4612B 1576B|   0    16k|   0  4.00 |4908  4646 |1.38 1.01 0.53|2.0   0 229|   0     0 |           | 10    3    0   18    1
Jun 26 01:50:52 ubuntu dstat.sh[64994]: 26-06 01:50:52| 17   9  71   0   0|1033M 1327M  166M 5220M|9170B 1284B|   0  3577k|   0  21.0 |4513  5675 |1.38 1.01 0.53|2.0   0  74|   0     0 |           | 11    4    0   18    1
Jun 26 01:50:53 ubuntu dstat.sh[64994]: 26-06 01:50:53| 19  10  68   0   0|1078M 1283M  166M 5220M|  16k 8522B|   0   808k|   0  26.0 |3321  2266 |1.38 1.01 0.53|2.0   0  96|   0     0 |           | 11    6    0   18    1
Jun 26 01:50:54 ubuntu dstat.sh[64994]: 26-06 01:50:54| 18  13  68   0   0|1084M 1276M  166M 5220M|  30k 6175B|   0   899k|   0  41.0 |4192  3230 |1.38 1.01 0.53|3.0   0 185|   0     0 |           | 11    7    0   20    1
Jun 26 01:50:55 ubuntu dstat.sh[64994]: 26-06 01:50:55| 29   5  64   1   0|1145M 1214M  166M 5221M|  21k   13k|  32k 3074k|2.01  57.2 |2195  1666 |1.38 1.01 0.53|1.0   0   0|   0     0 |           | 11    7    0   20    1
Jun 26 01:50:56 ubuntu dstat.sh[64994]: 26-06 01:50:56| 34   3  60   0   0|1190M 1168M  167M 5222M|  18k 9411B|   0  1954k|   0  40.0 |2353  1613 |1.35 1.01 0.54|2.0   0   0|   0     0 |           | 11    8    0   20    2
Jun 26 01:50:57 ubuntu dstat.sh[64994]: 26-06 01:50:57| 24   6  54  12   0|1215M 1134M  168M 5229M|  39k   12k|   0    39M|   0  3593 |  14k   26k|1.35 1.01 0.54|4.0   0  55|   0     0 |           | 11    8    0   20    2
