May 05 13:03:12 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 05 13:03:12 ubuntu dstat.sh[65592]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 05 13:03:12 ubuntu dstat.sh[65592]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 05 13:03:12 ubuntu dstat.sh[65592]: 05-05 13:03:12|                   |1006M 1328M  163M 5127M|           |           |           |           |2.21 1.12 0.58|6.0   0    |           |           | 10    4    0   18    1
May 05 13:03:13 ubuntu dstat.sh[65592]: 05-05 13:03:13| 41  21  36   1   0|1011M 1322M  163M 5128M|  41k   14k|   0  4386k|   0   258 |6433  5121 |2.21 1.12 0.58|4.0   0 448|   0     0 |           | 10    5    0   18    1
May 05 13:03:14 ubuntu dstat.sh[65592]: 05-05 13:03:14| 29  23  47   1   0|1043M 1290M  164M 5128M|  32k   14k|   0  2096k|   0   164 |6504  5741 |2.21 1.12 0.58|1.0   0 423|   0     0 |           | 10    5    0   18    1
May 05 13:03:15 ubuntu dstat.sh[65592]: 05-05 13:03:15| 29  18  52   0   0|1040M 1291M  164M 5129M|  35k   12k|   0  1657k|   0  54.8 |5223  5009 |2.21 1.12 0.58|1.0   0 228|   0     0 |           | 10    5    0   18    1
May 05 13:03:16 ubuntu dstat.sh[65592]: 05-05 13:03:16| 29  12  57   1   0|1133M 1178M  164M 5270M| 168k 7306B|   0  5468k|   0  87.1 |5120  5956 |2.21 1.12 0.58|1.0   0  75|   0     0 |           | 11    4    0   18    2
May 05 13:03:17 ubuntu dstat.sh[65592]: 05-05 13:03:17| 35  12  52   1   0|1134M 1157M  165M 5286M|2780B    0 |   0  2018k|   0  61.1 |3836  2643 |2.11 1.12 0.58|3.0   0 100|   0     0 |           | 11    6    0   18    2
May 05 13:03:18 ubuntu dstat.sh[65592]: 05-05 13:03:18| 36  14  48   0   0|1161M 1108M  166M 5306M|2723B    0 |   0  1115k|   0  42.9 |4676  3137 |2.11 1.12 0.58|4.0   0 180|   0     0 |           | 11    6    0   20    2
May 05 13:03:19 ubuntu dstat.sh[65592]: 05-05 13:03:19| 42   8  48   1   0|1223M 1025M  167M 5323M|2965B    0 |  32k 5415k|2.00   153 |3328  2372 |2.11 1.12 0.58|2.0   0 1.0|   0     0 |           | 11    6    0   20    2
May 05 13:03:20 ubuntu dstat.sh[65592]: 05-05 13:03:20| 43   5  47   2   0|1262M  958M  168M 5347M|2599B    0 |   0  6734k|   0   392 |4332  4797 |2.11 1.12 0.58|3.0 1.0  10|   0     0 |           | 11    8    0   20    2
May 05 13:03:21 ubuntu dstat.sh[65592]: 05-05 13:03:21| 29   7  48  14   0|1267M  955M  169M 5343M|8843B 2676B|   0    45M|   0  3527 |  14k   27k|2.11 1.12 0.58|4.0 1.0  45|   0     0 |           | 11    6    0   20    0
