Apr 29 07:03:57 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 29 07:03:58 ubuntu dstat.sh[65451]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 29 07:03:58 ubuntu dstat.sh[65451]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 29 07:03:58 ubuntu dstat.sh[65451]: 29-04 07:03:58|                   |1007M 1336M  162M 5120M|           |           |           |           |1.67 0.95 0.51|1.0   0    |           |           | 10    5    0   18    0
Apr 29 07:03:59 ubuntu dstat.sh[65451]: 29-04 07:03:59| 16  21  61   0   0|1010M 1333M  163M 5121M|  26k 7652B|   0  2127k|   0  83.0 |6431  5621 |1.67 0.95 0.51|1.5   0 509|   0     0 |           | 10    6    0   18    0
Apr 29 07:04:00 ubuntu dstat.sh[65451]: 29-04 07:04:00| 23  18  57   0   0| 997M 1344M  163M 5121M|  32k   14k|   0  2361k|   0  80.4 |6502  6168 |1.67 0.95 0.51|2.0   0 446|   0     0 |           | 10    6    0   18    0
Apr 29 07:04:01 ubuntu dstat.sh[65451]: 29-04 07:04:01| 31  15  52   0   0|1029M 1312M  163M 5155M|  37k   10k|   0  4794k|   0  60.8 |5852  8388 |1.86 1.00 0.53|3.0   0 223|   0     0 |           | 11    6    0   18    0
Apr 29 07:04:02 ubuntu dstat.sh[65451]: 29-04 07:04:02| 16   3  80   1   0|1122M 1218M  163M 5244M|  18k   10k|   0  1407k|   0  44.1 |1905  1686 |1.86 1.00 0.53|2.0   0 2.0|   0     0 |           | 11    5    0   18    1
Apr 29 07:04:03 ubuntu dstat.sh[65451]: 29-04 07:04:03| 32  12  56   1   0|1147M 1174M  163M 5262M| 170k 9704B|   0  1974k|   0  69.1 |3972  2701 |1.86 1.00 0.53|2.0   0 111|   0     0 |           | 11    6    0   18    2
Apr 29 07:04:04 ubuntu dstat.sh[65451]: 29-04 07:04:04| 39  11  48   1   0|1202M 1099M  164M 5278M|2880B    0 |  32k 3532k|2.00  85.0 |4476  3521 |1.86 1.00 0.53|2.0   0 170|   0     0 |           | 11    6    0   20    2
Apr 29 07:04:05 ubuntu dstat.sh[65451]: 29-04 07:04:05| 44   5  49   0   0|1258M 1018M  165M 5301M|2940B    0 |   0  2240k|   0  34.0 |2709  1671 |1.86 1.00 0.53|3.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 29 07:04:06 ubuntu dstat.sh[65451]: 29-04 07:04:06| 39   6  47   6   0|1266M  985M  167M 5321M|3321B   84B|   0    25M|   0  1771 |7948    15k|1.95 1.03 0.54|1.0 1.0  28|   0     0 |           | 11    8    0   20    2
Apr 29 07:04:07 ubuntu dstat.sh[65451]: 29-04 07:04:07| 36   7  43  11   0|1276M  943M  168M 5348M|2167B    0 |   0    60M|   0  4803 |  15k   30k|1.95 1.03 0.54|4.0   0  54|   0     0 |           | 11    6    0   20    2
Apr 29 07:04:08 ubuntu dstat.sh[65451]: 29-04 07:04:08| 34  10  54   1   0|1239M  990M  169M 5337M|8672B 2790B|   0  7499k|   0   490 |4157  4117 |1.95 1.03 0.54|3.0   0  76|   0     0 |           | 11    4    0   20    0
Apr 29 07:04:09 ubuntu dstat.sh[65451]: 29-04 07:04:09| 46   5  49   0   0|1255M  975M  169M 5337M|2107B    0 |   0  3348k|   0   231 |2921  1545 |1.95 1.03 0.54|2.0   0  19|   0     0 |           | 11    4    0   20    0
Apr 29 07:04:10 ubuntu dstat.sh[65451]: 29-04 07:04:10| 39   6  53   1   0|1245M  978M  169M 5342M|7372B 2278B|   0  9030k|   0   484 |3430  3150 |1.95 1.03 0.54|3.0   0  27|   0     0 |           | 11    4    0   20    0
Apr 29 07:04:11 ubuntu dstat.sh[65451]: 29-04 07:04:11| 40   5  54   0   0|1284M  939M  169M 5343M|9138B 2869B|   0   778k|   0  75.8 |2798  1791 |1.96 1.05 0.55|3.0   0  18|   0     0 |           | 11    5    0   20    0
Apr 29 07:04:12 ubuntu dstat.sh[65451]: 29-04 07:04:12| 38  15  45   1   0|1251M  965M  170M 5348M|2454B  175B|   0  1186k|   0  59.3 |  12k   19k|1.96 1.05 0.55|3.0   0 283|   0     0 |           | 11    4    0   20    0
Apr 29 07:04:13 ubuntu dstat.sh[65451]: 29-04 07:04:13| 30  27  42   0   0|1228M  987M  170M 5348M|2154B    0 |   0   136k|   0  13.0 |  14k   21k|1.96 1.05 0.55|5.0   0 442|   0     0 |           | 11    4    0   20    0
Apr 29 07:04:14 ubuntu dstat.sh[65451]: 29-04 07:04:14| 44  20  35   0   0|1162M 1066M  170M 5338M|2041B    0 |   0  2966k|   0   258 |6712  7337 |1.96 1.05 0.55|4.0   0 261|   0     0 |           | 11    4    0   20    0
Apr 29 07:04:15 ubuntu dstat.sh[65451]: 29-04 07:04:15| 55  10  34   0   0|1227M 1001M  170M 5338M|2519B    0 |   0  4094B|   0  1.00 |3546  1940 |1.96 1.05 0.55|2.0   0  95|   0     0 |           | 11    5    0   20    0
Apr 29 07:04:16 ubuntu dstat.sh[65451]: 29-04 07:04:16| 44   6  49   0   0|1255M  972M  170M 5338M|2473B    0 |   0   184k|   0  2.00 |2641  1328 |2.20 1.11 0.57|4.0   0   0|   0     0 |           | 11    5    0   20    0
Apr 29 07:04:17 ubuntu dstat.sh[65451]: 29-04 07:04:17| 35  12  53   0   0|1272M  952M  170M 5340M|2164B    0 |   0    22M|   0   389 |4395  5191 |2.20 1.11 0.57|2.0   0  99|   0     0 |           | 11    4    0   20    0
Apr 29 07:04:18 ubuntu dstat.sh[65451]: 29-04 07:04:18| 18   7  74   0   0|1334M  891M  170M 5341M|2340B    0 |   0   440k|   0  22.0 |2377  2039 |2.20 1.11 0.57|2.0   0  42|   0     0 |           | 11    4    0   14    0
Apr 29 07:04:19 ubuntu dstat.sh[65451]: 29-04 07:04:19| 23   3  73   0   0|1368M  856M  170M 5341M|2099B    0 |   0   376k|   0  59.0 |1760  1241 |2.20 1.11 0.57|3.0   0   0|   0     0 |           | 11    4    0   14    0
Apr 29 07:04:20 ubuntu dstat.sh[65451]: 29-04 07:04:20| 24   2  71   1   0|1388M  836M  170M 5341M|2709B    0 |   0  1924k|   0   223 |3566  4659 |2.20 1.11 0.57|2.0   0 1.0|   0     0 |           | 11   10    0   14    0
Apr 29 07:04:21 ubuntu dstat.sh[65451]: 29-04 07:04:21| 20   6  72   0   0|1340M  885M  170M 5341M|2297B    0 |   0   176k|   0  9.00 |2232  1548 |2.10 1.11 0.58|1.0   0  42|   0     0 |           | 11    4    0   16    0
Apr 29 07:04:22 ubuntu dstat.sh[65451]: 29-04 07:04:22| 17   3  79   0   0|1364M  860M  170M 5341M|4387B 2384B| 144k 9641k|7.00  43.0 |1651  1232 |2.10 1.11 0.58|3.0   0   0|   0     0 |           | 11    9    0   16    0
Apr 29 07:04:23 ubuntu dstat.sh[65451]: 29-04 07:04:23| 21   3  74   1   0|1364M  860M  170M 5341M|4550B 2409B| 268k 4610k|66.0   141 |2706  2999 |2.10 1.11 0.58|3.0   0 2.0|   0     0 |           | 11   27    0   16    0
Apr 29 07:04:24 ubuntu dstat.sh[65451]: 29-04 07:04:24| 18   5  76   0   0|1354M  869M  170M 5341M|5962B 3693B|   0     0 |   0     0 |2507  2078 |2.10 1.11 0.58|2.0   0  44|   0     0 |           | 11   28    0   17    0
Apr 29 07:04:25 ubuntu dstat.sh[65451]: 29-04 07:04:25| 16   3  80   0   0|1392M  832M  170M 5341M|4339B 2391B|   0  3661k|   0  65.2 |1623  1324 |2.10 1.11 0.58|4.0   0   0|   0     0 |           | 11   29    0   17    0
Apr 29 07:04:26 ubuntu dstat.sh[65451]: 29-04 07:04:26| 16   6  78   0   0|1380M  843M  170M 5341M|7072B 4542B|   0    80k|   0  7.01 |2460  2057 |2.18 1.14 0.59|1.0   0  64|   0     0 |           | 11   28    0   18    0
Apr 29 07:04:27 ubuntu dstat.sh[65451]: 29-04 07:04:27| 40  12  48   0   0|1466M  757M  170M 5341M|2101B   42B|   0    33M|   0   183 |3441  2268 |2.18 1.14 0.59|2.0   0  92|   0     0 |           | 11   28    0   18    0
Apr 29 07:04:28 ubuntu dstat.sh[65451]: 29-04 07:04:28| 28   4  67   0   0|1469M  754M  170M 5341M|  12k   10k|   0   876k|   0  13.0 |3600  3869 |2.18 1.14 0.59|1.0   0 1.0|   0     0 |           | 11   30    0   18    0
Apr 29 07:04:29 ubuntu dstat.sh[65451]: 29-04 07:04:29| 33  16  49   0   0|1384M  839M  170M 5342M|  11k 8122B|   0   328k|   0  32.0 |6456  8060 |2.18 1.14 0.59|5.0   0 321|   0     0 |           | 11   28    0   19    0
