May 12 07:01:02 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 12 07:01:03 ubuntu dstat.sh[65596]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 12 07:01:03 ubuntu dstat.sh[65596]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 12 07:01:03 ubuntu dstat.sh[65596]: 12-05 07:01:03|                   | 979M 1346M  161M 5138M|           |           |           |           |1.32 0.96 0.54|2.0   0    |           |           | 10    4    0   17    0
May 12 07:01:04 ubuntu dstat.sh[65596]: 12-05 07:01:04| 21  21  56   1   0| 987M 1338M  161M 5138M|  28k   10k|   0  2252k|   0  94.0 |5589  4327 |1.32 0.96 0.54|2.0   0 347|   0     0 |           | 10    5    0   17    0
May 12 07:01:05 ubuntu dstat.sh[65596]: 12-05 07:01:05| 18  21  59   0   0| 974M 1349M  162M 5139M|  36k   15k|   0  2307k|   0  85.0 |5536  4204 |1.32 0.96 0.54|3.0   0 346|   0     0 |           | 10    6    0   17    0
May 12 07:01:06 ubuntu dstat.sh[65596]: 12-05 07:01:06| 25  20  53   1   0| 986M 1337M  162M 5139M|  39k   12k|   0  1703k|   0  56.0 |5836  5523 |1.38 0.98 0.55|2.0   0 265|   0     0 |           | 10    6    0   17    0
May 12 07:01:07 ubuntu dstat.sh[65596]: 12-05 07:01:07| 32  16  50   0   0|1107M 1215M  162M 5262M|  20k   11k|   0  1489k|   0  42.9 |6122  7621 |1.38 0.98 0.55|1.0   0 183|   0     0 |           | 11    6    0   17    0
May 12 07:01:08 ubuntu dstat.sh[65596]: 12-05 07:01:08| 26   8  64   1   0|1112M 1182M  163M 5287M| 164k 4402B|   0  6003k|   0   105 |3200  2488 |1.38 0.98 0.55|2.0   0  83|   0     0 |           | 11    6    0   17    2
May 12 07:01:09 ubuntu dstat.sh[65596]: 12-05 07:01:09| 38  13  48   0   0|1128M 1147M  163M 5303M|2345B   42B|   0  3912k|   0   234 |4748  3341 |1.38 0.98 0.55|3.0   0 200|   0     0 |           | 11    6    0   20    2
May 12 07:01:10 ubuntu dstat.sh[65596]: 12-05 07:01:10| 44   6  48   1   0|1212M 1042M  164M 5322M|1798B    0 |  32k 3448k|2.00  74.9 |3068  1918 |1.38 0.98 0.55|2.0   0   0|   0     0 |           | 11    6    0   20    2
May 12 07:01:11 ubuntu dstat.sh[65596]: 12-05 07:01:11| 44   5  49   2   0|1223M 1009M  165M 5339M|2071B    0 |   0  5799k|   0   274 |3856  3670 |1.43 0.99 0.56|4.0   0 1.0|   0     0 |           | 11    8    0   20    2
May 12 07:01:12 ubuntu dstat.sh[65596]: 12-05 07:01:12| 30   6  46  14   0|1233M  964M  167M 5369M|1796B    0 |   0    50M|   0  3819 |  15k   28k|1.43 0.99 0.56|3.0   0  54|   0     0 |           | 11    8    0   20    2
May 12 07:01:13 ubuntu dstat.sh[65596]: 12-05 07:01:13| 38  11  43   8   0|1186M 1025M  168M 5355M|2427B  481B|   0    34M|   0  2553 |  11k   17k|1.43 0.99 0.56|2.0   0 121|   0     0 |           | 11    4    0   20    0
May 12 07:01:14 ubuntu dstat.sh[65596]: 12-05 07:01:14| 39   7  53   0   0|1267M  938M  168M 5360M|7871B 2280B|   0  2180k|   0  78.0 |2701  1778 |1.43 0.99 0.56|2.0   0  17|   0     0 |           | 11    4    0   20    0
May 12 07:01:15 ubuntu dstat.sh[65596]: 12-05 07:01:15| 40   6  53   1   0|1257M  946M  168M 5361M|8857B 2869B|   0  8379k|   0   458 |3252  3057 |1.43 0.99 0.56|2.0   0  22|   0     0 |           | 11    5    0   20    0
May 12 07:01:16 ubuntu dstat.sh[65596]: 12-05 07:01:16| 42  10  45   0   0|1234M  963M  168M 5366M|3236B  174B|   0  1463k|   0  90.9 |  10k   17k|1.47 1.01 0.56|2.0   0  20|   0     0 |           | 11    4    0   20    0
May 12 07:01:17 ubuntu dstat.sh[65596]: 12-05 07:01:17| 44   9  45   0   0|1234M  963M  169M 5366M|3054B    0 |   0  2291k|   0  88.8 |  10k   17k|1.47 1.01 0.56|2.0   0  20|   0     0 |           | 11    4    0   20    0
May 12 07:01:18 ubuntu dstat.sh[65596]: 12-05 07:01:18| 31  24  46   0   0|1062M 1147M  169M 5355M|2829B    0 |   0   907k|   0  73.2 |6063  4775 |1.47 1.01 0.56|2.0   0 430|   0     0 |           | 11    4    0   20    0
