May 28 00:15:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 28 00:15:51 ubuntu dstat.sh[65506]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 28 00:15:51 ubuntu dstat.sh[65506]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 28 00:15:51 ubuntu dstat.sh[65506]: 28-05 00:15:51|                   |1020M 1295M  163M 5146M|           |           |           |           |1.35 0.95 0.53|1.0   0    |           |           | 10    6    0   17    0
May 28 00:15:52 ubuntu dstat.sh[65506]: 28-05 00:15:52| 22  21  55   1   0|1025M 1290M  163M 5146M|  37k   17k|   0  2322k|   0  74.8 |5986  4694 |1.38 0.95 0.53|1.5 0.5 430|   0     0 |           | 10    6    0   17    0
May 28 00:15:53 ubuntu dstat.sh[65506]: 28-05 00:15:53| 15  21  62   0   0|1001M 1312M  163M 5146M|  13k 7756B|   0   878k|   0  51.9 |5650  4172 |1.41 0.96 0.54|2.0   0 376|   0     0 |           | 10    6    0   17    0
May 28 00:15:54 ubuntu dstat.sh[65506]: 28-05 00:15:54| 28  19  51   0   0| 993M 1320M  163M 5147M|  42k   13k|   0  5195k|   0  69.9 |6280  7380 |1.41 0.96 0.54|5.0   0 266|   0     0 |           | 10    5    0   17    1
May 28 00:15:55 ubuntu dstat.sh[65506]: 28-05 00:15:55| 33  14  52   1   0|1098M 1194M  164M 5289M| 181k   12k|   0  2461k|   0  78.0 |5212  6369 |1.41 0.96 0.54|1.0   0 102|   0     0 |           | 11    4    0   17    2
May 28 00:15:56 ubuntu dstat.sh[65506]: 28-05 00:15:56| 29   8  61   0   0|1109M 1160M  165M 5307M|5711B 1618B|   0  2018k|   0  55.9 |3155  2399 |1.41 0.96 0.54|3.0   0  79|   0     0 |           | 11    6    0   17    2
May 28 00:15:57 ubuntu dstat.sh[65506]: 28-05 00:15:57| 37  13  48   0   0|1118M 1130M  165M 5326M|5066B 1503B|   0  1211k|   0  41.1 |4434  2989 |1.37 0.97 0.54|2.0   0 172|   0     0 |           | 11    8    0   18    2
May 28 00:15:58 ubuntu dstat.sh[65506]: 28-05 00:15:58| 39   8  48   1   0|1174M 1056M  166M 5341M|4408B 1453B|  32k 5022k|1.99   160 |3678  2808 |1.37 0.97 0.54|2.0   0  30|   0     0 |           | 11    6    0   19    2
May 28 00:15:59 ubuntu dstat.sh[65506]: 28-05 00:15:59| 45   5  48   1   0|1211M  989M  167M 5366M|4413B 1623B|   0    17M|   0   868 |3355  2037 |1.37 0.97 0.54|3.0   0   0|   0     0 |           | 11    6    0   19    2
May 28 00:16:00 ubuntu dstat.sh[65506]: 28-05 00:16:00| 34   9  46   9   0|1261M  946M  168M 5358M|5295B 1983B|   0    27M|   0  2049 |  11k   18k|1.37 0.97 0.54|2.0 1.0  47|   0     0 |           | 11    6    0   19    0
May 28 00:16:01 ubuntu dstat.sh[65506]: 28-05 00:16:01| 32   8  47  10   0|1255M  941M  169M 5367M|  12k 4733B|   0    46M|   0  3544 |  14k   27k|1.37 0.97 0.54|2.0   0  78|   0     0 |           | 11    6    0   19    0
May 28 00:16:02 ubuntu dstat.sh[65506]: 28-05 00:16:02| 43  11  45   0   0|1246M  949M  169M 5369M|4833B 1457B|   0   943k|   0  31.0 |  12k   21k|1.42 0.98 0.55|2.0   0  83|   0     0 |           | 11    4    0   19    0
May 28 00:16:03 ubuntu dstat.sh[65506]: 28-05 00:16:03| 44   9  45   0   0|1292M  902M  169M 5370M|4866B 1454B|   0  2426k|   0  32.9 |  12k   20k|1.42 0.98 0.55|2.0   0  17|   0     0 |           | 11    4    0   19    0
May 28 00:16:04 ubuntu dstat.sh[65506]: 28-05 00:16:04| 46  11  42   0   0|1264M  937M  169M 5363M|4895B 1463B|   0  7694k|   0   386 |4528    15k|1.42 0.98 0.55|2.0   0  57|   0     0 |           | 11    4    0   20    0
May 28 00:16:05 ubuntu dstat.sh[65506]: 28-05 00:16:05| 44   7  49   0   0|1306M  895M  169M 5363M|5110B 1623B|   0   252k|   0  11.0 |3180  1710 |1.42 0.98 0.55|2.0   0  48|   0     0 |           | 11    4    0   20    0
May 28 00:16:06 ubuntu dstat.sh[65506]: 28-05 00:16:06| 19   8  71   0   0|1256M  945M  169M 5363M|5061B 1454B|   0  4085B|   0  1.00 |3034  1996 |1.42 0.98 0.55|1.0   0 124|   0     0 |           | 11    4    0   20    0
May 28 00:16:07 ubuntu dstat.sh[65506]: 28-05 00:16:07|  8  21  69   0   0|1176M 1025M  169M 5363M|4810B 1623B|   0    16k|   0  4.01 |5062  3423 |1.47 1.00 0.56|1.0   0 265|   0     0 |           | 11    4    0   19    0
May 28 00:16:08 ubuntu dstat.sh[65506]: 28-05 00:16:08|  8  22  68   0   0|1146M 1055M  169M 5363M|4252B 1617B|   0    28k|   0  6.99 |5265  3461 |1.47 1.00 0.56|1.0   0 282|   0     0 |           | 11    4    0   19    0
May 28 00:16:09 ubuntu dstat.sh[65506]: 28-05 00:16:09| 22  17  61   0   0|1130M 1071M  169M 5363M|4452B 1624B|   0    15M|   0  89.2 |5859  7222 |1.47 1.00 0.56|4.0   0 187|   0     0 |           | 11    4    0   19    0
May 28 00:16:10 ubuntu dstat.sh[65506]: 28-05 00:16:10| 45  10  44   0   0|1211M  990M  169M 5363M|4670B 1616B|   0  1612k|   0   101 |3555  2173 |1.47 1.00 0.56|3.0   0 101|   0     0 |           | 11    5    0   19    0
May 28 00:16:11 ubuntu dstat.sh[65506]: 28-05 00:16:11| 43   8  49   0   0|1247M  953M  169M 5364M|5178B 1662B|   0   472k|   0  10.0 |2762  1666 |1.47 1.00 0.56|3.0   0   0|   0     0 |           | 11    5    0   17    0
May 28 00:16:12 ubuntu dstat.sh[65506]: 28-05 00:16:12| 38   9  53   0   0|1267M  931M  169M 5366M|5535B 1621B|   0  1962k|   0  90.1 |3808  4426 |1.43 1.00 0.56|2.0   0 102|   0     0 |           | 11    4    0   18    0
May 28 00:16:13 ubuntu dstat.sh[65506]: 28-05 00:16:13|  8   4  87   0   0|1264M  934M  169M 5366M|5961B 1459B|   0     0 |   0     0 |1696  1570 |1.43 1.00 0.56|1.0   0  39|   0     0 |           | 11    4    0   18    0
May 28 00:16:14 ubuntu dstat.sh[65506]: 28-05 00:16:14| 20   4  73   0   0|1325M  873M  169M 5366M|5805B 1616B|   0   371k|   0  2.99 |1780  1347 |1.43 1.00 0.56|1.0   0   0|   0     0 |           | 11    4    0   18    0
May 28 00:16:15 ubuntu dstat.sh[65506]: 28-05 00:16:15| 24   2  73   0   0|1343M  855M  169M 5366M|5340B 1620B|   0    13M|   0   113 |1875  1424 |1.43 1.00 0.56|1.0   0   0|   0     0 |           | 11    6    0   18    0
May 28 00:16:16 ubuntu dstat.sh[65506]: 28-05 00:16:16| 23   4  71   2   0|1239M  959M  169M 5366M|4908B 1462B|   0  4616k|   0   347 |4016  5295 |1.43 1.00 0.56|1.0   0  19|   0     0 |           | 11    4    0   16    0
May 28 00:16:17 ubuntu dstat.sh[65506]: 28-05 00:16:17| 22   5  73   0   0|1302M  896M  169M 5366M|4790B 1617B| 144k 1281k|6.99   132 |2175  1626 |1.40 1.00 0.56|1.0   0  24|   0     0 |           | 11    4    0   16    0
May 28 00:16:18 ubuntu dstat.sh[65506]: 28-05 00:16:18| 19   3  78   0   0|1319M  878M  169M 5366M|6953B 3917B|   0   637k|   0  22.0 |2014  1945 |1.40 1.00 0.56|3.0   0 1.0|   0     0 |           | 11   13    0   16    0
May 28 00:16:19 ubuntu dstat.sh[65506]: 28-05 00:16:19| 20   2  75   0   0|1318M  878M  169M 5367M|  11k 7721B| 268k 3629k|65.9  32.0 |2535  2232 |1.40 1.00 0.56|1.0   0 2.0|   0     0 |           | 11   28    0   17    0
May 28 00:16:20 ubuntu dstat.sh[65506]: 28-05 00:16:20| 19   7  72   0   0|1355M  842M  169M 5367M|4478B 1425B|   0    28M|   0   181 |2551  2019 |1.40 1.00 0.56|1.0   0  43|   0     0 |           | 11   28    0   17    0
May 28 00:16:21 ubuntu dstat.sh[65506]: 28-05 00:16:21| 17   3  79   0   0|1373M  824M  169M 5367M|  11k 8234B|   0  4099B|   0  1.00 |1956  1583 |1.40 1.00 0.56|1.0   0   0|   0     0 |           | 11   28    0   18    0
May 28 00:16:22 ubuntu dstat.sh[65506]: 28-05 00:16:22| 32  11  57   0   0|1393M  804M  169M 5367M|4958B 1578B|   0    12k|   0  3.00 |3605  2395 |1.45 1.02 0.57|3.0   0 157|   0     0 |           | 11   28    0   18    0
May 28 00:16:23 ubuntu dstat.sh[65506]: 28-05 00:16:23| 36   4  58   0   0|1428M  768M  169M 5367M|  12k   10k|   0     0 |   0     0 |3208  2363 |1.45 1.02 0.57|1.0   0   0|   0     0 |           | 11   30    0   18    0
May 28 00:16:24 ubuntu dstat.sh[65506]: 28-05 00:16:24| 36   7  55   0   0|1338M  858M  169M 5367M|  15k   12k|   0  1096k|   0  43.0 |7043  9110 |1.45 1.02 0.57|4.0   0 130|   0     0 |           | 11   28    0   17    0
May 28 00:16:25 ubuntu dstat.sh[65506]: 28-05 00:16:25| 70  26   2   0   0|1515M  681M  169M 5367M|4548B 1567B|   0   376k|   0  14.0 |5333  4187 |1.45 1.02 0.57|6.0   0 448|   0     0 |           | 11   28    0   17    0
May 28 00:16:26 ubuntu dstat.sh[65506]: 28-05 00:16:26| 82  11   1   0   0|1711M  485M  169M 5367M|  19k   16k|   0  2398k|   0  48.9 |5173  3346 |1.45 1.02 0.57|7.0   0   0|   0     0 |           | 11   33    0   17    0
May 28 00:16:27 ubuntu dstat.sh[65506]: 28-05 00:16:27| 82   7  10   0   0|1741M  455M  169M 5367M|  33k   29k|   0   570k|   0  60.2 |9166    13k|1.81 1.10 0.60|6.0   0   0|   0     0 |           | 11   30    0   21    0
May 28 00:16:28 ubuntu dstat.sh[65506]: 28-05 00:16:28| 39  12  47   0   0|1468M  728M  169M 5367M|8339B 4862B|   0   315k|   0  27.9 |5235  5030 |1.81 1.10 0.60|1.0   0 309|   0     0 |           | 11   28    0   23    0
May 28 00:16:29 ubuntu dstat.sh[65506]: 28-05 00:16:29| 22   4  74   0   0|1460M  736M  169M 5367M|4481B 1862B|   0   120k|   0  8.00 |1808  1282 |1.81 1.10 0.60|  0   0   0|   0     0 |           | 11   28    1   23    0
May 28 00:16:30 ubuntu dstat.sh[65506]: 28-05 00:16:30| 16   4  79   0   0|1454M  742M  169M 5367M|  11k 8316B|   0    91M|   0   910 |3620  4433 |1.81 1.10 0.60|1.0   0   0|   0     0 |           | 11   28    0   24    0
May 28 00:16:31 ubuntu dstat.sh[65506]: 28-05 00:16:31| 20   7  73   0   0|1420M  776M  169M 5367M|5248B 1662B|   0  1164k|   0   114 |2565  1812 |1.81 1.10 0.60|1.0   0  68|   0     0 |           | 11   28    0   24    0
May 28 00:16:32 ubuntu dstat.sh[65506]: 28-05 00:16:32| 18   2  80   0   0|1415M  781M  169M 5367M|  10k 7469B|   0     0 |   0     0 |2374  2386 |1.75 1.10 0.60|  0   0 1.0|   0     0 |           | 11   29    0   24    0
May 28 00:16:33 ubuntu dstat.sh[65506]: 28-05 00:16:33| 13  14  72   0   0|1344M  852M  169M 5367M|6429B 2703B|   0   361k|   0  28.1 |4857  4368 |1.75 1.10 0.60|1.0   0 339|   0     0 |           | 11   28    0   25    0
May 28 00:16:34 ubuntu dstat.sh[65506]: 28-05 00:16:34| 40  29  30   0   0|1409M  787M  169M 5367M|4734B 1618B|   0   236k|   0  22.0 |6123  5119 |1.75 1.10 0.60|5.0   0 699|   0     0 |           | 11   28    0   25    0
May 28 00:16:35 ubuntu dstat.sh[65506]: 28-05 00:16:35| 80  12   8   0   0|1633M  563M  169M 5368M|  11k 8534B|   0   780k|   0  48.0 |5036  2818 |1.75 1.10 0.60|3.0   0   0|   0     0 |           | 11   31    0   25    0
May 28 00:16:36 ubuntu dstat.sh[65506]: 28-05 00:16:36| 69   8  23   0   0|1665M  530M  169M 5368M|  40k   36k|   0   260k|   0  16.0 |8112    13k|1.75 1.10 0.60|4.0   0   0|   0     0 |           | 11   33    0   25    0
May 28 00:16:37 ubuntu dstat.sh[65506]: 28-05 00:16:37| 78  19   3   0   0|1538M  657M  169M 5368M|  13k 8699B|   0   689k|   0  70.1 |7113  8613 |2.09 1.18 0.63|6.0   0 312|   0     0 |           | 11   28    0   26    0
May 28 00:16:38 ubuntu dstat.sh[65506]: 28-05 00:16:38| 85  15   0   0   0|1630M  566M  169M 5368M|4921B 1620B|   0  3492k|   0   197 |5271  3545 |2.09 1.18 0.63|6.0   0   0|   0     0 |           | 11   28    0   26    0
May 28 00:16:39 ubuntu dstat.sh[65506]: 28-05 00:16:39| 82  10   6   0   0|1742M  454M  169M 5368M|  34k   31k|   0   680k|   0  34.0 |6977  7580 |2.09 1.18 0.63|5.0   0   0|   0     0 |           | 11   34    0   26    0
May 28 00:16:40 ubuntu dstat.sh[65506]: 28-05 00:16:40| 75  11  13   0   0|1691M  504M  169M 5368M|  39k   34k|   0   280k|   0  28.0 |  11k   17k|2.09 1.18 0.63|4.0   0 148|   0     0 |           | 11   28    0   30    0
May 28 00:16:41 ubuntu dstat.sh[65506]: 28-05 00:16:41| 42  13  45   0   0|1512M  683M  169M 5368M|4989B 1632B|   0   176k|   0  11.0 |3574  2410 |2.09 1.18 0.63|3.0   0 150|   0     0 |           | 11   28    0   30    0
