Feb 19 12:26:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 19 12:26:52 ubuntu dstat.sh[59561]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 19 12:26:52 ubuntu dstat.sh[59561]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 19 12:26:52 ubuntu dstat.sh[59561]: 19-02 12:26:52|                   |1008M 1640M  157M 4836M|           |           |           |           |1.00 0.87 0.52|3.0   0    |           |           | 10    5    0   17    1
Feb 19 12:26:53 ubuntu dstat.sh[59561]: 19-02 12:26:53| 29  21  48   0   0|1018M 1629M  157M 4837M|  24k   14k|   0  2524k|   0  96.0 |6585  5784 |1.00 0.87 0.52|2.0   0 510|   0     0 |           | 10    6    0   17    1
Feb 19 12:26:54 ubuntu dstat.sh[59561]: 19-02 12:26:54| 29  21  49   0   0|1026M 1617M  157M 4841M|1841k   40k|   0  3264k|   0  75.5 |7158  5609 |1.00 0.87 0.52|1.0   0 425|   0     0 |           | 10    5    0   17    1
Feb 19 12:26:55 ubuntu dstat.sh[59561]: 19-02 12:26:55| 24  18  57   0   0| 975M 1668M  157M 4840M|  38k   10k|   0  4912k|   0  63.1 |5678  5749 |1.00 0.87 0.52|2.0   0 239|   0     0 |           | 10    4    0   17    2
Feb 19 12:26:56 ubuntu dstat.sh[59561]: 19-02 12:26:56| 20   7  70   0   0|1108M 1534M  157M 4963M|  16k 9131B|   0   913k|   0  26.9 |3887  4869 |1.00 0.87 0.52|  0   0  69|   0     0 |           | 11    4    0   17    2
Feb 19 12:26:57 ubuntu dstat.sh[59561]: 19-02 12:26:57| 22   9  68   1   0|1118M 1508M  157M 4979M| 175k   10k|  16k 1239k|1.00  36.1 |3282  2271 |1.00 0.87 0.52|2.0   0  96|   0     0 |           | 11    6    0   17    2
Feb 19 12:26:58 ubuntu dstat.sh[59561]: 19-02 12:26:58| 37  14  47   0   0|1153M 1454M  158M 4994M|5299B 1241B|   0  4749k|   0   251 |4977  3541 |1.00 0.87 0.52|2.0   0 191|   0     0 |           | 11    6    0   19    2
Feb 19 12:26:59 ubuntu dstat.sh[59561]: 19-02 12:26:59| 43   6  49   1   0|1203M 1383M  159M 5011M|3909B  797B| 479k 3262k|18.0  51.9 |3007  1767 |1.08 0.89 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    2
Feb 19 12:27:00 ubuntu dstat.sh[59561]: 19-02 12:27:00| 41   7  48   4   0|1252M 1307M  160M 5035M|4929B 1623B| 128k   22M|6.01  1163 |5711  6985 |1.08 0.89 0.53|4.0   0  10|   0     0 |           | 11    8    0   19    2
Feb 19 12:27:01 ubuntu dstat.sh[59561]: 19-02 12:27:01| 32   7  44  14   0|1248M 1285M  162M 5056M|4865B 1622B|   0    42M|   0  2911 |  13k   25k|1.08 0.89 0.53|2.0 1.0  45|   0     0 |           | 11    8    0   19    2
Feb 19 12:27:02 ubuntu dstat.sh[59561]: 19-02 12:27:02| 39  10  43   5   0|1205M 1302M  163M 5078M|4764B 1455B|   0    34M|   0  2079 |9511    16k|1.08 0.89 0.53|2.0   0 102|   0     0 |           | 11    6    0   19    2
Feb 19 12:27:03 ubuntu dstat.sh[59561]: 19-02 12:27:03| 38   5  57   1   0|1239M 1285M  163M 5062M|  11k 4414B|   0  1081k|   0  54.1 |2684  1722 |1.08 0.89 0.53|2.0   0 1.0|   0     0 |           | 11    4    0   19    0
Feb 19 12:27:04 ubuntu dstat.sh[59561]: 19-02 12:27:04| 41   7  50   1   0|1177M 1347M  163M 5062M|5173B 2529B|   0  7923k|   0   400 |3900  3408 |1.15 0.91 0.54|1.0   0  44|   0     0 |           | 11    5    0   19    0
Feb 19 12:27:05 ubuntu dstat.sh[59561]: 19-02 12:27:05| 41   6  52   0   0|1222M 1296M  163M 5067M|  10k 2894B|   0  1634k|   0  40.1 |2908  1733 |1.15 0.91 0.54|2.0   0 3.0|   0     0 |           | 11    4    0   19    0
Feb 19 12:27:06 ubuntu dstat.sh[59561]: 19-02 12:27:06| 38   4  57   0   0|1213M 1305M  163M 5067M|  10k 3975B|   0   593k|   0  11.0 |2668  1411 |1.15 0.91 0.54|3.0   0  33|   0     0 |           | 11    5    0   19    0
Feb 19 12:27:07 ubuntu dstat.sh[59561]: 19-02 12:27:07| 29  26  43   0   0|1230M 1280M  164M 5073M|3428B  703B|   0   821k|   0  16.0 |  14k   20k|1.15 0.91 0.54|3.0   0 424|   0     0 |           | 11    4    0   19    0
