Mar 25 22:26:18 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 25 22:26:18 ubuntu dstat.sh[65399]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 25 22:26:18 ubuntu dstat.sh[65399]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 25 22:26:18 ubuntu dstat.sh[65399]: 25-03 22:26:18|                   |1014M 1350M  163M 5100M|           |           |           |           |1.41 0.81 0.46|2.0   0    |           |           | 10    6    1   18    0
Mar 25 22:26:19 ubuntu dstat.sh[65399]: 25-03 22:26:19| 21  22  55   1   0|1028M 1336M  163M 5100M|  22k   12k|   0  1642k|   0  54.9 |5672  4125 |1.41 0.81 0.46|2.5   0 376|   0     0 |           | 10    6    1   18    0
Mar 25 22:26:20 ubuntu dstat.sh[65399]: 25-03 22:26:20| 19  22  57   0   0|1011M 1351M  163M 5101M|  42k   14k|   0  1936k|   0  57.5 |5582  4025 |1.41 0.81 0.46|2.0   0 356|   0     0 |           | 10    5    1   17    1
Mar 25 22:26:21 ubuntu dstat.sh[65399]: 25-03 22:26:21| 27  19  53   0   0|1010M 1345M  163M 5108M| 124k   14k|   0  1589k|   0  47.0 |5738  5518 |1.38 0.82 0.46|1.0   0 269|   0     0 |           | 10    5    1   17    1
Mar 25 22:26:22 ubuntu dstat.sh[65399]: 25-03 22:26:22| 38  17  43   1   0|1084M 1248M  164M 5199M|  66k 3695B|   0  2104k|   0  73.0 |7390  8820 |1.38 0.82 0.46|7.0   0 183|   0     0 |           | 11    4    1   17    2
Mar 25 22:26:23 ubuntu dstat.sh[65399]: 25-03 22:26:23| 24   6  68   0   0|1130M 1183M  165M 5266M|4578B 1458B|   0  5160k|   0   138 |2742  2243 |1.38 0.82 0.46|3.0   0  39|   0     0 |           | 11    6    1   17    2
Mar 25 22:26:24 ubuntu dstat.sh[65399]: 25-03 22:26:24| 38  11  49   1   0|1156M 1132M  165M 5287M|4734B 1692B|   0  3496k|   0   140 |4251  2946 |1.38 0.82 0.46|4.0   0  88|   0     0 |           | 11    6    1   17    2
Mar 25 22:26:25 ubuntu dstat.sh[65399]: 25-03 22:26:25| 37  14  48   2   0|1198M 1060M  166M 5313M|4982B 1695B|  32k 3881k|2.00   111 |4488  3437 |1.38 0.82 0.46|3.0   0 160|   0     0 |           | 11    6    1   19    2
Mar 25 22:26:26 ubuntu dstat.sh[65399]: 25-03 22:26:26| 40   5  53   1   0|1249M  997M  167M 5323M|  10k 3812B|   0  3387k|   0  72.1 |2897  1922 |1.43 0.84 0.47|2.0   0   0|   0     0 |           | 11    7    1   19    2
Mar 25 22:26:27 ubuntu dstat.sh[65399]: 25-03 22:26:27| 37   7  46   9   0|1312M  943M  168M 5313M|5061B 2185B|   0    31M|   0  2656 |  11k   19k|1.43 0.84 0.47|2.0   0  65|   0     0 |           | 11    6    1   19    0
Mar 25 22:26:28 ubuntu dstat.sh[65399]: 25-03 22:26:28| 34   9  48   7   0|1228M 1017M  169M 5321M|  10k 4048B|   0    46M|   0  3612 |  13k   23k|1.43 0.84 0.47|2.0   0 130|   0     0 |           | 11    4    1   19    0
Mar 25 22:26:29 ubuntu dstat.sh[65399]: 25-03 22:26:29| 40   6  54   0   0|1298M  942M  170M 5325M|  10k 4082B|   0  1352k|   0  88.0 |2921  1762 |1.43 0.84 0.47|2.0   0  18|   0     0 |           | 11    5    1   19    0
Mar 25 22:26:30 ubuntu dstat.sh[65399]: 25-03 22:26:30| 44   8  45   1   0|1307M  930M  170M 5327M|3448B 1039B|   0  9389k|   0   447 |  12k   20k|1.43 0.84 0.47|2.0   0  23|   0     0 |           | 11    4    1   19    0
