Apr 15 14:02:46 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 15 14:02:46 ubuntu dstat.sh[65413]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 15 14:02:46 ubuntu dstat.sh[65413]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 15 14:02:46 ubuntu dstat.sh[65413]: 15-04 14:02:46|                   | 956M 1393M  163M 5115M|           |           |           |           |0.93 0.95 0.58|1.0   0    |           |           | 10    3    0   17    1
Apr 15 14:02:47 ubuntu dstat.sh[65413]: 15-04 14:02:47| 11  21  65   0   0| 960M 1389M  163M 5115M|  15k 2665B|   0   691k|   0  85.9 |5268  3886 |0.93 0.95 0.58|1.5   0 331|   0     0 |           | 10    3    0   17    1
Apr 15 14:02:48 ubuntu dstat.sh[65413]: 15-04 14:02:48| 20  21  57   0   0| 961M 1387M  163M 5115M|  20k   11k|   0  1186k|   0  60.9 |5454  4022 |0.93 0.95 0.58|1.0   0 354|   0     0 |           | 10    4    0   17    1
Apr 15 14:02:49 ubuntu dstat.sh[65413]: 15-04 14:02:49| 20  19  59   0   0| 967M 1380M  163M 5116M|  41k   13k|   0  2509k|   0  56.1 |6036  6028 |0.93 0.95 0.58|3.0   0 277|   0     0 |           | 10    5    0   17    1
Apr 15 14:02:50 ubuntu dstat.sh[65413]: 15-04 14:02:50| 33  15  50   0   0|1036M 1310M  163M 5177M|  18k   11k|   0  1261k|   0  36.9 |6448  7193 |0.94 0.95 0.58|1.0   0 171|   0     0 |           | 11    5    0   17    1
Apr 15 14:02:51 ubuntu dstat.sh[65413]: 15-04 14:02:51| 15   4  80   1   0|1059M 1288M  163M 5177M|  40k   12k|   0  1432k|   0  48.1 |1969  1718 |0.94 0.95 0.58|2.0   0  42|   0     0 |           | 11    7    0   17    1
Apr 15 14:02:52 ubuntu dstat.sh[65413]: 15-04 14:02:52| 30  11  57   0   0|1054M 1276M  163M 5193M| 182k   15k|   0  3343k|   0   111 |3756  2320 |0.94 0.95 0.58|2.0   0  95|   0     0 |           | 11    6    0   17    2
Apr 15 14:02:53 ubuntu dstat.sh[65413]: 15-04 14:02:53| 38  12  48   1   0|1105M 1208M  164M 5206M|5103B 1610B|  32k 3352k|2.00  91.1 |4207  3287 |0.94 0.95 0.58|2.0   0 145|   0     0 |           | 11    6    0   19    2
Apr 15 14:02:54 ubuntu dstat.sh[65413]: 15-04 14:02:54| 43   6  48   0   0|1158M 1135M  165M 5223M|4341B 1456B|   0  6777k|   0   168 |2797  1827 |0.94 0.95 0.58|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 15 14:02:55 ubuntu dstat.sh[65413]: 15-04 14:02:55| 39   6  46   7   0|1184M 1079M  167M 5249M|4628B 1455B|   0    26M|   0  1603 |8305    13k|1.02 0.97 0.59|5.0   0  10|   0     0 |           | 11    8    0   19    2
Apr 15 14:02:56 ubuntu dstat.sh[65413]: 15-04 14:02:56| 31   8  43  16   0|1183M 1045M  168M 5279M|4914B 1464B|   0    49M|   0  3815 |  15k   27k|1.02 0.97 0.59|3.0   0  57|   0     0 |           | 11    8    0   19    2
Apr 15 14:02:57 ubuntu dstat.sh[65413]: 15-04 14:02:57| 35  10  48   5   0|1156M 1079M  169M 5271M|  11k 4266B|   0    32M|   0  2214 |8956    14k|1.02 0.97 0.59|3.0   0  90|   0     0 |           | 11    4    0   19    0
Apr 15 14:02:58 ubuntu dstat.sh[65413]: 15-04 14:02:58| 44   7  48   0   0|1219M 1016M  169M 5271M|4911B 1450B|   0   998k|   0  43.8 |3022  1595 |1.02 0.97 0.59|2.0   0  19|   0     0 |           | 11    4    0   19    0
Apr 15 14:02:59 ubuntu dstat.sh[65413]: 15-04 14:02:59| 41   6  51   1   0|1196M 1033M  169M 5276M|  11k 3930B|   0  8683k|   0   617 |3693  2867 |1.02 0.97 0.59|3.0   0  29|   0     0 |           | 11    4    0   19    0
Apr 15 14:03:00 ubuntu dstat.sh[65413]: 15-04 14:03:00| 38   6  54   0   0|1254M  968M  169M 5282M|  12k 4503B|   0  2272k|   0   268 |2951  1699 |1.10 0.99 0.60|2.0   0  18|   0     0 |           | 11    5    0   19    0
Apr 15 14:03:01 ubuntu dstat.sh[65413]: 15-04 14:03:01| 44   9  45   0   0|1250M  971M  170M 5282M|5475B 1680B|   0   271k|   0  6.98 |  11k   19k|1.10 0.99 0.60|2.0   0  13|   0     0 |           | 11    4    0   19    0
Apr 15 14:03:02 ubuntu dstat.sh[65413]: 15-04 14:03:02| 30  24  44   0   0|1143M 1079M  170M 5282M|5506B 1616B|   0    96k|   0  3.99 |  14k   21k|1.10 0.99 0.60|2.0   0 375|   0     0 |           | 11    4    0   19    0
Apr 15 14:03:03 ubuntu dstat.sh[65413]: 15-04 14:03:03| 30  25  44   0   0|1113M 1121M  170M 5271M|5600B 1626B|   0  2292k|   0  90.3 |6089  4949 |1.10 0.99 0.60|4.0   0 395|   0     0 |           | 11    4    0   19    0
Apr 15 14:03:04 ubuntu dstat.sh[65413]: 15-04 14:03:04| 42  19  38   1   0|1099M 1129M  170M 5276M|5706B 1622B|5045k   12k|92.1  3.00 |6128  7352 |1.10 0.99 0.60|3.0   0 304|   0     0 |           | 11    5    0   19    0
Apr 15 14:03:05 ubuntu dstat.sh[65413]: 15-04 14:03:05| 48   8  42   1   0|1147M 1078M  170M 5279M|5364B 1781B|2242k   16M|35.9   184 |3355  2345 |1.17 1.00 0.61|2.0   0 7.0|   0     0 |           | 11    5    1   19    0
Apr 15 14:03:06 ubuntu dstat.sh[65413]: 15-04 14:03:06| 45   6  49   0   0|1170M 1055M  170M 5279M|5424B 1696B|   0   192k|   0  2.00 |2573  1234 |1.17 1.00 0.61|2.0   0   0|   0     0 |           | 11    5    1   19    0
Apr 15 14:03:07 ubuntu dstat.sh[65413]: 15-04 14:03:07| 31   9  58   0   0|1197M 1026M  170M 5281M|4739B 1694B|   0  4247k|   0   147 |4530  5668 |1.17 1.00 0.61|  0   0 118|   0     0 |           | 11    4    1   16    0
