Dec 10 21:47:30 jammy-provider-cloud-0000007799 systemd[1]: Started Devstack devstack@dstat.service.
Dec 10 21:47:30 jammy-provider-cloud-0000007799 dstat.sh[58183]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Dec 10 21:47:30 jammy-provider-cloud-0000007799 dstat.sh[58183]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Dec 10 21:47:30 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:30|                   | 972M 1925M  160M 4576M|           |           |           |           |1.29 0.89 0.46|2.0   0    |           |   0     0 |  9    6    0   16    0
Dec 10 21:47:31 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:31| 16  18  64   0   0| 977M 1919M  160M 4577M|  37k 9517B|   0  2822k|   0  94.9 |3483  6186 |1.29 0.89 0.46|2.5   0 512|   0     0 |   0     0 |  9    6    0   16    0
Dec 10 21:47:32 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:32| 27  18  55   1   0| 998M 1898M  160M 4577M|  43k   14k|   0  1773k|   0  84.5 |3914  6881 |1.27 0.89 0.46|2.0   0 466|   0     0 |   0     0 |  9    4    0   16    2
Dec 10 21:47:33 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:33| 25  11  61   1   0|1126M 1750M  160M 4718M|5099k   60k|   0  7023k|   0  82.8 |7451    10k|1.27 0.89 0.46|2.0   0 113|   0     0 |   0     0 | 10    4    0   16    2
Dec 10 21:47:34 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:34| 31  10  58   1   0|1141M 1705M  160M 4745M|6254B 1622B|   0  3573k|   0   120 |1972  2904 |1.27 0.89 0.46|5.0   0 105|   0     0 |   0     0 | 10    6    0   16    2
Dec 10 21:47:35 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:35| 39  10  48   1   0|1168M 1644M  162M 4775M|7811B 1616B|  80k 4853k|1.00   180 |2511  4260 |1.27 0.89 0.46|4.0   0 182|   0     0 |   0     0 | 10    6    0   18    2
Dec 10 21:47:36 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:36| 43   4  52   1   0|1131M 1687M  162M 4766M|  12k 4360B|   0  6325k|   0  80.0 |1416  1910 |1.27 0.89 0.46|4.0   0 3.0|   0     0 |   0     0 | 10    4    0   18    0
Dec 10 21:47:37 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:37| 35   9  45  10   0|1207M 1602M  163M 4774M|5811B 1624B|   0    30M|   0  2347 |  18k   37k|1.49 0.95 0.48|4.0   0  68|   0     0 |   0     0 | 10    6    0   18    0
Dec 10 21:47:38 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:38| 38  10  37  11   0|1119M 1686M  163M 4777M|7854B 1514B|   0    40M|   0  3163 |  18k   42k|1.49 0.95 0.48|4.0   0 137|   0     0 |   0     0 | 10    4    0   18    0
Dec 10 21:47:39 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:39| 45   6  49   0   0|1137M 1668M  163M 4777M|8950B 1566B|   0   916k|   0  43.0 |1474  1526 |1.49 0.95 0.48|3.0   0  15|   0     0 |   0     0 | 10    4    0   18    0
Dec 10 21:47:40 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:40| 41   5  54   0   0|1064M 1741M  163M 4777M|4645B 1615B|   0   662k|   0  22.9 |1432  1694 |1.49 0.95 0.48|2.0   0  63|   0     0 |   0     0 | 10    4    0   18    0
Dec 10 21:47:41 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:41| 24   2  72   1   0|1120M 1685M  163M 4777M|5361B 1661B|   0  6118k|   0   347 |1452  2620 |1.49 0.95 0.48|2.0   0 2.0|   0     0 |   0     0 | 10    4    0   18    0
Dec 10 21:47:42 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:42| 17  10  72   0   0|1044M 1761M  163M 4777M|5103B 1625B|   0   156k|   0  11.0 |1904  2747 |1.45 0.95 0.48|2.0   0 202|   0     0 |   0     0 | 10    4    0   18    0
Dec 10 21:47:43 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:43| 10  20  69   0   0|1046M 1759M  163M 4778M|6637B 1620B|   0   132k|   0  15.0 |2991  4973 |1.45 0.95 0.48|3.0   0 426|   0     0 |   0     0 | 10    4    0   18    0
Dec 10 21:47:44 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:44| 24  16  60   0   0|1069M 1735M  163M 4778M|4993B 1715B|   0  6667k|   0   312 |4403  9930 |1.45 0.95 0.48|6.0   0 235|   0     0 |   0     0 | 10    4    0   18    0
Dec 10 21:47:45 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:45| 46   6  47   0   0|1188M 1616M  163M 4779M|4889B 1508B|   0  2183k|   0   124 |1524  2095 |1.45 0.95 0.48|4.0   0  56|   0     0 |   0     0 | 10    5    0   18    0
Dec 10 21:47:46 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:46| 50   4  47   0   0|1215M 1587M  164M 4781M|5111B 1623B|   0   761k|   0  96.2 |1507  4496 |1.45 0.95 0.48|3.0   0 6.0|   0     0 |   0     0 | 10    4    0   19    0
Dec 10 21:47:47 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:47|  2   4  92   0   0|1222M 1579M  164M 4781M|7958B 1563B|   0    11M|   0  23.0 |1261  2064 |1.33 0.93 0.48|1.0   0 113|   0     0 |   0     0 | 10    4    0   19    0
Dec 10 21:47:48 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:48| 15   3  81   0   0|1268M 1534M  164M 4781M|5298B 1620B|   0  2036k|   0  59.0 |1381  1922 |1.33 0.93 0.48|2.0   0  23|   0     0 |   0     0 | 10    4    0   19    0
Dec 10 21:47:49 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:49| 24   2  74   0   0|1317M 1484M  164M 4781M|5812B 1620B|   0    36k|   0  4.00 | 895  1076 |1.33 0.93 0.48|3.0   0   0|   0     0 |   0     0 | 10    4    0   19    0
Dec 10 21:47:50 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:50| 22   4  72   1   0|1249M 1552M  164M 4781M|6883B 1623B|   0  3791k|   0   351 |3073  5684 |1.33 0.93 0.48|3.0   0  43|   0     0 |   0     0 | 10    4    0   21    0
Dec 10 21:47:51 jammy-provider-cloud-0000007799 dstat.sh[58183]: 10-12 21:47:51| 22   4  73   0   0|1295M 1506M  164M 4782M|5270B 1617B|   0   962k|   0  44.9 |1417  2292 |1.33 0.93 0.48|2.0   0 3.0|   0     0 |   0     0 | 10   16    0   21    0
