May 11 15:16:39 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 11 15:16:40 ubuntu dstat.sh[64875]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 11 15:16:40 ubuntu dstat.sh[64875]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 11 15:16:40 ubuntu dstat.sh[64875]: 11-05 15:16:40|                   | 973M 1359M  163M 5131M|           |           |           |           |1.20 0.92 0.54|1.0   0    |           |           | 10    4    0   17    0
May 11 15:16:41 ubuntu dstat.sh[64875]: 11-05 15:16:41| 14  20  64   0   0| 977M 1354M  163M 5131M|  13k 1656B|   0   703k|   0  82.9 |5203  3641 |1.20 0.92 0.54|1.5   0 304|   0     0 |           | 10    4    0   17    0
May 11 15:16:42 ubuntu dstat.sh[64875]: 11-05 15:16:42| 20  21  58   0   0| 974M 1357M  163M 5132M|  31k   10k|   0  1332k|   0  62.5 |5452  3986 |1.20 0.92 0.54|1.0   0 361|   0     0 |           | 10    6    0   17    0
May 11 15:16:43 ubuntu dstat.sh[64875]: 11-05 15:16:43| 23  21  56   0   0| 990M 1340M  163M 5132M|  33k   15k|   0  5548k|   0  87.1 |5956  5835 |1.20 0.92 0.54|3.0   0 295|   0     0 |           | 10    6    0   17    0
May 11 15:16:44 ubuntu dstat.sh[64875]: 11-05 15:16:44| 29  12  55   1   0|1116M 1214M  163M 5255M|  37k   11k|   0  1714k|   0  47.8 |5659  7775 |1.51 0.99 0.57|1.0   0 130|   0     0 |           | 11    5    0   17    1
May 11 15:16:45 ubuntu dstat.sh[64875]: 11-05 15:16:45| 17   4  77   0   0|1116M 1213M  163M 5255M|  20k   12k|   0  1529k|   0  44.9 |2329  2076 |1.51 0.99 0.57|2.0   0  66|   0     0 |           | 11    7    0   17    1
May 11 15:16:46 ubuntu dstat.sh[64875]: 11-05 15:16:46| 36  13  50   1   0|1111M 1189M  164M 5280M| 163k 4187B|   0  2528k|   0  97.5 |4333  3127 |1.51 0.99 0.57|3.0   0 173|   0     0 |           | 11    6    0   17    2
May 11 15:16:47 ubuntu dstat.sh[64875]: 11-05 15:16:47| 41   8  49   0   0|1164M 1117M  165M 5296M|2359B    0 |  32k 3162k|1.99  57.8 |3359  2367 |1.51 0.99 0.57|3.0   0  44|   0     0 |           | 11    6    0   19    2
May 11 15:16:48 ubuntu dstat.sh[64875]: 11-05 15:16:48| 45   5  48   1   0|1219M 1040M  165M 5316M|2043B    0 |   0  2588k|   0  62.1 |2956  1808 |1.51 0.99 0.57|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 11 15:16:49 ubuntu dstat.sh[64875]: 11-05 15:16:49| 34   7  46  11   0|1217M 1021M  167M 5333M|2145B    0 |   0    35M|   0  2497 |  11k   21k|1.55 1.00 0.58|3.0 1.0  40|   0     0 |           | 11    8    0   19    2
May 11 15:16:50 ubuntu dstat.sh[64875]: 11-05 15:16:50| 35   8  42  12   0|1238M  966M  169M 5362M|2165B    0 |   0    54M|   0  3602 |  14k   26k|1.55 1.00 0.58|2.0   0  43|   0     0 |           | 11    8    0   19    2
May 11 15:16:51 ubuntu dstat.sh[64875]: 11-05 15:16:51| 42   9  49   0   0|1242M  976M  169M 5347M|2420B  479B|   0  3159k|   0   162 |3627  2426 |1.55 1.00 0.58|2.0   0  94|   0     0 |           | 11    4    0   19    0
May 11 15:16:52 ubuntu dstat.sh[64875]: 11-05 15:16:52| 40   6  51   1   0|1273M  940M  169M 5352M|8256B 2282B|   0  9122k|   0   568 |3587  3398 |1.55 1.00 0.58|2.0   0  17|   0     0 |           | 11    4    0   19    0
May 11 15:16:53 ubuntu dstat.sh[64875]: 11-05 15:16:53| 40   7  53   0   0|1290M  922M  169M 5353M|8569B 2877B|   0  1188k|   0   145 |2850  1720 |1.55 1.00 0.58|2.0   0  28|   0     0 |           | 11    5    0   19    0
May 11 15:16:54 ubuntu dstat.sh[64875]: 11-05 15:16:54| 43   8  46   0   0|1284M  921M  169M 5358M|2136B  173B|   0  1041k|   0  59.8 |  11k   19k|1.58 1.02 0.58|3.0   0  14|   0     0 |           | 11    4    0   19    0
May 11 15:16:55 ubuntu dstat.sh[64875]: 11-05 15:16:55| 40  13  45   0   0|1214M  991M  170M 5359M|2220B    0 |   0   168k|   0  2.00 |  12k   20k|1.58 1.02 0.58|4.0   0 146|   0     0 |           | 11    4    0   19    0
May 11 15:16:56 ubuntu dstat.sh[64875]: 11-05 15:16:56| 28  25  44   0   0|1096M 1121M  170M 5347M|2575B    0 |   0  2735k|   0   200 |6102  4681 |1.58 1.02 0.58|3.0   0 417|   0     0 |           | 11    4    0   19    0
May 11 15:16:57 ubuntu dstat.sh[64875]: 11-05 15:16:57| 29  22  49   0   0|1064M 1154M  170M 5348M|2485B    0 |   0    20k|   0  5.02 |6323  7150 |1.58 1.02 0.58|2.0   0 334|   0     0 |           | 11    4    0   19    0
May 11 15:16:58 ubuntu dstat.sh[64875]: 11-05 15:16:58| 39  13  47   0   0|1139M 1078M  170M 5348M|2590B    0 |   0    36k|   0  3.00 |4005  2871 |1.58 1.02 0.58|2.0   0 131|   0     0 |           | 11    5    0   19    0
