May 04 23:49:46 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 04 23:49:46 ubuntu dstat.sh[64975]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 04 23:49:46 ubuntu dstat.sh[64975]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 04 23:49:46 ubuntu dstat.sh[64975]: 04-05 23:49:46|                   | 983M 1354M  164M 5126M|           |           |           |           |1.30 0.93 0.52|3.0   0    |           |           | 10    5    0   19    0
May 04 23:49:47 ubuntu dstat.sh[64975]: 04-05 23:49:47| 38  22  39   1   0| 999M 1338M  164M 5126M|  39k   13k|   0  2664k|   0  99.0 |6326  5111 |1.32 0.94 0.52|4.0   0 442|   0     0 |           | 10    6    0   18    0
May 04 23:49:48 ubuntu dstat.sh[64975]: 04-05 23:49:48| 31  24  42   0   0|1029M 1306M  164M 5127M|  27k   14k|   0  2375k|   0   115 |6464  5481 |1.35 0.95 0.53|5.0   0 427|   0     0 |           | 10    6    0   18    0
May 04 23:49:49 ubuntu dstat.sh[64975]: 04-05 23:49:49| 27  18  53   0   0|1009M 1326M  164M 5127M|  40k   13k|   0  5146k|   0  69.7 |5399  4556 |1.35 0.95 0.53|3.0   0 229|   0     0 |           | 10    5    0   18    1
May 04 23:49:50 ubuntu dstat.sh[64975]: 04-05 23:49:50| 28  15  55   0   0|1141M 1177M  164M 5265M| 177k   13k|   0  3384k|   0  93.0 |5592  5862 |1.35 0.95 0.53|3.0   0 141|   0     0 |           | 11    7    0   18    1
May 04 23:49:51 ubuntu dstat.sh[64975]: 04-05 23:49:51| 38  12  48   1   0|1132M 1171M  165M 5277M|4872B 1803B|   0  1658k|   0  75.5 |4364  3043 |1.35 0.95 0.53|4.0   0 167|   0     0 |           | 11    6    0   18    2
May 04 23:49:52 ubuntu dstat.sh[64975]: 04-05 23:49:52| 42  10  47   0   0|1196M 1089M  165M 5293M|4419B 1612B|  32k 1767k|1.99  46.8 |3614  2486 |1.40 0.97 0.53|3.0   0  56|   0     0 |           | 11    6    0   20    2
May 04 23:49:53 ubuntu dstat.sh[64975]: 04-05 23:49:53| 43   6  49   1   0|1244M 1013M  166M 5316M|4195B 1618B|   0  5653k|   0   143 |3303  2274 |1.40 0.97 0.53|2.0 1.0   0|   0     0 |           | 11    6    0   20    2
May 04 23:49:54 ubuntu dstat.sh[64975]: 04-05 23:49:54| 36   6  48   8   0|1275M  949M  168M 5344M|4367B 1468B|   0    24M|   0  1802 |8686    15k|1.40 0.97 0.53|3.0 1.0  29|   0     0 |           | 11    8    0   20    2
May 04 23:49:55 ubuntu dstat.sh[64975]: 04-05 23:49:55| 31   7  44  14   0|1284M  924M  169M 5358M|  11k 2957B|   0    63M|   0  4956 |  16k   31k|1.40 0.97 0.53|2.0   0  54|   0     0 |           | 11    9    0   20    2
May 04 23:49:56 ubuntu dstat.sh[64975]: 04-05 23:49:56| 40  10  50   0   0|1241M  983M  169M 5341M|7891B 3079B|   0   845k|   0  53.1 |3627  2325 |1.40 0.97 0.53|2.0   0  93|   0     0 |           | 11    4    0   20    0
May 04 23:49:57 ubuntu dstat.sh[64975]: 04-05 23:49:57| 40   5  53   1   0|1281M  939M  169M 5345M|  10k 3884B|   0  2571k|   0   110 |2980  1704 |1.45 0.98 0.54|3.0   0  18|   0     0 |           | 11    4    0   20    0
May 04 23:49:58 ubuntu dstat.sh[64975]: 04-05 23:49:58| 42   7  50   1   0|1250M  968M  169M 5347M|8911B 2893B|   0  8002k|   0   480 |3942  3662 |1.45 0.98 0.54|2.0   0  28|   0     0 |           | 11    5    0   20    0
May 04 23:49:59 ubuntu dstat.sh[64975]: 04-05 23:49:59| 43   7  49   1   0|1252M  960M  170M 5352M|7397B 3417B|   0  1758k|   0   111 |  11k   19k|1.45 0.98 0.54|3.0   0 7.0|   0     0 |           | 11    4    0   20    0
May 04 23:50:00 ubuntu dstat.sh[64975]: 04-05 23:50:00| 37  17  44   0   0|1212M 1000M  170M 5352M|5132B 1617B|   0    88k|   0  2.00 |9853    17k|1.45 0.98 0.54|3.0   0 325|   0     0 |           | 11    4    0   20    0
May 04 23:50:01 ubuntu dstat.sh[64975]: 04-05 23:50:01| 29  26  43   0   0|1163M 1060M  170M 5342M|5395B 1613B|   0  2816k|   0   116 |7290  7105 |1.45 0.98 0.54|3.0   0 479|   0     0 |           | 11    4    0   20    0
May 04 23:50:02 ubuntu dstat.sh[64975]: 04-05 23:50:02| 51  17  32   0   0|1184M 1039M  170M 5342M|4846B 1516B|   0    16k|   0  4.01 |5327  4832 |1.50 1.00 0.55|5.0   0 255|   0     0 |           | 11    5    0   20    0
May 04 23:50:03 ubuntu dstat.sh[64975]: 04-05 23:50:03| 46   5  48   0   0|1249M  974M  170M 5342M|4766B 1609B|   0    56k|   0  3.97 |2827  1271 |1.50 1.00 0.55|3.0   0  14|   0     0 |           | 11    5    0   18    0
May 04 23:50:04 ubuntu dstat.sh[64975]: 04-05 23:50:04| 43   8  48   0   0|1271M  952M  170M 5343M|4764B 1559B|   0  5969k|   0  60.7 |2870  1505 |1.50 1.00 0.55|4.0   0 1.0|   0     0 |           | 11    5    0   18    0
May 04 23:50:05 ubuntu dstat.sh[64975]: 04-05 23:50:05| 25  10  64   1   0|1279M  941M  170M 5345M|4899B 1633B|   0    17M|   0   546 |4242  5063 |1.50 1.00 0.55|1.0   0 119|   0     0 |           | 11    4    0   18    0
May 04 23:50:06 ubuntu dstat.sh[64975]: 04-05 23:50:06| 17   5  78   0   0|1336M  884M  170M 5345M|5368B 1623B|   0  2645k|   0  73.2 |2032  1762 |1.50 1.00 0.55|2.0   0  22|   0     0 |           | 11    4    0   18    0
May 04 23:50:07 ubuntu dstat.sh[64975]: 04-05 23:50:07| 23   3  73   0   0|1367M  854M  170M 5345M|4895B 1612B|   0     0 |   0     0 |1768  1254 |1.46 1.00 0.55|2.0   0   0|   0     0 |           | 11    4    0   14    0
May 04 23:50:08 ubuntu dstat.sh[64975]: 04-05 23:50:08| 23   2  72   1   0|1379M  841M  170M 5345M|4435B 1520B|   0  1496k|   0   199 |3395  4495 |1.46 1.00 0.55|2.0   0 1.0|   0     0 |           | 11   10    0   14    0
May 04 23:50:09 ubuntu dstat.sh[64975]: 04-05 23:50:09| 21   5  72   0   0|1322M  898M  170M 5345M|4661B 1564B|   0  2581k|   0   146 |2513  2169 |1.46 1.00 0.55|2.0   0  42|   0     0 |           | 11    4    0   16    0
May 04 23:50:10 ubuntu dstat.sh[64975]: 04-05 23:50:10| 19   3  77   0   0|1356M  864M  170M 5345M|6728B 4002B| 144k   10M|6.99  63.9 |1944  1484 |1.46 1.00 0.55|2.0   0   0|   0     0 |           | 11    9    0   16    0
May 04 23:50:11 ubuntu dstat.sh[64975]: 04-05 23:50:11| 22   3  73   1   0|1357M  863M  170M 5345M|7802B 3963B| 268k  784k|66.0  26.0 |2730  2706 |1.46 1.00 0.55|4.0   0 3.0|   0     0 |           | 11   29    0   16    0
May 04 23:50:12 ubuntu dstat.sh[64975]: 04-05 23:50:12| 19   5  75   0   0|1332M  887M  170M 5345M|8693B 5163B|   0  1590k|   0  82.1 |2485  1925 |1.42 1.00 0.56|2.0   0  43|   0     0 |           | 11   28    0   17    0
May 04 23:50:13 ubuntu dstat.sh[64975]: 04-05 23:50:13| 18   2  78   0   0|1367M  852M  170M 5345M|9880B 5692B|   0    56k|   0  3.99 |1759  1308 |1.42 1.00 0.56|2.0   0   0|   0     0 |           | 11   29    0   17    0
May 04 23:50:14 ubuntu dstat.sh[64975]: 04-05 23:50:14| 20  11  68   0   0|1372M  847M  170M 5346M|7933B 4387B|   0    12k|   0  3.00 |3513  2686 |1.42 1.00 0.56|3.0   0 157|   0     0 |           | 11   28    0   18    0
May 04 23:50:15 ubuntu dstat.sh[64975]: 04-05 23:50:15| 38   7  54   0   0|1478M  741M  170M 5346M|8172B 5837B|   0    33M|   0   197 |3198  1960 |1.42 1.00 0.56|2.0   0   0|   0     0 |           | 11   30    0   17    0
May 04 23:50:16 ubuntu dstat.sh[64975]: 04-05 23:50:16| 35   4  59   0   0|1472M  747M  170M 5346M|  20k   15k|   0   795k|   0  21.1 |5702  8040 |1.42 1.00 0.56|3.0   0   0|   0     0 |           | 11   28    0   18    0
May 04 23:50:17 ubuntu dstat.sh[64975]: 04-05 23:50:17| 57  30  14   0   0|1496M  723M  170M 5346M|4268B 1623B|   0   156k|   0  20.0 |5651  4646 |1.47 1.02 0.56|7.0   0 579|   0     0 |           | 11   28    0   18    0
May 04 23:50:18 ubuntu dstat.sh[64975]: 04-05 23:50:18| 86  14   0   0   0|1681M  538M  170M 5346M|  14k   11k|   0     0 |   0     0 |5492  3387 |1.47 1.02 0.56|6.0   0   0|   0     0 |           | 11   31    0   18    0
May 04 23:50:19 ubuntu dstat.sh[64975]: 04-05 23:50:19| 81  10   9   0   0|1741M  478M  170M 5346M|  35k   32k|   0   476k|   0  43.0 |9071    13k|1.47 1.02 0.56|6.0   0   0|   0     0 |           | 11   31    0   20    0
May 04 23:50:20 ubuntu dstat.sh[64975]: 04-05 23:50:20| 48  15  35   0   0|1502M  717M  170M 5346M|9630B 5963B|   0  2478k|   0  46.7 |5843  5924 |1.47 1.02 0.56|2.0   0 308|   0     0 |           | 11   28    0   23    0
May 04 23:50:21 ubuntu dstat.sh[64975]: 04-05 23:50:21| 19   3  77   0   0|1501M  717M  170M 5346M|6869B 3863B|   0   184k|   0  8.00 |1761  1363 |1.47 1.02 0.56|2.0   0   0|   0     0 |           | 11   29    0   23    0
May 04 23:50:22 ubuntu dstat.sh[64975]: 04-05 23:50:22| 18   4  77   0   0|1441M  777M  170M 5346M|9181B 6199B|   0  2049k|   0   139 |3133  3337 |1.43 1.02 0.57|2.0   0  21|   0     0 |           | 11   28    0   24    0
May 04 23:50:23 ubuntu dstat.sh[64975]: 04-05 23:50:23| 20   7  73   0   0|1439M  780M  170M 5346M|3841B 1620B|   0   152k|   0  9.00 |2195  1536 |1.43 1.02 0.57|2.0   0  47|   0     0 |           | 11   28    0   24    0
May 04 23:50:24 ubuntu dstat.sh[64975]: 04-05 23:50:24| 15   2  82   0   0|1438M  781M  170M 5346M|  10k 7816B|   0   149k|   0  9.05 |2252  2323 |1.43 1.02 0.57|2.0   0 1.0|   0     0 |           | 11   29    0   24    0
May 04 23:50:25 ubuntu dstat.sh[64975]: 04-05 23:50:25| 12  19  67   0   0|1380M  839M  170M 5346M|5447B 2477B|   0    82M|   0   506 |5847  5287 |1.43 1.02 0.57|2.0   0 310|   0     0 |           | 11   28    0   25    0
