Apr 09 16:54:25 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 09 16:54:25 ubuntu dstat.sh[65024]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 09 16:54:25 ubuntu dstat.sh[65024]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 09 16:54:25 ubuntu dstat.sh[65024]: 09-04 16:54:25|                   | 976M 1373M  163M 5114M|           |           |           |           |1.22 0.81 0.45|1.0   0    |           |           | 10    5    0   18    0
Apr 09 16:54:26 ubuntu dstat.sh[65024]: 09-04 16:54:26| 17  21  60   1   0| 975M 1373M  164M 5114M|  45k   15k|   0  3128k|   0   115 |6795  6010 |1.22 0.81 0.45|1.5   0 554|   0     0 |           | 10    6    0   18    0
Apr 09 16:54:27 ubuntu dstat.sh[65024]: 09-04 16:54:27| 28  19  52   0   0| 985M 1362M  164M 5115M|  20k   12k|   0  1663k|   0  88.0 |6585  6129 |1.22 0.81 0.45|2.0   0 471|   0     0 |           | 10    6    0   17    0
Apr 09 16:54:28 ubuntu dstat.sh[65024]: 09-04 16:54:28| 29  14  54   0   0|1097M 1249M  164M 5237M|  42k   13k|   0  2554k|   0  57.9 |6590  7875 |1.22 0.81 0.45|1.0   0 183|   0     0 |           | 11    5    0   17    1
Apr 09 16:54:29 ubuntu dstat.sh[65024]: 09-04 16:54:29| 18   5  76   1   0|1114M 1213M  164M 5255M| 177k   10k|   0  1825k|   0  60.0 |2332  1946 |1.22 0.81 0.45|2.0   0  65|   0     0 |           | 11    7    0   17    1
Apr 09 16:54:30 ubuntu dstat.sh[65024]: 09-04 16:54:30| 39  12  48   1   0|1148M 1159M  165M 5272M|4741B 1592B|   0  2780k|   0   184 |4362  2974 |1.29 0.83 0.46|4.0   0 168|   0     0 |           | 11    6    0   17    2
Apr 09 16:54:31 ubuntu dstat.sh[65024]: 09-04 16:54:31| 43   7  49   0   0|1202M 1082M  166M 5293M|4599B 1457B|  32k 2537k|2.00  57.9 |3586  2440 |1.29 0.83 0.46|3.0   0  49|   0     0 |           | 11    6    0   19    2
Apr 09 16:54:32 ubuntu dstat.sh[65024]: 09-04 16:54:32| 44   6  48   1   0|1241M 1022M  167M 5309M|5666B 1565B|   0  4801k|   0   154 |3449  2442 |1.29 0.83 0.46|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 09 16:54:33 ubuntu dstat.sh[65024]: 09-04 16:54:33| 35   7  46  11   0|1254M  973M  169M 5340M|5559B 1624B|   0    42M|   0  2988 |  14k   25k|1.29 0.83 0.46|8.0   0  61|   0     0 |           | 11    8    0   19    2
Apr 09 16:54:34 ubuntu dstat.sh[65024]: 09-04 16:54:34| 35   8  49   6   0|1218M 1018M  170M 5330M|  12k 4340B|   0    44M|   0  3075 |  11k   19k|1.29 0.83 0.46|3.0   0 102|   0     0 |           | 11    4    0   19    0
Apr 09 16:54:35 ubuntu dstat.sh[65024]: 09-04 16:54:35| 40   7  52   1   0|1319M  917M  170M 5330M|9766B 2961B|   0  5378k|   0   326 |3411  2929 |1.34 0.85 0.47|1.0   0  35|   0     0 |           | 11    5    0   19    0
Apr 09 16:54:36 ubuntu dstat.sh[65024]: 09-04 16:54:36| 45   4  49   0   0|1337M  894M  170M 5335M|6773B 2468B|   0  1914k|   0  79.9 |2932  1583 |1.34 0.85 0.47|2.0   0 3.0|   0     0 |           | 11    4    0   19    0
Apr 09 16:54:37 ubuntu dstat.sh[65024]: 09-04 16:54:37| 39   7  53   1   0|1239M  984M  170M 5340M|  12k 4626B|   0  7806k|   0   464 |3492  3330 |1.34 0.85 0.47|3.0   0  28|   0     0 |           | 11    4    0   19    0
Apr 09 16:54:38 ubuntu dstat.sh[65024]: 09-04 16:54:38| 44   8  45   0   0|1265M  957M  170M 5341M|4845B 1566B|   0   800k|   0  37.0 |  11k   19k|1.34 0.85 0.47|4.0   0  16|   0     0 |           | 11    4    0   19    0
Apr 09 16:54:39 ubuntu dstat.sh[65024]: 09-04 16:54:39| 34  25  40   0   0|1175M 1060M  170M 5332M|4886B 1502B|   0  2128k|   0   116 |  14k   24k|1.34 0.85 0.47|4.0   0 560|   0     0 |           | 11    4    0   19    0
Apr 09 16:54:40 ubuntu dstat.sh[65024]: 09-04 16:54:40| 39  19  40   0   0|1130M 1104M  170M 5330M|4813B 1498B|   0  1371k|   0  83.9 |7760    14k|1.88 0.97 0.51|2.0   0 360|   0     0 |           | 11    4    0   20    0
Apr 09 16:54:41 ubuntu dstat.sh[65024]: 09-04 16:54:41| 44  13  42   0   0|1166M 1069M  170M 5330M|5295B 1457B|   0  8187B|   0  2.00 |4506  3454 |1.88 0.97 0.51|2.0   0 181|   0     0 |           | 11    5    0   20    0
Apr 09 16:54:42 ubuntu dstat.sh[65024]: 09-04 16:54:42| 48   3  49   0   0|1209M 1025M  170M 5331M|5075B 1458B|   0   488k|   0  44.0 |2731  1148 |1.88 0.97 0.51|2.0   0   0|   0     0 |           | 11    5    0   19    0
Apr 09 16:54:43 ubuntu dstat.sh[65024]: 09-04 16:54:43| 43  10  47   0   0|1234M  997M  170M 5333M|5070B 1461B|   0  9771k|   0   146 |3213  3479 |1.88 0.97 0.51|1.0   0  14|   0     0 |           | 11    4    0   20    0
Apr 09 16:54:44 ubuntu dstat.sh[65024]: 09-04 16:54:44| 12   8  77   1   0|1254M  978M  170M 5333M|5227B 1454B|   0  2697k|   0  84.8 |3167  3007 |1.88 0.97 0.51|1.0   0 126|   0     0 |           | 11    4    0   20    0
Apr 09 16:54:45 ubuntu dstat.sh[65024]: 09-04 16:54:45| 22   3  74   0   0|1311M  921M  170M 5333M|5000B 1459B|   0   456k|   0  26.0 |1791  1494 |1.81 0.97 0.51|1.0   0   0|   0     0 |           | 11    4    0   20    0
Apr 09 16:54:46 ubuntu dstat.sh[65024]: 09-04 16:54:46| 24   2  73   1   0|1331M  900M  170M 5333M|4982B 1621B|   0   736k|   0  86.0 |2329  2243 |1.81 0.97 0.51|  0 1.0 1.0|   0     0 |           | 11   10    0   20    0
Apr 09 16:54:47 ubuntu dstat.sh[65024]: 09-04 16:54:47| 21   5  72   1   0|1313M  918M  170M 5333M|5114B 1619B|   0  4089k|   0   457 |3584  4325 |1.81 0.97 0.51|1.0   0  42|   0     0 |           | 11    4    0   22    0
Apr 09 16:54:48 ubuntu dstat.sh[65024]: 09-04 16:54:48| 19   3  77   0   0|1346M  885M  170M 5334M|7691B 4007B| 144k   21M|7.00   361 |2026  1597 |1.81 0.97 0.51|1.0   0 1.0|   0     0 |           | 11    9    0   22    0
Apr 09 16:54:49 ubuntu dstat.sh[65024]: 09-04 16:54:49| 20   3  75   0   0|1354M  876M  171M 5334M|9434B 6566B| 268k 1343k|65.9  37.0 |2655  2757 |1.81 0.97 0.51|  0   0 3.0|   0     0 |           | 11   29    0   22    0
Apr 09 16:54:50 ubuntu dstat.sh[65024]: 09-04 16:54:50| 20   6  74   0   0|1360M  871M  171M 5334M|6282B 2682B|   0     0 |   0     0 |2354  1730 |1.74 0.97 0.52|1.0   0  43|   0     0 |           | 11   28    0   17    0
Apr 09 16:54:51 ubuntu dstat.sh[65024]: 09-04 16:54:51| 17   2  79   0   0|1366M  865M  171M 5334M|  11k 7540B|   0  2167k|   0  52.0 |1968  1660 |1.74 0.97 0.52|1.0   0   0|   0     0 |           | 11   29    0   17    0
Apr 09 16:54:52 ubuntu dstat.sh[65024]: 09-04 16:54:52| 32  11  57   0   0|1357M  873M  171M 5334M|6260B 2390B|   0  1201k|   0  10.0 |3636  2425 |1.74 0.97 0.52|2.0   0 156|   0     0 |           | 11   28    0   18    0
Apr 09 16:54:53 ubuntu dstat.sh[65024]: 09-04 16:54:53| 35   5  59   0   0|1410M  820M  171M 5334M|  13k   10k|   0    29M|   0   235 |3769  3242 |1.74 0.97 0.52|1.0   0   0|   0     0 |           | 11   30    0   18    0
Apr 09 16:54:54 ubuntu dstat.sh[65024]: 09-04 16:54:54| 38  16  45   0   0|1357M  873M  171M 5334M|  15k   11k|   0  3216k|   0  51.0 |7437  9382 |1.74 0.97 0.52|7.0   0 388|   0     0 |           | 11   28    0   19    0
Apr 09 16:54:55 ubuntu dstat.sh[65024]: 09-04 16:54:55| 83  18   0   0   0|1595M  635M  171M 5334M|6044B 1458B|   0   328k|   0  67.0 |5286  3365 |2.08 1.05 0.55|6.0   0 190|   0     0 |           | 11   28    0   19    0
Apr 09 16:54:56 ubuntu dstat.sh[65024]: 09-04 16:54:56| 83  11   5   0   0|1733M  497M  171M 5334M|  32k   29k|   0   124k|   0  6.00 |6821  7344 |2.08 1.05 0.55|2.0   0   0|   0     0 |           | 11   34    0   19    0
Apr 09 16:54:57 ubuntu dstat.sh[65024]: 09-04 16:54:57| 63  13  22   0   0|1480M  750M  171M 5335M|  24k   19k|   0   920k|   0  77.0 |8897    12k|2.08 1.05 0.55|2.0   0 310|   0     0 |           | 11   28    0   25    0
Apr 09 16:54:58 ubuntu dstat.sh[65024]: 09-04 16:54:58| 22   3  74   0   0|1483M  747M  171M 5335M|5689B 2851B|   0   424k|   0  9.00 |1875  1376 |2.08 1.05 0.55|2.0   0 1.0|   0     0 |           | 11   29    0   24    0
Apr 09 16:54:59 ubuntu dstat.sh[65024]: 09-04 16:54:59| 16   2  81   0   0|1460M  770M  171M 5335M|  11k 7132B|   0   512k|   0  22.0 |2871  3334 |2.08 1.05 0.55|1.0   0   0|   0     0 |           | 11   28    0   25    0
Apr 09 16:55:00 ubuntu dstat.sh[65024]: 09-04 16:55:00| 19   6  73   0   0|1475M  755M  171M 5335M|4819B 1455B|   0   156k|   0  7.99 |2435  1728 |2.00 1.05 0.55|1.0   0  68|   0     0 |           | 11   28    0   25    0
Apr 09 16:55:01 ubuntu dstat.sh[65024]: 09-04 16:55:01| 15   2  82   0   0|1457M  773M  171M 5335M|  11k 7749B|   0   116k|   0  9.02 |2305  2442 |2.00 1.05 0.55|2.0   0 3.0|   0     0 |           | 11   29    0   25    0
Apr 09 16:55:02 ubuntu dstat.sh[65024]: 09-04 16:55:02| 11  18  69   0   0|1421M  809M  171M 5335M|6243B 2477B|   0  1376k|   0  90.0 |5873  5216 |2.00 1.05 0.55|1.0   0 424|   0     0 |           | 11   28    0   26    0
Apr 09 16:55:03 ubuntu dstat.sh[65024]: 09-04 16:55:03| 53  28  19   0   0|1469M  761M  171M 5335M|5139B 1621B|   0   144k|   0  16.0 |6153  5026 |2.00 1.05 0.55|5.0   0 614|   0     0 |           | 11   28    0   25    0
Apr 09 16:55:04 ubuntu dstat.sh[65024]: 09-04 16:55:04| 81  11   8   0   0|1656M  574M  171M 5335M|  17k   15k|   0    87M|   0   672 |5910  4721 |2.00 1.05 0.55|3.0   0   0|   0     0 |           | 11   33    0   25    0
Apr 09 16:55:05 ubuntu dstat.sh[65024]: 09-04 16:55:05| 71   7  21   0   0|1647M  583M  171M 5335M|  42k   35k|   0   377k|   0  49.1 |  10k   16k|2.32 1.14 0.58|4.0   0  30|   0     0 |           | 11   30    0   26    0
Apr 09 16:55:06 ubuntu dstat.sh[65024]: 09-04 16:55:06| 78  21   0   0   0|1552M  678M  171M 5335M|6108B 2219B|   0  2799k|   0   156 |5689  4429 |2.32 1.14 0.58|6.0   0 280|   0     0 |           | 11   28    0   26    0
Apr 09 16:55:07 ubuntu dstat.sh[65024]: 09-04 16:55:07| 88  10   2   0   0|1718M  512M  171M 5335M|  20k   17k|   0   164k|   0  9.00 |5383  3756 |2.32 1.14 0.58|4.0   0   0|   0     0 |           | 11   33    0   26    0
Apr 09 16:55:08 ubuntu dstat.sh[65024]: 09-04 16:55:08| 76  10  13   0   0|1742M  487M  171M 5335M|  42k   38k|   0   580k|   0  35.0 |9899    15k|2.32 1.14 0.58|3.0   0  51|   0     0 |           | 11   30    0   30    0
Apr 09 16:55:09 ubuntu dstat.sh[65024]: 09-04 16:55:09| 49  15  35   0   0|1542M  687M  171M 5336M|  17k   10k|   0  3209k|   0  37.0 |6077  7259 |2.32 1.14 0.58|3.0   0 248|   0     0 |           | 11   28    0   31    0
Apr 09 16:55:10 ubuntu dstat.sh[65024]: 09-04 16:55:10| 33   3  62   0   0|1555M  674M  171M 5336M|  12k 9995B|   0   443k|   0  11.0 |2889  2380 |2.21 1.13 0.58|1.0   0   0|   0     0 |           | 11   30    0   31    0
Apr 09 16:55:11 ubuntu dstat.sh[65024]: 09-04 16:55:11| 53  18  28   0   0|1524M  705M  171M 5336M|  16k   11k|   0   257k|   0  26.1 |6703  7540 |2.21 1.13 0.58|4.0   0 329|   0     0 |           | 11   28    0   33    0
Apr 09 16:55:12 ubuntu dstat.sh[65024]: 09-04 16:55:12| 57   7  36   0   0|1556M  673M  171M 5336M|  16k   13k|   0  1614k|   0   127 |4223  2929 |2.21 1.13 0.58|3.0   0  50|   0     0 |           | 11   31    0   33    0
Apr 09 16:55:13 ubuntu dstat.sh[65024]: 09-04 16:55:13| 50  13  36   0   0|1495M  734M  171M 5336M|  22k   18k|   0   440k|   0  51.0 |7986    11k|2.21 1.13 0.58|4.0   0 256|   0     0 |           | 11   28    0   34    0
Apr 09 16:55:14 ubuntu dstat.sh[65024]: 09-04 16:55:14| 84  13   3   0   0|1584M  644M  171M 5336M|6558B 4112B|   0   320k|   0  8.00 |4672  1820 |2.21 1.13 0.58|2.0   0 2.0|   0     0 |           | 11   30    0   34    0
Apr 09 16:55:15 ubuntu dstat.sh[65024]: 09-04 16:55:15| 55   7  38   0   0|1596M  632M  171M 5336M|  40k   36k|   0   280k|   0  26.0 |8792    13k|2.19 1.15 0.59|3.0   0 1.0|   0     0 |           | 11   31    0   34    0
Apr 09 16:55:16 ubuntu dstat.sh[65024]: 09-04 16:55:16| 66  18  17   0   0|1503M  725M  171M 5336M|7883B 4457B|   0   356k|   0  28.0 |4908  4120 |2.19 1.15 0.59|3.0   0 324|   0     0 |           | 11   28    0   36    0
Apr 09 16:55:17 ubuntu dstat.sh[65024]: 09-04 16:55:17| 51   6  42   0   0|1529M  700M  171M 5336M|  20k   16k|   0   476k|   0  15.0 |3948  3411 |2.19 1.15 0.59|2.0   0   0|   0     0 |           | 11   31    0   36    0
Apr 09 16:55:18 ubuntu dstat.sh[65024]: 09-04 16:55:18| 48  16  36   0   0|1424M  804M  171M 5336M|  20k   15k|   0  1059k|   0  74.7 |8042    10k|2.19 1.15 0.59|3.0   0 299|   0     0 |           | 11   28    0   38    0
Apr 09 16:55:19 ubuntu dstat.sh[65024]: 09-04 16:55:19| 55   7  38   0   0|1552M  676M  171M 5336M|  11k 8401B|   0  4689k|   0   303 |3757  2001 |2.19 1.15 0.59|2.0   0   0|   0     0 |           | 11   31    0   34    0
