Apr 20 14:55:00 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 20 14:55:00 ubuntu dstat.sh[65387]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 20 14:55:00 ubuntu dstat.sh[65387]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 20 14:55:00 ubuntu dstat.sh[65387]: 20-04 14:55:00|                   | 970M 1369M  165M 5121M|           |           |           |           |1.52 0.99 0.54|3.0 1.0    |           |           | 10    4    0   17    0
Apr 20 14:55:01 ubuntu dstat.sh[65387]: 20-04 14:55:01| 20  21  57   0   0| 979M 1360M  165M 5121M|  21k   11k|   0  1338k|   0  44.9 |6178  4998 |1.52 0.99 0.54|2.5 0.5 482|   0     0 |           | 10    4    0   17    0
Apr 20 14:55:02 ubuntu dstat.sh[65387]: 20-04 14:55:02| 19  23  57   0   0| 979M 1359M  166M 5122M|  43k   13k|   0  1846k|   0  53.5 |6184  5422 |1.56 1.01 0.55|2.0   0 409|   0     0 |           | 10    6    0   17    0
Apr 20 14:55:03 ubuntu dstat.sh[65387]: 20-04 14:55:03| 33  17  49   0   0| 979M 1358M  166M 5122M|  20k   12k|   0  6550k|   0   216 |5731  5262 |1.56 1.01 0.55|2.0   0 229|   0     0 |           | 10    6    0   17    0
Apr 20 14:55:04 ubuntu dstat.sh[65387]: 20-04 14:55:04| 27  13  58   0   0|1145M 1191M  166M 5244M|  43k   14k|   0  1728k|   0  54.2 |5307  6187 |1.56 1.01 0.55|2.0   0 121|   0     0 |           | 11    7    0   17    1
Apr 20 14:55:05 ubuntu dstat.sh[65387]: 20-04 14:55:05| 34  11  52   1   0|1143M 1172M  166M 5264M| 173k 9590B|   0  2591k|   0  87.8 |3954  2545 |1.56 1.01 0.55|4.0   0  93|   0     0 |           | 11    6    0   17    2
Apr 20 14:55:06 ubuntu dstat.sh[65387]: 20-04 14:55:06| 38  13  48   1   0|1189M 1102M  167M 5284M|5322B 1565B|  32k 3437k|2.00  79.9 |4379  3308 |1.56 1.01 0.55|2.0   0 143|   0     0 |           | 11    6    0   19    2
Apr 20 14:55:07 ubuntu dstat.sh[65387]: 20-04 14:55:07| 44   6  49   1   0|1250M 1018M  168M 5304M|5016B 1513B|   0  2710k|   0  49.0 |2803  1694 |1.60 1.03 0.55|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 20 14:55:08 ubuntu dstat.sh[65387]: 20-04 14:55:08| 38   6  46   8   0|1264M  983M  169M 5320M|5049B 1665B|   0    30M|   0  2069 |9963    16k|1.60 1.03 0.55|1.0 1.0  28|   0     0 |           | 11    8    0   19    2
Apr 20 14:55:09 ubuntu dstat.sh[65387]: 20-04 14:55:09| 32   7  43  16   0|1257M  959M  171M 5348M|4742B 1621B|   0    45M|   0  3883 |  15k   27k|1.60 1.03 0.55|4.0   0  54|   0     0 |           | 11    8    0   19    2
Apr 20 14:55:10 ubuntu dstat.sh[65387]: 20-04 14:55:10| 36  10  50   3   0|1206M 1021M  171M 5336M|  11k 4404B|   0    18M|   0  1114 |5579  6894 |1.60 1.03 0.55|3.0   0  75|   0     0 |           | 11    4    0   19    0
Apr 20 14:55:11 ubuntu dstat.sh[65387]: 20-04 14:55:11| 43   7  49   0   0|1252M  975M  171M 5336M|5034B 1698B|   0   987k|   0  46.0 |3158  1793 |1.60 1.03 0.55|4.0   0  35|   0     0 |           | 11    4    1   19    0
Apr 20 14:55:12 ubuntu dstat.sh[65387]: 20-04 14:55:12| 41   6  51   2   0|1239M  981M  171M 5342M|  10k 3732B|   0  7487k|   0   443 |3586  2931 |1.63 1.04 0.56|2.0   0  12|   0     0 |           | 11    4    0   19    0
Apr 20 14:55:13 ubuntu dstat.sh[65387]: 20-04 14:55:13| 39   6  52   0   0|1287M  926M  172M 5347M|  11k 4456B|   0  1541k|   0   103 |2981  1902 |1.63 1.04 0.56|3.0   0  19|   0     0 |           | 11    4    0   19    1
Apr 20 14:55:14 ubuntu dstat.sh[65387]: 20-04 14:55:14| 43  11  45   0   0|1236M  977M  172M 5347M|5700B 1733B|   0   169k|   0  5.02 |  11k   18k|1.63 1.04 0.56|3.0   0  84|   0     0 |           | 11    4    0   19    0
Apr 20 14:55:15 ubuntu dstat.sh[65387]: 20-04 14:55:15| 33  30  34   0   0|1233M  980M  172M 5347M|4828B 1498B|   0   120k|   0  9.99 |  12k   29k|1.63 1.04 0.56|3.0   0 583|   0     0 |           | 11    4    0   20    0
Apr 20 14:55:16 ubuntu dstat.sh[65387]: 20-04 14:55:16| 36  22  41   1   0|1157M 1068M  172M 5337M|5472B 1624B|   0  2770k|   0   221 |6565  8015 |1.63 1.04 0.56|2.0   0 353|   0     0 |           | 11    4    0   20    0
Apr 20 14:55:17 ubuntu dstat.sh[65387]: 20-04 14:55:17| 47  14  38   0   0|1231M  994M  172M 5337M|5055B 1457B|   0    16k|   0  3.00 |3857  2770 |1.66 1.06 0.57|2.0   0 181|   0     0 |           | 11    5    0   15    0
Apr 20 14:55:18 ubuntu dstat.sh[65387]: 20-04 14:55:18| 45   6  48   0   0|1282M  943M  172M 5338M|4367B 1399B|   0    21M|   0   501 |3094  1510 |1.66 1.06 0.57|3.0   0   0|   0     0 |           | 11    5    0   15    0
Apr 20 14:55:19 ubuntu dstat.sh[65387]: 20-04 14:55:19| 42  10  47   0   0|1291M  933M  172M 5339M|4692B 1189B|   0  2166k|   0  53.0 |3043  3211 |1.66 1.06 0.57|3.0   0   0|   0     0 |           | 11    5    0   15    0
Apr 20 14:55:20 ubuntu dstat.sh[65387]: 20-04 14:55:20| 16  10  73   0   0|1293M  929M  172M 5340M|5884B 1566B|   0   440k|   0  38.0 |3344  2923 |1.66 1.06 0.57|1.0   0 118|   0     0 |           | 11    4    0   15    0
Apr 20 14:55:21 ubuntu dstat.sh[65387]: 20-04 14:55:21| 10   4  87   0   0|1297M  926M  172M 5340M|5144B 1081B|   0   600k|   0  6.00 |1415  1419 |1.66 1.06 0.57|2.0   0  22|   0     0 |           | 11    4    0   13    0
Apr 20 14:55:22 ubuntu dstat.sh[65387]: 20-04 14:55:22| 22   3  73   0   0|1353M  869M  172M 5340M|4352B 1512B|   0    40k|   0  4.00 |1675  1370 |1.61 1.06 0.57|2.0   0   0|   0     0 |           | 11    4    0   13    0
Apr 20 14:55:23 ubuntu dstat.sh[65387]: 20-04 14:55:23| 24   2  73   0   0|1368M  854M  172M 5340M|4899B 1564B|   0     0 |   0     0 |1738  1107 |1.61 1.06 0.57|2.0   0 1.0|   0     0 |           | 11    6    0   13    0
Apr 20 14:55:24 ubuntu dstat.sh[65387]: 20-04 14:55:24| 20   6  69   2   0|1258M  964M  172M 5340M|4807B 1623B|   0    14M|   0   397 |4559  6013 |1.61 1.06 0.57|4.0   0  43|   0     0 |           | 11    4    0   15    0
Apr 20 14:55:25 ubuntu dstat.sh[65387]: 20-04 14:55:25| 22   3  74   0   0|1302M  920M  172M 5340M|4845B 1553B| 144k    0 |6.99     0 |1734  1122 |1.61 1.06 0.57|2.0   0   0|   0     0 |           | 11    4    0   15    0
Apr 20 14:55:26 ubuntu dstat.sh[65387]: 20-04 14:55:26| 19   3  76   0   0|1320M  901M  172M 5340M|8995B 5782B| 104k 2105k|25.0  89.1 |2747  2848 |1.61 1.06 0.57|2.0 1.0 7.0|   0     0 |           | 11   17    0   15    0
Apr 20 14:55:27 ubuntu dstat.sh[65387]: 20-04 14:55:27| 19   6  74   0   0|1307M  913M  172M 5341M|8814B 6057B| 164k    0 |41.0     0 |2860  2294 |1.56 1.06 0.57|2.0   0  45|   0     0 |           | 11   28    0   16    0
Apr 20 14:55:28 ubuntu dstat.sh[65387]: 20-04 14:55:28| 20   4  74   0   0|1377M  844M  172M 5341M|6274B 3158B|   0    40k|   0  1.00 |1784  1245 |1.56 1.06 0.57|2.0   0   0|   0     0 |           | 11   29    0   16    0
Apr 20 14:55:29 ubuntu dstat.sh[65387]: 20-04 14:55:29| 16   7  75   0   0|1348M  872M  172M 5341M|9266B 6775B|   0    32M|   0   225 |3189  2794 |1.56 1.06 0.57|2.0   0  95|   0     0 |           | 11   28    0   17    0
Apr 20 14:55:30 ubuntu dstat.sh[65387]: 20-04 14:55:30| 41  10  48   0   0|1420M  801M  172M 5341M|3850B  742B|   0  8173B|   0  2.00 |3142  1777 |1.56 1.06 0.57|2.0   0  61|   0     0 |           | 11   28    0   16    0
Apr 20 14:55:31 ubuntu dstat.sh[65387]: 20-04 14:55:31| 30   4  64   0   0|1429M  792M  172M 5341M|  19k   16k|   0   688k|   0  3.00 |4750  5412 |1.56 1.06 0.57|2.0   0   0|   0     0 |           | 11   30    0   16    0
Apr 20 14:55:32 ubuntu dstat.sh[65387]: 20-04 14:55:32| 44  22  34   0   0|1395M  826M  172M 5341M|9646B 5394B|   0  1358k|   0  40.0 |6446  6910 |1.75 1.11 0.59|5.0   0 440|   0     0 |           | 11   28    0   17    0
Apr 20 14:55:33 ubuntu dstat.sh[65387]: 20-04 14:55:33| 77  19   0   0   0|1601M  620M  172M 5341M|6745B 3695B|   0    12k|   0  2.99 |5056  3135 |1.75 1.11 0.59|5.0   0 140|   0     0 |           | 11   29    0   17    0
Apr 20 14:55:34 ubuntu dstat.sh[65387]: 20-04 14:55:34| 80  12   5   0   0|1741M  479M  172M 5341M|  30k   27k|   0  2811k|   0  63.1 |7302  8105 |1.75 1.11 0.59|5.0   0   0|   0     0 |           | 11   34    0   16    0
Apr 20 14:55:35 ubuntu dstat.sh[65387]: 20-04 14:55:35| 73  14  14   0   0|1483M  737M  172M 5341M|  23k   18k|   0   807k|   0  71.2 |7751    10k|1.75 1.11 0.59|3.0   0 231|   0     0 |           | 11   28    0   22    0
Apr 20 14:55:36 ubuntu dstat.sh[65387]: 20-04 14:55:36| 19   8  71   0   0|1399M  821M  172M 5341M|4897B  591B|   0   195k|   0  10.9 |2662  1919 |1.75 1.11 0.59|2.0   0  80|   0     0 |           | 11   28    0   22    0
Apr 20 14:55:37 ubuntu dstat.sh[65387]: 20-04 14:55:37| 16   3  81   1   0|1401M  819M  172M 5341M|  11k 7552B|   0   673k|   0  45.1 |2154  2275 |1.69 1.10 0.60|2.0   0   0|   0     0 |           | 11   29    0   22    0
Apr 20 14:55:38 ubuntu dstat.sh[65387]: 20-04 14:55:38| 18   7  73   0   0|1377M  843M  172M 5341M|7320B 2677B|   0   136k|   0  19.0 |3144  2809 |1.69 1.10 0.60|2.0   0  68|   0     0 |           | 11   28    0   23    0
Apr 20 14:55:39 ubuntu dstat.sh[65387]: 20-04 14:55:39| 19   4  76   0   0|1391M  830M  172M 5341M|8891B 5535B|   0    75M|   0   479 |2455  2702 |1.69 1.10 0.60|2.0   0   0|   0     0 |           | 11   29    0   23    0
Apr 20 14:55:40 ubuntu dstat.sh[65387]: 20-04 14:55:40| 15   8  75   0   0|1349M  872M  172M 5341M|8282B 4693B|   0  1795k|   0  27.1 |4168  4209 |1.69 1.10 0.60|1.0   0 183|   0     0 |           | 11   28    0   24    0
Apr 20 14:55:41 ubuntu dstat.sh[65387]: 20-04 14:55:41| 18  30  51   0   0|1378M  842M  172M 5341M|4951B 1512B|   0   240k|   0  21.0 |6362  5398 |1.69 1.10 0.60|5.0   0 751|   0     0 |           | 11   28    0   24    0
Apr 20 14:55:42 ubuntu dstat.sh[65387]: 20-04 14:55:42| 83  17   0   0   0|1584M  636M  172M 5341M|5706B 1714B|   0   652k|   0  35.0 |4937  2607 |1.96 1.17 0.62|5.0   0 105|   0     0 |           | 11   28    0   24    0
Apr 20 14:55:43 ubuntu dstat.sh[65387]: 20-04 14:55:43| 74   9  16   0   0|1661M  559M  172M 5341M|  35k   32k|   0   112k|   0  13.0 |6683  8542 |1.96 1.17 0.62|7.0   0 1.0|   0     0 |           | 11   33    0   24    0
Apr 20 14:55:44 ubuntu dstat.sh[65387]: 20-04 14:55:44| 70  15  13   0   0|1537M  683M  172M 5342M|  25k   19k|   0    10M|   0   144 |9419    13k|1.96 1.17 0.62|7.0   0 183|   0     0 |           | 11   28    0   25    0
Apr 20 14:55:45 ubuntu dstat.sh[65387]: 20-04 14:55:45| 83  17   0   0   0|1607M  612M  172M 5342M|4817B 1571B|   0   189k|   0  11.0 |5097  3120 |1.96 1.17 0.62|6.0   0 127|   0     0 |           | 11   28    0   25    0
Apr 20 14:55:46 ubuntu dstat.sh[65387]: 20-04 14:55:46| 80  10   9   0   0|1737M  482M  172M 5342M|  30k   29k|   0   738k|   0  37.9 |7098  7177 |1.96 1.17 0.62|2.0   0 1.0|   0     0 |           | 11   34    0   25    0
Apr 20 14:55:47 ubuntu dstat.sh[65387]: 20-04 14:55:47| 76  13  12   0   0|1588M  631M  172M 5342M|  42k   35k|   0   265k|   0  27.1 |  10k   16k|2.20 1.23 0.64|3.0   0 194|   0     0 |           | 11   28    0   30    0
Apr 20 14:55:48 ubuntu dstat.sh[65387]: 20-04 14:55:48| 39  12  48   0   0|1445M  774M  172M 5342M|4429B 1616B|   0   172k|   0  11.0 |3573  2229 |2.20 1.23 0.64|3.0   0 104|   0     0 |           | 11   28    0   30    0
Apr 20 14:55:49 ubuntu dstat.sh[65387]: 20-04 14:55:49| 36   4  59   0   0|1476M  743M  172M 5342M|  13k   11k|   0   328k|   0  8.01 |3250  2664 |2.20 1.23 0.64|3.0   0   0|   0     0 |           | 11   30    0   30    0
Apr 20 14:55:50 ubuntu dstat.sh[65387]: 20-04 14:55:50| 37  20  42   0   0|1410M  809M  172M 5342M|  14k   10k|   0  3058k|   0   138 |6487  7228 |2.20 1.23 0.64|4.0   0 379|   0     0 |           | 11   28    0   31    0
Apr 20 14:55:51 ubuntu dstat.sh[65387]: 20-04 14:55:51| 59   8  32   0   0|1527M  692M  172M 5342M|  10k 7542B|   0   124k|   0  7.98 |3763  1985 |2.20 1.23 0.64|1.0   0   0|   0     0 |           | 11   30    1   31    0
Apr 20 14:55:52 ubuntu dstat.sh[65387]: 20-04 14:55:52| 51   6  43   0   0|1517M  702M  172M 5342M|  27k   23k|   0   883k|   0  67.2 |7191  9794 |2.10 1.23 0.64|3.0   0 2.0|   0     0 |           | 11   28    0   32    0
Apr 20 14:55:53 ubuntu dstat.sh[65387]: 20-04 14:55:53| 74  22   4   0   0|1511M  708M  172M 5342M|4648B 1575B|   0    12k|   0  2.99 |5248  2972 |2.10 1.23 0.64|5.0   0 256|   0     0 |           | 11   28    0   32    0
Apr 20 14:55:54 ubuntu dstat.sh[65387]: 20-04 14:55:54| 63   8  28   0   0|1580M  638M  172M 5343M|  30k   28k|   0  6080k|   0   385 |6516  7671 |2.10 1.23 0.64|4.0   0   0|   0     0 |           | 11   32    0   28    0
Apr 20 14:55:55 ubuntu dstat.sh[65387]: 20-04 14:55:55| 58  18  22   0   0|1497M  722M  172M 5343M|  20k   14k|   0  1829k|   0   157 |7395  9160 |2.10 1.23 0.64|4.0   0 323|   0     0 |           | 11   28    0   31    0
Apr 20 14:55:56 ubuntu dstat.sh[65387]: 20-04 14:55:56| 54   7  39   0   0|1544M  675M  172M 5343M|  15k   12k|   0   329k|   0  10.0 |3916  2539 |2.10 1.23 0.64|4.0   0   0|   0     0 |           | 11   31    0   31    0
Apr 20 14:55:57 ubuntu dstat.sh[65387]: 20-04 14:55:57| 53   7  39   0   0|1540M  678M  173M 5343M|  24k   20k|   0  3616k|   0   200 |7787    10k|2.10 1.24 0.65|3.0   0  70|   0     0 |           | 11   28    0   33    0
