Jun 15 13:34:41 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 15 13:34:41 ubuntu dstat.sh[65118]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 15 13:34:41 ubuntu dstat.sh[65118]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 15 13:34:41 ubuntu dstat.sh[65118]: 15-06 13:34:41|                   |1034M 1316M  165M 5109M|           |           |           |           |1.24 0.86 0.49|3.0   0    |           |           | 10    4    0   17    0
Jun 15 13:34:42 ubuntu dstat.sh[65118]: 15-06 13:34:42| 22  21  55   0   0|1034M 1316M  165M 5109M|  21k   11k|   0  4050k|   0   241 |6938  6039 |1.24 0.86 0.49|2.0   0 571|   0     0 |           | 10    4    0   17    0
Jun 15 13:34:43 ubuntu dstat.sh[65118]: 15-06 13:34:43| 22  18  58   0   0| 980M 1368M  165M 5110M|  42k   13k|   0  1786k|   0   154 |6740  6184 |1.24 0.86 0.49|3.0   0 458|   0     0 |           | 10    6    0   17    0
Jun 15 13:34:44 ubuntu dstat.sh[65118]: 15-06 13:34:44| 31  16  52   0   0|1069M 1279M  166M 5190M|  40k   15k|   0  1906k|   0  56.8 |6740  7860 |1.24 0.86 0.49|2.0   0 225|   0     0 |           | 11    6    0   17    0
Jun 15 13:34:45 ubuntu dstat.sh[65118]: 15-06 13:34:45| 18   4  77   1   0|1115M 1232M  166M 5233M|  27k   14k|   0  1921k|   0  59.3 |2246  2016 |1.24 0.86 0.49|2.0   0  46|   0     0 |           | 11    8    0   17    0
Jun 15 13:34:46 ubuntu dstat.sh[65118]: 15-06 13:34:46| 36  11  52   0   0|1119M 1203M  166M 5256M| 172k 9797B|   0  1883k|   0  63.0 |4096  2669 |1.31 0.88 0.50|3.0   0 124|   0     0 |           | 11    6    0   17    2
Jun 15 13:34:47 ubuntu dstat.sh[65118]: 15-06 13:34:47| 41   9  48   1   0|1162M 1141M  167M 5272M|4496B 1517B|  32k 3826k|1.99  89.6 |3985  3094 |1.31 0.88 0.50|3.0   0 112|   0     0 |           | 11    6    0   19    2
Jun 15 13:34:48 ubuntu dstat.sh[65118]: 15-06 13:34:48| 46   5  49   0   0|1203M 1077M  167M 5292M|4046B 1461B|   0  2116k|   0  38.1 |2997  1816 |1.31 0.88 0.50|4.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 15 13:34:49 ubuntu dstat.sh[65118]: 15-06 13:34:49| 37   6  47   8   0|1219M 1036M  169M 5312M|4353B 1463B|   0    29M|   0  2066 |  11k   19k|1.31 0.88 0.50|1.0 1.0  37|   0     0 |           | 11    8    0   19    2
Jun 15 13:34:50 ubuntu dstat.sh[65118]: 15-06 13:34:50| 37   7  43  11   0|1153M 1069M  171M 5340M|4796B 1618B|   0    63M|   0  4316 |  15k   27k|1.31 0.88 0.50|2.0   0  50|   0     0 |           | 11    6    0   19    2
