Apr 15 16:00:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 15 16:00:51 ubuntu dstat.sh[65470]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 15 16:00:51 ubuntu dstat.sh[65470]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 15 16:00:51 ubuntu dstat.sh[65470]: 15-04 16:00:51|                   | 989M 1359M  163M 5115M|           |           |           |           |1.17 0.90 0.51|2.0   0    |           |           | 10    3    1   18    0
Apr 15 16:00:52 ubuntu dstat.sh[65470]: 15-04 16:00:52|  7  21  70   0   0| 991M 1357M  163M 5115M|4456B 1457B|   0  2543k|   0   202 |6113  4680 |1.17 0.90 0.51|1.5   0 397|   0     0 |           | 10    3    1   18    0
Apr 15 16:00:53 ubuntu dstat.sh[65470]: 15-04 16:00:53|  8  22  68   0   0| 968M 1380M  163M 5115M|5152B 1618B|   0   208k|   0   109 |5770  4190 |1.17 0.90 0.51|1.0   0 362|   0     0 |           | 10    3    1   18    0
Apr 15 16:00:54 ubuntu dstat.sh[65470]: 15-04 16:00:54| 13  19  66   0   0| 964M 1384M  163M 5115M|4498B 1619B|   0  3295k|   0  22.0 |5446  4864 |1.17 0.90 0.51|2.0   0 258|   0     0 |           | 10    3    1   18    0
Apr 15 16:00:55 ubuntu dstat.sh[65470]: 15-04 16:00:55| 18  15  66   0   0|1072M 1275M  163M 5238M|4680B 1620B|   0  4096B|   0  1.00 |5420  6590 |1.16 0.90 0.51|  0   0 149|   0     0 |           | 11    3    1   18    0
Apr 15 16:00:56 ubuntu dstat.sh[65470]: 15-04 16:00:56|  6   8  85   0   0|1075M 1273M  163M 5238M|4955B 1458B|   0  4096B|   0  1.00 |2336  1982 |1.16 0.90 0.51|1.0   0  76|   0     0 |           | 11    5    1   18    0
Apr 15 16:00:57 ubuntu dstat.sh[65470]: 15-04 16:00:57| 14  12  72   0   0|1077M 1271M  163M 5238M|4579B 1623B|   0    36k|   0  9.02 |3641  2373 |1.16 0.90 0.51|1.0   0 133|   0     0 |           | 11    5    1   18    0
Apr 15 16:00:58 ubuntu dstat.sh[65470]: 15-04 16:00:58| 18   9  72   0   0|1105M 1242M  163M 5238M|4275B 1457B|  32k  572k|2.00  22.0 |2934  2296 |1.16 0.90 0.51|1.0   0  72|   0     0 |           | 11    5    1   20    0
Apr 15 16:00:59 ubuntu dstat.sh[65470]: 15-04 16:00:59| 23   3  73   0   0|1144M 1201M  163M 5239M|4674B 1618B|   0  7126k|   0   414 |1994  1264 |1.16 0.90 0.51|1.0   0   0|   0     0 |           | 11    5    1   20    0
Apr 15 16:01:00 ubuntu dstat.sh[65470]: 15-04 16:01:00| 15   5  70   7   0|1160M 1182M  164M 5243M|4455B 1457B|   0    14M|   0  1058 |6517    11k|1.14 0.91 0.51|  0 1.0  10|   0     0 |           | 11    7    1   20    0
Apr 15 16:01:01 ubuntu dstat.sh[65470]: 15-04 16:01:01| 11   6  66  14   0|1167M 1168M  165M 5248M|5127B 1623B|   0    28M|   0  2571 |  12k   23k|1.14 0.91 0.51|  0 2.0  45|   0     0 |           | 11    7    1   20    0
