Apr 02 08:17:17 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 02 08:17:17 ubuntu dstat.sh[65085]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 02 08:17:17 ubuntu dstat.sh[65085]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 02 08:17:17 ubuntu dstat.sh[65085]: 02-04 08:17:17|                   | 993M 1359M  163M 5111M|           |           |           |           |1.08 0.85 0.47|2.0   0    |           |           | 10    4    0   18    1
Apr 02 08:17:18 ubuntu dstat.sh[65085]: 02-04 08:17:18| 18  21  58   0   0|1003M 1349M  163M 5111M|  20k   10k|   0  1267k|   0  40.0 |5397  3878 |1.16 0.87 0.47|2.0   0 351|   0     0 |           | 10    4    0   18    1
Apr 02 08:17:19 ubuntu dstat.sh[65085]: 02-04 08:17:19| 13  22  63   0   0| 974M 1377M  164M 5111M|  35k   10k|   0  4537k|   0  48.0 |5354  3790 |1.24 0.89 0.48|1.0   0 334|   0     0 |           | 10    5    0   18    1
Apr 02 08:17:20 ubuntu dstat.sh[65085]: 02-04 08:17:20| 26  20  53   1   0| 990M 1360M  164M 5111M|  19k 9986B|   0  1356k|   0  42.0 |5467  5665 |1.24 0.89 0.48|2.0   0 317|   0     0 |           | 10    5    0   18    1
Apr 02 08:17:21 ubuntu dstat.sh[65085]: 02-04 08:17:21| 27  14  56   0   0|1106M 1244M  164M 5234M|  39k   12k|   0  1423k|   0  47.0 |6053  8506 |1.24 0.89 0.48|2.0   0 157|   0     0 |           | 11    7    0   18    1
Apr 02 08:17:22 ubuntu dstat.sh[65085]: 02-04 08:17:22| 30  12  57   0   0|1141M 1208M  164M 5234M|  21k   12k|   0  3525k|   0   238 |3788  2420 |1.24 0.89 0.48|2.0   0 114|   0     0 |           | 11    6    0   18    2
Apr 02 08:17:23 ubuntu dstat.sh[65085]: 02-04 08:17:23| 33  14  51   1   0|1171M 1154M  164M 5256M| 168k 8103B|  32k 3707k|2.00   119 |4630  3681 |1.14 0.87 0.48|2.0   0 172|   0     0 |           | 11    6    0   20    2
Apr 02 08:17:24 ubuntu dstat.sh[65085]: 02-04 08:17:24| 44   6  49   0   0|1234M 1067M  165M 5276M|4648B 1511B|   0  2918k|   0  39.0 |2974  1803 |1.14 0.87 0.48|2.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 02 08:17:25 ubuntu dstat.sh[65085]: 02-04 08:17:25| 39   5  47   7   0|1252M 1021M  167M 5299M|4751B 1624B|   0    28M|   0  1890 |9880    16k|1.14 0.87 0.48|2.0   0  28|   0     0 |           | 11    8    0   20    2
Apr 02 08:17:26 ubuntu dstat.sh[65085]: 02-04 08:17:26| 38   7  45   9   0|1263M  990M  168M 5317M|4259B 1564B|   0    56M|   0  3788 |  15k   28k|1.14 0.87 0.48|3.0   0  54|   0     0 |           | 11    6    0   20    2
Apr 02 08:17:27 ubuntu dstat.sh[65085]: 02-04 08:17:27| 41   8  49   1   0|1232M  991M  170M 5342M|4739B 1512B|   0  3945k|   0   259 |3665  2821 |1.14 0.87 0.48|3.0   0  75|   0     0 |           | 11    6    0   20    2
Apr 02 08:17:28 ubuntu dstat.sh[65085]: 02-04 08:17:28| 41   5  53   1   0|1267M  971M  170M 5327M|  10k 4358B|   0  8274k|   0   514 |3444  3586 |1.13 0.88 0.48|4.0   0 2.0|   0     0 |           | 11    4    0   20    0
Apr 02 08:17:29 ubuntu dstat.sh[65085]: 02-04 08:17:29| 39   7  53   0   0|1251M  982M  170M 5332M|9919B 3688B|   0   564k|   0  40.0 |3045  1771 |1.13 0.88 0.48|4.0   0  43|   0     0 |           | 11    5    0   20    0
Apr 02 08:17:30 ubuntu dstat.sh[65085]: 02-04 08:17:30| 44   5  50   0   0|1260M  972M  170M 5333M|5405B 2708B|   0   900k|   0  39.0 |2979  1562 |1.13 0.88 0.48|3.0   0  19|   0     0 |           | 11    5    0   20    0
Apr 02 08:17:31 ubuntu dstat.sh[65085]: 02-04 08:17:31| 30  21  47   1   0|1214M 1011M  170M 5338M|9409B 2083B|   0  1449k|   0  83.1 |  14k   22k|1.13 0.88 0.48|3.0   0 491|   0     0 |           | 11    4    0   20    0
Apr 02 08:17:32 ubuntu dstat.sh[65085]: 02-04 08:17:32| 34  24  40   0   0|1181M 1043M  170M 5339M|4390B 1188B|   0   108k|   0  7.00 |  14k   23k|1.13 0.88 0.48|3.0   0 348|   0     0 |           | 11    4    0   20    0
Apr 02 08:17:33 ubuntu dstat.sh[65085]: 02-04 08:17:33| 55  16  27   0   0|1172M 1064M  170M 5328M|4983B 1404B|   0  2436k|   0   121 |4574  3657 |1.20 0.89 0.49|4.0   0 176|   0     0 |           | 11    5    0   20    0
Apr 02 08:17:34 ubuntu dstat.sh[65085]: 02-04 08:17:34| 67   9  23   0   0|1231M 1005M  170M 5328M|4986B 1454B|   0    14M|   0  69.8 |4563    14k|1.20 0.89 0.49|3.0   0 102|   0     0 |           | 11    5    0   20    0
