May 18 14:01:48 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 18 14:01:48 ubuntu dstat.sh[65375]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 18 14:01:48 ubuntu dstat.sh[65375]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 18 14:01:48 ubuntu dstat.sh[65375]: 18-05 14:01:48|                   |1026M 1297M  165M 5137M|           |           |           |           |1.50 0.88 0.47|1.0   0    |           |           | 10    4    1   18    0
May 18 14:01:49 ubuntu dstat.sh[65375]: 18-05 14:01:49|  9  20  69   0   0|1023M 1300M  165M 5137M|6486B  926B|   0  1091k|   0  51.9 |5955  4861 |1.50 0.88 0.47|1.0   0 439|   0     0 |           | 10    4    1   18    0
May 18 14:01:50 ubuntu dstat.sh[65375]: 18-05 14:01:50| 23  19  56   0   0| 980M 1341M  165M 5138M|  18k 4371B|   0   723k|   0  42.4 |5970  5520 |1.50 0.88 0.47|3.0   0 419|   0     0 |           | 10    5    1   18    0
May 18 14:01:51 ubuntu dstat.sh[65375]: 18-05 14:01:51| 27  16  56   0   0| 987M 1334M  165M 5138M|  34k 8522B|   0  1146k|   0  36.9 |5993  7502 |1.50 0.88 0.47|3.0   0 290|   0     0 |           | 10    6    1   18    0
May 18 14:01:52 ubuntu dstat.sh[65375]: 18-05 14:01:52| 25   9  65   1   0|1103M 1217M  166M 5260M|  26k   14k|   0  1947k|   0  60.1 |3970  4075 |1.50 0.88 0.47|4.0   0  97|   0     0 |           | 11    8    1   17    0
May 18 14:01:53 ubuntu dstat.sh[65375]: 18-05 14:01:53| 30  10  59   1   0|1106M 1213M  166M 5260M|  41k   13k|   0  2762k|   0  75.2 |4347  3405 |1.54 0.90 0.48|2.0   0 199|   0     0 |           | 11    7    1   19    1
May 18 14:01:54 ubuntu dstat.sh[65375]: 18-05 14:01:54| 36   5  59   0   0|1174M 1136M  166M 5270M| 140k   13k|  32k 3544k|2.00  66.8 |2785  1881 |1.54 0.90 0.48|3.0   0   0|   0     0 |           | 11    7    1   19    1
May 18 14:01:55 ubuntu dstat.sh[65375]: 18-05 14:01:55| 44   6  49   1   0|1207M 1079M  167M 5289M|  47k 1671B|   0  3984k|   0   121 |3331  2411 |1.54 0.90 0.48|3.0 1.0 2.0|   0     0 |           | 11    8    1   19    2
May 18 14:01:56 ubuntu dstat.sh[65375]: 18-05 14:01:56| 35   7  45  11   0|1222M 1036M  169M 5313M|2895B    0 |   0    70M|   0  4885 |  17k   36k|1.54 0.90 0.48|2.0   0  66|   0     0 |           | 11    8    1   19    2
May 18 14:01:57 ubuntu dstat.sh[65375]: 18-05 14:01:57| 40   8  47   3   0|1197M 1036M  170M 5334M|3057B    0 |   0    15M|   0  1170 |6572  9237 |1.54 0.90 0.48|3.0   0  90|   0     0 |           | 11    6    1   19    2
May 18 14:01:58 ubuntu dstat.sh[65375]: 18-05 14:01:58| 44   6  48   1   0|1244M  960M  171M 5360M|3116B    0 |   0  6936k|   0   270 |3357  2418 |1.58 0.92 0.49|3.0   0   0|   0     0 |           | 11    6    1   19    2
May 18 14:01:59 ubuntu dstat.sh[65375]: 18-05 14:01:59| 45   5  48   2   0|1229M  979M  172M 5353M|3859B  479B|   0  9495k|   0   600 |4061  3856 |1.58 0.92 0.49|3.0   0  12|   0     0 |           | 11    4    1   19    0
May 18 14:02:00 ubuntu dstat.sh[65375]: 18-05 14:02:00| 40   7  52   0   0|1275M  933M  172M 5353M|7961B 2109B|   0   696k|   0  41.0 |2867  1703 |1.58 0.92 0.49|6.0   0  34|   0     0 |           | 11    5    1   19    0
May 18 14:02:01 ubuntu dstat.sh[65375]: 18-05 14:02:01| 41  10  49   0   0|1241M  961M  172M 5359M|3316B  316B|   0   973k|   0  40.2 |4067  2830 |1.58 0.92 0.49|4.0   0 181|   0     0 |           | 11    4    1   19    0
May 18 14:02:02 ubuntu dstat.sh[65375]: 18-05 14:02:02| 28  22  48   0   0|1209M  986M  172M 5364M|9755B 3041B|   0  1536k|   0  84.8 |  11k   16k|1.58 0.92 0.49| 11   0 544|   0     0 |           | 11    4    1   19    0
May 18 14:02:03 ubuntu dstat.sh[65375]: 18-05 14:02:03| 52  18  29   0   0|1241M  953M  172M 5365M|3059B    0 |   0   160k|   0  4.00 |  14k   24k|1.69 0.96 0.50|4.0   0 246|   0     0 |           | 11    5    1   19    0
May 18 14:02:04 ubuntu dstat.sh[65375]: 18-05 14:02:04| 66  10  24   0   0|1257M  949M  172M 5354M|3349B    0 |   0  5103k|   0   377 |4078  1896 |1.69 0.96 0.50|4.0   0  15|   0     0 |           | 11    5    1   19    0
May 18 14:02:05 ubuntu dstat.sh[65375]: 18-05 14:02:05| 63  11  26   0   0|1268M  938M  172M 5355M|2894B   42B|   0   841k|   0  74.1 |4071  2119 |1.69 0.96 0.50|3.0   0  75|   0     0 |           | 11    5    1   19    0
May 18 14:02:06 ubuntu dstat.sh[65375]: 18-05 14:02:06| 21   8  70   0   0|1287M  917M  172M 5357M|3444B    0 |   0   701k|   0  62.1 |3364  4357 |1.69 0.96 0.50|1.0   0 118|   0     0 |           | 11    4    1   19    0
May 18 14:02:07 ubuntu dstat.sh[65375]: 18-05 14:02:07| 20   4  75   1   0|1316M  888M  172M 5357M|2895B    0 |   0  2496k|   0   129 |2309  2259 |1.69 0.96 0.50|1.0   0  22|   0     0 |           | 11    4    1   19    0
May 18 14:02:08 ubuntu dstat.sh[65375]: 18-05 14:02:08| 24   3  73   0   0|1345M  859M  172M 5357M|2642B    0 |   0    14M|   0  99.1 |1932  1408 |1.64 0.96 0.51|1.0   0   0|   0     0 |           | 11    4    1   19    0
May 18 14:02:09 ubuntu dstat.sh[65375]: 18-05 14:02:09| 22   3  72   1   0|1346M  858M  172M 5357M|2710B    0 |   0  4975k|   0   518 |3919  5317 |1.64 0.96 0.51|2.0   0  16|   0     0 |           | 11    4    1   21    0
May 18 14:02:10 ubuntu dstat.sh[65375]: 18-05 14:02:10| 24   5  70   0   0|1399M  805M  173M 5358M|2395B    0 | 144k    0 |6.98     0 |2203  3609 |1.64 0.96 0.51|4.0   0  62|   0     0 |           | 11    4    1   21    0
May 18 14:02:11 ubuntu dstat.sh[65375]: 18-05 14:02:11| 22   4  74   0   0|1385M  818M  173M 5357M|6584B 4064B|   0  1478k|   0  87.7 |2963    11k|1.64 0.96 0.51|2.0   0 3.0|   0     0 |           | 11   17    1   22    0
May 18 14:02:12 ubuntu dstat.sh[65375]: 18-05 14:02:12| 19   5  75   1   0|1365M  838M  173M 5358M|7029B 4510B| 270k 1607k|66.5  68.5 |2694  2448 |1.64 0.96 0.51|2.0   0  45|   0     0 |           | 11   28    1   22    0
May 18 14:02:13 ubuntu dstat.sh[65375]: 18-05 14:02:13| 19   2  78   0   0|1361M  842M  173M 5358M|5458B 2377B|   0    60k|   0  6.98 |1727  1400 |1.59 0.96 0.51|2.0   0   0|   0     0 |           | 11   29    1   22    0
May 18 14:02:14 ubuntu dstat.sh[65375]: 18-05 14:02:14| 21  11  68   0   0|1354M  849M  173M 5358M|8384B 4457B|   0    17M|   0   458 |3858  2994 |1.59 0.96 0.51|3.0   0 156|   0     0 |           | 11   28    1   23    0
May 18 14:02:15 ubuntu dstat.sh[65375]: 18-05 14:02:15| 39   5  56   0   0|1443M  760M  173M 5358M|7118B 4326B|   0    68k|   0  4.01 |2602  1384 |1.59 0.96 0.51|2.0   0   0|   0     0 |           | 11   30    1   23    0
May 18 14:02:16 ubuntu dstat.sh[65375]: 18-05 14:02:16| 38   4  57   0   0|1418M  784M  173M 5358M|  19k   14k|   0   261k|   0  27.1 |6692  8711 |1.59 0.96 0.51|4.0   0  10|   0     0 |           | 11   28    1   18    0
May 18 14:02:17 ubuntu dstat.sh[65375]: 18-05 14:02:17| 69  26   5   0   0|1510M  693M  173M 5358M|3727B  140B|   0  2309k|   0  26.0 |5693  4791 |1.59 0.96 0.51|6.0   0 568|   0     0 |           | 11   28    1   18    0
May 18 14:02:18 ubuntu dstat.sh[65375]: 18-05 14:02:18| 86  11   2   0   0|1698M  504M  173M 5358M|  20k   17k|   0  4087B|   0  1.00 |5625  4167 |1.94 1.04 0.54|7.0   0   0|   0     0 |           | 11   33    1   18    0
May 18 14:02:19 ubuntu dstat.sh[65375]: 18-05 14:02:19| 80  11   9   0   0|1563M  640M  173M 5358M|  32k   27k|   0    33M|   0   254 |9810    15k|1.94 1.04 0.54|5.0   0 151|   0     0 |           | 11   28    1   24    0
May 18 14:02:20 ubuntu dstat.sh[65375]: 18-05 14:02:20| 26   9  64   0   0|1541M  662M  173M 5358M|2988B    0 |   0  3008k|   0  94.6 |2929  2481 |1.94 1.04 0.54|2.0   0 159|   0     0 |           | 11   28    1   24    0
May 18 14:02:21 ubuntu dstat.sh[65375]: 18-05 14:02:21| 15   2  81   1   0|1505M  697M  173M 5358M|9159B 6220B|   0  3483k|   0   197 |2784  3621 |1.94 1.04 0.54|2.0   0   0|   0     0 |           | 11   29    1   24    0
