Jun 08 10:41:10 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 08 10:41:10 ubuntu dstat.sh[64867]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 08 10:41:10 ubuntu dstat.sh[64867]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 08 10:41:10 ubuntu dstat.sh[64867]: 08-06 10:41:10|                   | 985M 1349M  162M 5131M|           |           |           |           |1.11 0.83 0.49|4.0   0    |           |           | 10    2    0   17    0
Jun 08 10:41:11 ubuntu dstat.sh[64867]: 08-06 10:41:11| 52  25  21   0   0| 995M 1330M  163M 5138M|4890B 1458B|   0  2016k|   0  82.0 |6623  5245 |1.11 0.83 0.49|4.5   0 566|   0     0 |           | 10    2    0   17    0
Jun 08 10:41:12 ubuntu dstat.sh[64867]: 08-06 10:41:12| 32  21  46   0   0|1000M 1314M  163M 5147M| 240k   12k|   0  3783k|   0  57.5 |6312  5540 |1.26 0.86 0.50|2.0   0 453|   0     0 |           | 10    3    0   17    0
Jun 08 10:41:13 ubuntu dstat.sh[64867]: 08-06 10:41:13| 41  18  40   0   0| 990M 1323M  163M 5147M|9103B 3606B|   0   195k|   0  8.98 |6604  6936 |1.26 0.86 0.50|2.0   0 255|   0     0 |           | 10    4    0   17    0
Jun 08 10:41:14 ubuntu dstat.sh[64867]: 08-06 10:41:14| 28  11  59   1   0|1094M 1219M  163M 5269M|  26k 8919B|   0   741k|   0  23.0 |4315  3846 |1.26 0.86 0.50|2.0   0 105|   0     0 |           | 11    7    0   17    0
Jun 08 10:41:15 ubuntu dstat.sh[64867]: 08-06 10:41:15| 27  13  59   0   0|1105M 1207M  164M 5269M|  43k   15k|   0  1793k|   0  62.0 |4036  2766 |1.26 0.86 0.50|2.0   0 151|   0     0 |           | 11    8    0   17    0
Jun 08 10:41:16 ubuntu dstat.sh[64867]: 08-06 10:41:16| 31   9  58   1   0|1128M 1184M  164M 5270M|  18k   10k|  32k 3809k|2.00   121 |3447  2463 |1.26 0.86 0.50|1.0   0  56|   0     0 |           | 11    8    0   19    0
Jun 08 10:41:17 ubuntu dstat.sh[64867]: 08-06 10:41:17| 29   4  65   1   0|1170M 1140M  164M 5271M|  31k 9577B|   0    10M|   0   487 |2454  1620 |1.40 0.90 0.52|1.0   0   0|   0     0 |           | 11    8    0   19    0
Jun 08 10:41:18 ubuntu dstat.sh[64867]: 08-06 10:41:18| 31   6  53   8   0|1190M 1114M  165M 5276M|  30k   14k|   0    23M|   0  1696 |8833    14k|1.40 0.90 0.52|2.0   0  16|   0     0 |           | 11    9    0   19    1
Jun 08 10:41:19 ubuntu dstat.sh[64867]: 08-06 10:41:19| 30   8  46  13   0|1199M 1075M  166M 5303M| 172k 9088B|   0    48M|   0  3598 |  16k   29k|1.40 0.90 0.52|1.0 2.0  67|   0     0 |           | 11    8    0   19    2
Jun 08 10:41:20 ubuntu dstat.sh[64867]: 08-06 10:41:20| 42   9  46   2   0|1173M 1084M  167M 5316M|5287B 1569B|   0    13M|   0   615 |4941  5692 |1.40 0.90 0.52|3.0   0  75|   0     0 |           | 11    6    0   19    2
Jun 08 10:41:21 ubuntu dstat.sh[64867]: 08-06 10:41:21| 44   6  48   0   0|1210M 1031M  168M 5330M|5324B 1619B|   0  1615k|   0  52.0 |2979  1703 |1.40 0.90 0.52|2.0   0 1.0|   0     0 |           | 11    6    0   19    2
Jun 08 10:41:22 ubuntu dstat.sh[64867]: 08-06 10:41:22| 49   8  41   2   0|1217M  998M  169M 5353M|6189B 1664B|   0  9478k|   0   461 |4717    16k|1.53 0.93 0.53|3.0   0  46|   0     0 |           | 11    6    0   20    2
Jun 08 10:41:23 ubuntu dstat.sh[64867]: 08-06 10:41:23| 42   6  49   1   0|1260M  927M  170M 5377M|5068B 1511B|   0  2322k|   0  75.9 |2892  2081 |1.53 0.93 0.53|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 08 10:41:24 ubuntu dstat.sh[64867]: 08-06 10:41:24| 46   4  48   1   0|1180M 1011M  170M 5371M|4761B 1664B|   0  1995k|   0  71.8 |3128  1891 |1.53 0.93 0.53|3.0   0 1.0|   0     0 |           | 11    4    0   19    0
Jun 08 10:41:25 ubuntu dstat.sh[64867]: 08-06 10:41:25| 29  23  47   0   0|1160M 1031M  170M 5371M|4390B 2433B|   0    60k|   0  8.02 |5918  4337 |1.53 0.93 0.53|1.0   0 398|   0     0 |           | 11    5    0   19    0
Jun 08 10:41:26 ubuntu dstat.sh[64867]: 08-06 10:41:26| 27  24  47   0   0|1155M 1029M  171M 5377M|  11k 3586B|   0  1753k|   0  26.0 |6633  5931 |1.53 0.93 0.53| 13   0 371|   0     0 |           | 11    4    0   19    0
Jun 08 10:41:27 ubuntu dstat.sh[64867]: 08-06 10:41:27| 49  20  30   0   0|1182M  999M  171M 5379M|4879B 1458B|   0    11M|   0   168 |  13k   21k|1.57 0.95 0.54|3.0   0 212|   0     0 |           | 11    5    0   13    0
Jun 08 10:41:28 ubuntu dstat.sh[64867]: 08-06 10:41:28| 64  13  21   0   0|1274M  908M  171M 5379M|5237B 1622B|   0    92k|   0  2.00 |  12k   18k|1.57 0.95 0.54|3.0   0  20|   0     0 |           | 11    5    0   13    0
Jun 08 10:41:29 ubuntu dstat.sh[64867]: 08-06 10:41:29| 64  12  24   0   0|1269M  921M  171M 5372M|4350B 1294B|   0  3451k|   0  54.9 |3949  2049 |1.57 0.95 0.54|3.0   0  10|   0     0 |           | 11    5    0   13    0
Jun 08 10:41:30 ubuntu dstat.sh[64867]: 08-06 10:41:30| 44  15  40   0   0|1281M  906M  171M 5374M|4529B 1286B|   0  4319k|   0   158 |5236  5448 |1.57 0.95 0.54|  0   0 186|   0     0 |           | 11    4    0   14    0
