Jun 18 22:27:38 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 18 22:27:38 ubuntu dstat.sh[65319]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 18 22:27:38 ubuntu dstat.sh[65319]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 18 22:27:38 ubuntu dstat.sh[65319]: 18-06 22:27:38|                   | 986M 1372M  165M 5102M|           |           |           |           |1.29 0.90 0.49|2.0   0    |           |           | 10    4    1   18    0
Jun 18 22:27:39 ubuntu dstat.sh[65319]: 18-06 22:27:39|  9  21  68   0   0| 989M 1369M  165M 5102M|8524B 3210B|   0   235k|   0  16.0 |6066  4752 |1.29 0.90 0.49|2.0   0 426|   0     0 |           | 10    4    1   18    0
Jun 18 22:27:40 ubuntu dstat.sh[65319]: 18-06 22:27:40| 26  20  53   0   0|1008M 1349M  165M 5102M|  22k 8230B|   0  1451k|   0  62.4 |6111  5516 |1.29 0.90 0.49|2.0   0 418|   0     0 |           | 10    5    1   17    0
Jun 18 22:27:41 ubuntu dstat.sh[65319]: 18-06 22:27:41| 23  17  59   1   0| 996M 1361M  165M 5103M|  36k   10k|   0  2317k|   0  54.1 |6142  7609 |1.27 0.90 0.49|2.0   0 293|   0     0 |           | 10    6    1   17    0
Jun 18 22:27:42 ubuntu dstat.sh[65319]: 18-06 22:27:42| 27  12  61   0   0|1126M 1230M  165M 5225M|  23k   13k|   0  1713k|   0  50.8 |4451  4007 |1.27 0.90 0.49|2.0   0 100|   0     0 |           | 11    8    1   17    0
Jun 18 22:27:43 ubuntu dstat.sh[65319]: 18-06 22:27:43| 26  12  60   1   0|1129M 1227M  165M 5225M|  43k   15k|   0  2055k|   0  80.3 |4447  3359 |1.27 0.90 0.49|1.0   0 196|   0     0 |           | 11    7    1   19    1
Jun 18 22:27:44 ubuntu dstat.sh[65319]: 18-06 22:27:44| 35   5  59   1   0|1187M 1161M  166M 5233M|  93k   13k|  32k 2884k|1.99  54.7 |2694  1726 |1.27 0.90 0.49|3.0   0   0|   0     0 |           | 11    7    1   19    1
Jun 18 22:27:45 ubuntu dstat.sh[65319]: 18-06 22:27:45| 43   5  50   1   0|1217M 1110M  166M 5252M|  97k 3618B|   0  4564k|   0   146 |3148  2013 |1.27 0.90 0.49|3.0   0 1.0|   0     0 |           | 11    6    1   19    2
Jun 18 22:27:46 ubuntu dstat.sh[65319]: 18-06 22:27:46| 37   7  45   9   0|1244M 1051M  168M 5278M|5764B 1616B|   0    52M|   0  3577 |  12k   22k|1.41 0.93 0.51|5.0   0  55|   0     0 |           | 11    8    1   19    2
Jun 18 22:27:47 ubuntu dstat.sh[65319]: 18-06 22:27:47| 39   8  44   7   0|1165M 1106M  169M 5299M|5181B 1459B|   0    42M|   0  2770 |  12k   21k|1.41 0.93 0.51|3.0   0 108|   0     0 |           | 11    6    1   19    2
