Mar 17 10:41:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 17 10:42:00 ubuntu dstat.sh[60028]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 17 10:42:00 ubuntu dstat.sh[60028]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 17 10:42:00 ubuntu dstat.sh[60028]: 17-03 10:42:00|                   | 935M 1637M  159M 4905M|           |           |           |           |1.61 0.95 0.51|1.0   0    |           |           | 10    3    0   17    1
Mar 17 10:42:01 ubuntu dstat.sh[60028]: 17-03 10:42:01|  8  21  70   0   0| 940M 1633M  159M 4905M|3014B    0 |   0  1139k|   0  24.0 |5472  3887 |1.61 0.95 0.51|1.0   0 363|   0     0 |           | 10    3    0   17    1
Mar 17 10:42:02 ubuntu dstat.sh[60028]: 17-03 10:42:02|  8  21  69   0   0| 928M 1645M  159M 4905M|2396B    0 |   0    16k|   0  14.0 |5252  3607 |1.61 0.95 0.51|2.0   0 327|   0     0 |           | 10    3    0   17    1
Mar 17 10:42:03 ubuntu dstat.sh[60028]: 17-03 10:42:03| 12  19  67   0   0| 918M 1655M  159M 4905M|2946B    0 |   0    40k|   0  7.01 |5033  4420 |1.56 0.95 0.51|2.0   0 248|   0     0 |           | 10    3    0   17    1
Mar 17 10:42:04 ubuntu dstat.sh[60028]: 17-03 10:42:04| 16  18  64   0   0| 915M 1658M  159M 4905M|2339B    0 |   0    12k|   0  3.00 |5657  6428 |1.56 0.95 0.51|1.0   0 231|   0     0 |           | 10    3    0   17    1
Mar 17 10:42:05 ubuntu dstat.sh[60028]: 17-03 10:42:05|  9  10  80   0   0|1055M 1517M  159M 5027M|2343B    0 |  16k 4102B|1.00  1.00 |3492  3607 |1.56 0.95 0.51|3.0   0  95|   0     0 |           | 11    5    0   17    1
Mar 17 10:42:06 ubuntu dstat.sh[60028]: 17-03 10:42:06| 15  12  71   0   0|1060M 1512M  159M 5027M|6259B  971B|   0  3584k|   0  28.0 |3628  2469 |1.56 0.95 0.51|1.0   0 140|   0     0 |           | 11    5    0   17    1
Mar 17 10:42:07 ubuntu dstat.sh[60028]: 17-03 10:42:07| 26   7  65   0   0|1108M 1463M  159M 5028M|  14k 2268B|  32k 1706k|2.00  39.0 |3123  2359 |1.56 0.95 0.51|2.0   0  65|   0     0 |           | 11    5    0   19    2
Mar 17 10:42:08 ubuntu dstat.sh[60028]: 17-03 10:42:08| 32   3  63   0   0|1154M 1416M  159M 5029M|  26k 9132B|   0  2284k|   0  40.0 |2379  1614 |1.51 0.95 0.51|2.0   0 1.0|   0     0 |           | 11    6    0   19    2
Mar 17 10:42:09 ubuntu dstat.sh[60028]: 17-03 10:42:09| 25   6  56   9   0|1185M 1376M  160M 5036M|  34k   15k|   0    32M|   0  2741 |  12k   22k|1.51 0.95 0.51|1.0 1.0  46|   0     0 |           | 11    8    0   19    2
Mar 17 10:42:10 ubuntu dstat.sh[60028]: 17-03 10:42:10| 31   7  51   8   0|1150M 1407M  161M 5039M|  39k   12k|   0    40M|   0  2989 |  12k   22k|1.51 0.95 0.51|2.0   0  74|   0     0 |           | 11    6    0   19    2
Mar 17 10:42:11 ubuntu dstat.sh[60028]: 17-03 10:42:11| 35   7  58   1   0|1209M 1341M  161M 5046M|  22k   12k|   0  2637k|   0  80.1 |3049  2041 |1.51 0.95 0.51|2.0   0  37|   0     0 |           | 11    6    0   19    2
Mar 17 10:42:12 ubuntu dstat.sh[60028]: 17-03 10:42:12| 43   5  50   1   0|1219M 1307M  162M 5066M| 167k 3994B|   0    11M|   0   470 |3696  3464 |1.51 0.95 0.51|2.0   0 1.0|   0     0 |           | 11    6    0   19    2
Mar 17 10:42:13 ubuntu dstat.sh[60028]: 17-03 10:42:13| 44   5  48   0   0|1209M 1299M  162M 5082M|3729B   42B|   0  1460k|   0  41.0 |3075  1736 |1.55 0.97 0.52|2.0   0  10|   0     0 |           | 11    6    0   19    2
Mar 17 10:42:14 ubuntu dstat.sh[60028]: 17-03 10:42:14| 45   5  49   1   0|1236M 1247M  163M 5104M|4139B    0 |   0  4835k|   0   313 |3276  2152 |1.55 0.97 0.52|2.0   0   0|   0     0 |           | 11    6    0   19    2
Mar 17 10:42:15 ubuntu dstat.sh[60028]: 17-03 10:42:15| 35  16  47   1   0|1226M 1226M  164M 5130M|3122B    0 |   0  2682k|   0  91.1 |5178  4014 |1.55 0.97 0.52|2.0   0 282|   0     0 |           | 11    6    0   19    2
Mar 17 10:42:16 ubuntu dstat.sh[60028]: 17-03 10:42:16| 26  23  49   1   0|1232M 1227M  165M 5122M|9291B 2727B|   0  2652k|   0   171 |6001  4788 |1.55 0.97 0.52|2.0   0 391|   0     0 |           | 11    4    0   19    0
Mar 17 10:42:17 ubuntu dstat.sh[60028]: 17-03 10:42:17| 42  18  39   0   0|1205M 1254M  165M 5122M|3242B    0 |   0    28k|   0  3.99 |5480  7023 |1.55 0.97 0.52|4.0   0 264|   0     0 |           | 11    4    0   19    0
Mar 17 10:42:18 ubuntu dstat.sh[60028]: 17-03 10:42:18| 62  11  26   0   0|1302M 1151M  165M 5127M|8488B 2289B|   0  1511k|   0  13.0 |3815  1906 |1.67 1.00 0.53|3.0   0  71|   0     0 |           | 11    5    0   19    0
Mar 17 10:42:19 ubuntu dstat.sh[60028]: 17-03 10:42:19| 61   9  29   0   0|1325M 1121M  165M 5133M|9966B 3114B|   0  1628k|   0  25.0 |3689  1769 |1.67 1.00 0.53|3.0   0  18|   0     0 |           | 11    5    0   19    0
Mar 17 10:42:20 ubuntu dstat.sh[60028]: 17-03 10:42:20| 55  14  29   0   0|1327M 1115M  166M 5136M|2760B    0 |   0  4352k|   0   165 |  13k   22k|1.67 1.00 0.53|3.0   0 133|   0     0 |           | 10    4    0   20    0
Mar 17 10:42:21 ubuntu dstat.sh[60028]: 17-03 10:42:21| 43  12  45   0   0|1393M 1048M  166M 5136M|2899B   42B|   0    25M|   0   331 |  11k   19k|1.67 1.00 0.53|3.0   0  40|   0     0 |           | 11    4    0   20    0
