Jun 11 13:15:39 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 11 13:15:40 ubuntu dstat.sh[64654]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 11 13:15:40 ubuntu dstat.sh[64654]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 11 13:15:40 ubuntu dstat.sh[64654]: 11-06 13:15:40|                   | 952M 1385M  162M 5129M|           |           |           |           |1.47 0.97 0.55|3.0   0    |           |           | 10    2    0   17    0
Jun 11 13:15:41 ubuntu dstat.sh[64654]: 11-06 13:15:41| 28  30  42   0   0| 961M 1369M  162M 5133M|5095B 1458B|  56k 1792k|14.0  21.0 |7249  6410 |1.54 0.99 0.56|3.0   0 717|   0     0 |           | 10    2    0   17    0
Jun 11 13:15:42 ubuntu dstat.sh[64654]: 11-06 13:15:42| 56  21  22   0   0|1008M 1305M  163M 5148M|4822B 1788B|   0   731k|7.00  16.5 |6639  5918 |1.60 1.00 0.57|4.0   0 528|   0     0 |           | 10    3    0   17    0
Jun 11 13:15:43 ubuntu dstat.sh[64654]: 11-06 13:15:43| 35  18  46   0   0|1010M 1301M  163M 5150M| 239k   11k|   0   896k|   0  13.0 |6433  7409 |1.60 1.00 0.57|2.0   0 286|   0     0 |           | 10    3    0   17    0
Jun 11 13:15:44 ubuntu dstat.sh[64654]: 11-06 13:15:44| 30  10  60   0   0|1152M 1159M  163M 5272M|6381B 3273B|   0   172k|   0  5.00 |3566  3274 |1.60 1.00 0.57|2.0   0  79|   0     0 |           | 11    6    0   17    0
Jun 11 13:15:45 ubuntu dstat.sh[64654]: 11-06 13:15:45| 37  11  51   1   0|1144M 1166M  163M 5272M|  29k   10k|   0  1488k|   0   143 |4005  2467 |1.60 1.00 0.57|1.0   0 125|   0     0 |           | 11    7    0   17    0
Jun 11 13:15:46 ubuntu dstat.sh[64654]: 11-06 13:15:46| 31   8  59   1   0|1159M 1150M  163M 5273M|  42k   14k|  32k 4396k|1.99   147 |3743  2985 |1.63 1.02 0.57|1.0   0 107|   0     0 |           | 11    8    0   19    0
Jun 11 13:15:47 ubuntu dstat.sh[64654]: 11-06 13:15:47| 39   3  56   0   0|1209M 1098M  164M 5274M|  26k   14k|   0  3068k|   0  56.9 |2685  1612 |1.63 1.02 0.57|2.0   0   0|   0     0 |           | 11    8    0   19    0
Jun 11 13:15:48 ubuntu dstat.sh[64654]: 11-06 13:15:48| 28   5  55   9   0|1226M 1074M  165M 5280M|  42k   13k|   0    28M|   0  2417 |  11k   21k|1.63 1.02 0.57|3.0 1.0  47|   0     0 |           | 11   10    0   19    0
Jun 11 13:15:49 ubuntu dstat.sh[64654]: 11-06 13:15:49| 32  10  50   7   0|1192M 1085M  166M 5300M| 180k   12k|   0    41M|   0  3042 |  12k   21k|1.63 1.02 0.57|3.0 1.0 112|   0     0 |           | 11    7    0   19    1
