Jun 23 16:45:30 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 23 16:45:30 ubuntu dstat.sh[64991]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 23 16:45:30 ubuntu dstat.sh[64991]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 23 16:45:30 ubuntu dstat.sh[64991]: 23-06 16:45:30|                   | 989M 1369M  164M 5103M|           |           |           |           |1.28 0.91 0.55|3.0   0    |           |           | 10    2    0   17    0
Jun 23 16:45:31 ubuntu dstat.sh[64991]: 23-06 16:45:31| 29  22  50   0   0| 993M 1365M  164M 5103M| 231k   11k|   0  3138k|   0   125 |6684  5549 |1.28 0.91 0.55|2.5   0 530|   0     0 |           | 10    2    0   17    0
Jun 23 16:45:32 ubuntu dstat.sh[64991]: 23-06 16:45:32| 12  22  64   0   0| 984M 1374M  164M 5104M|9831B 3778B|   0   364k|   0  74.0 |6376  5748 |1.26 0.91 0.55|1.0   0 435|   0     0 |           | 10    4    0   17    0
Jun 23 16:45:33 ubuntu dstat.sh[64991]: 23-06 16:45:33| 24  16  58   0   0| 982M 1375M  164M 5104M|  24k 7773B|   0   618k|   0  21.9 |5552  5601 |1.26 0.91 0.55|1.0   0 228|   0     0 |           | 10    5    0   17    0
Jun 23 16:45:34 ubuntu dstat.sh[64991]: 23-06 16:45:34| 24  14  59   1   0|1113M 1243M  165M 5226M|  39k   12k|   0  2711k|   0   110 |5256  6534 |1.26 0.91 0.55|1.0   0 132|   0     0 |           | 11    8    0   17    0
Jun 23 16:45:35 ubuntu dstat.sh[64991]: 23-06 16:45:35| 29  10  58   1   0|1112M 1243M  165M 5226M|  23k   12k|   0  5148k|   0  74.1 |3569  2261 |1.26 0.91 0.55|3.0   0  85|   0     0 |           | 11    8    0   17    0
Jun 23 16:45:36 ubuntu dstat.sh[64991]: 23-06 16:45:36| 29  11  58   0   0|1153M 1201M  165M 5226M|  44k   14k|  32k 2824k|1.99  71.8 |3940  3098 |1.26 0.91 0.55|2.0   0 138|   0     0 |           | 11    8    0   19    0
Jun 23 16:45:37 ubuntu dstat.sh[64991]: 23-06 16:45:37| 35   6  56   1   0|1204M 1139M  165M 5238M| 145k   16k|   0  3573k|   0  63.0 |2785  1710 |1.32 0.93 0.56|2.0   0 1.0|   0     0 |           | 11    7    0   19    1
Jun 23 16:45:38 ubuntu dstat.sh[64991]: 23-06 16:45:38| 41   5  48   3   0|1226M 1093M  166M 5258M|  48k 3984B|   0    14M|   0   839 |6312  8632 |1.32 0.93 0.56|3.0   0  11|   0     0 |           | 11    8    0   19    2
Jun 23 16:45:39 ubuntu dstat.sh[64991]: 23-06 16:45:39| 34   7  44  12   0|1253M 1037M  168M 5282M|5352B 1456B|   0    44M|   0  3685 |  14k   27k|1.32 0.93 0.56|3.0   0  72|   0     0 |           | 11    8    0   19    2
Jun 23 16:45:40 ubuntu dstat.sh[64991]: 23-06 16:45:40| 43   9  43   4   0|1220M 1053M  168M 5298M|4695B 1625B|   0    29M|   0  1679 |6897  9530 |1.32 0.93 0.56|2.0   0  75|   0     0 |           | 11    6    0   19    2
