Mar 26 04:27:41 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 26 04:27:41 ubuntu dstat.sh[65366]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 26 04:27:41 ubuntu dstat.sh[65366]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 26 04:27:41 ubuntu dstat.sh[65366]: 26-03 04:27:41|                   | 962M 1402M  162M 5100M|           |           |           |           |1.34 0.93 0.51|3.0   0    |           |           | 10    6    1   17    0
Mar 26 04:27:42 ubuntu dstat.sh[65366]: 26-03 04:27:42| 17  21  60   1   0| 969M 1395M  162M 5100M|  22k   13k|   0  2716k|   0   102 |6785  6195 |1.34 0.93 0.51|2.5   0 565|   0     0 |           | 10    6    1   17    0
Mar 26 04:27:43 ubuntu dstat.sh[65366]: 26-03 04:27:43| 27  18  54   0   0| 987M 1376M  163M 5101M|  40k   12k|   0  1792k|   0  83.5 |6498  6435 |1.34 0.93 0.51|2.0 1.0 475|   0     0 |           | 10    5    1   17    1
Mar 26 04:27:44 ubuntu dstat.sh[65366]: 26-03 04:27:44| 30  15  53   0   0|1117M 1239M  163M 5229M|  24k   14k|   0  1767k|   0  54.8 |6443  8344 |1.34 0.93 0.51|1.0   0 194|   0     0 |           | 11    5    1   17    1
Mar 26 04:27:45 ubuntu dstat.sh[65366]: 26-03 04:27:45| 27   7  65   1   0|1130M 1202M  163M 5250M| 168k 6504B|   0  3380k|   0  81.0 |3162  2518 |1.39 0.95 0.51|2.0   0  87|   0     0 |           | 11    6    1   17    2
Mar 26 04:27:46 ubuntu dstat.sh[65366]: 26-03 04:27:46| 39  12  48   1   0|1144M 1170M  164M 5266M|4741B 1694B|   0  2569k|   0   150 |4745  3388 |1.39 0.95 0.51|4.0   0 200|   0     0 |           | 11    6    1   19    2
Mar 26 04:27:47 ubuntu dstat.sh[65366]: 26-03 04:27:47| 42   6  48   1   0|1222M 1066M  165M 5288M|4757B 1694B|  32k 4900k|2.00   137 |3261  2204 |1.39 0.95 0.51|2.0   0   0|   0     0 |           | 11    6    1   19    2
Mar 26 04:27:48 ubuntu dstat.sh[65366]: 26-03 04:27:48| 43   6  48   3   0|1263M  991M  166M 5317M|4376B 1570B|   0    11M|   0   591 |5035  6171 |1.39 0.95 0.51|2.0 1.0  10|   0     0 |           | 11    8    1   19    2
Mar 26 04:27:49 ubuntu dstat.sh[65366]: 26-03 04:27:49| 32   6  47  12   0|1264M  971M  168M 5333M|  10k 3650B|   0    66M|   0  5037 |  16k   33k|1.39 0.95 0.51|2.0   0  72|   0     0 |           | 11    9    1   19    2
Mar 26 04:27:50 ubuntu dstat.sh[65366]: 26-03 04:27:50| 42  10  47   1   0|1238M 1014M  168M 5316M|5073B 2182B|   0    15M|   0   673 |4650  5280 |1.44 0.96 0.52|2.0   0  94|   0     0 |           | 11    4    1   19    0
Mar 26 04:27:51 ubuntu dstat.sh[65366]: 26-03 04:27:51| 41   5  53   0   0|1247M  999M  168M 5322M|9768B 3476B|   0  2195k|   0  92.8 |2737  1735 |1.44 0.96 0.52|2.0   0  17|   0     0 |           | 11    4    1   19    0
Mar 26 04:27:52 ubuntu dstat.sh[65366]: 26-03 04:27:52| 41   6  52   1   0|1227M 1018M  168M 5323M|  11k 4507B|   0  6744k|   0   415 |3427  3241 |1.44 0.96 0.52|2.0   0  28|   0     0 |           | 11    5    1   19    0
Mar 26 04:27:53 ubuntu dstat.sh[65366]: 26-03 04:27:53| 44   9  45   0   0|1243M  995M  168M 5327M|4813B 1760B|   0  1152k|   0  50.0 |8305    15k|1.44 0.96 0.52|2.0   0  15|   0     0 |           | 11    4    1   19    0
Mar 26 04:27:54 ubuntu dstat.sh[65366]: 26-03 04:27:54| 38  23  38   0   0|1213M 1026M  168M 5327M|4545B 1562B|   0    92k|   0  2.99 |  12k   23k|1.44 0.96 0.52|2.0   0 407|   0     0 |           | 11    4    1   20    0
Mar 26 04:27:55 ubuntu dstat.sh[65366]: 26-03 04:27:55| 30  24  44   1   0|1101M 1150M  168M 5317M|5080B 1575B|   0  2176k|   0  94.5 |6466  5814 |1.49 0.98 0.53|2.0   0 410|   0     0 |           | 11    4    1   20    0
Mar 26 04:27:56 ubuntu dstat.sh[65366]: 26-03 04:27:56| 40  19  42   0   0|1126M 1125M  168M 5317M|4493B 1510B|   0  1450k|   0  74.9 |5816  6803 |1.49 0.98 0.53|2.0   0 288|   0     0 |           | 11    5    1   20    0
Mar 26 04:27:57 ubuntu dstat.sh[65366]: 26-03 04:27:57| 44   5  48   0   0|1200M 1051M  168M 5317M|4993B 1561B|   0     0 |   0     0 |2591  1220 |1.49 0.98 0.53|2.0   0   0|   0     0 |           | 11    5    1   20    0
Mar 26 04:27:58 ubuntu dstat.sh[65366]: 26-03 04:27:58| 43   8  49   0   0|1227M 1024M  168M 5317M|5030B 1567B|   0   188k|   0  2.00 |2719  1368 |1.49 0.98 0.53|2.0   0   0|   0     0 |           | 11    5    1   19    0
Mar 26 04:27:59 ubuntu dstat.sh[65366]: 26-03 04:27:59| 28  12  57   0   0|1239M 1010M  168M 5320M|5265B 1566B|   0  1764k|   0  87.0 |5201  6060 |1.49 0.98 0.53|  0   0 118|   0     0 |           | 11    4    1   19    0
Mar 26 04:28:00 ubuntu dstat.sh[65366]: 26-03 04:28:00|  9   4  86   0   0|1270M  978M  168M 5320M|4801B 1610B|   0   416k|   0  32.0 |1654  1605 |1.45 0.98 0.53|1.0   0  22|   0     0 |           | 11    4    1   19    0
Mar 26 04:28:01 ubuntu dstat.sh[65366]: 26-03 04:28:01| 23   4  73   0   0|1300M  948M  168M 5320M|4856B 1619B|   0    14M|   0  85.9 |1934  1528 |1.45 0.98 0.53|1.0   0   0|   0     0 |           | 11    4    1   19    0
Mar 26 04:28:02 ubuntu dstat.sh[65366]: 26-03 04:28:02| 24   2  73   1   0|1326M  922M  168M 5320M|4816B 1644B|   0   943k|   0  85.2 |2112  1939 |1.45 0.98 0.53|  0 1.0 1.0|   0     0 |           | 11   10    1   19    0
Mar 26 04:28:03 ubuntu dstat.sh[65366]: 26-03 04:28:03| 20   6  72   1   0|1280M  968M  169M 5320M|4894B 1562B|   0  3819k|   0   356 |4143  5121 |1.45 0.98 0.53|1.0   0  43|   0     0 |           | 11    4    1   21    0
Mar 26 04:28:04 ubuntu dstat.sh[65366]: 26-03 04:28:04| 20   2  76   0   0|1295M  952M  169M 5320M|6815B 3532B| 144k 1412k|7.00  51.0 |1892  1355 |1.45 0.98 0.53|  0   0   0|   0     0 |           | 11    5    1   21    0
Mar 26 04:28:05 ubuntu dstat.sh[65366]: 26-03 04:28:05| 20   3  76   1   0|1300M  947M  169M 5320M|8263B 4275B| 268k  880k|66.0  38.0 |2694  2725 |1.41 0.98 0.54|2.0   0 3.0|   0     0 |           | 11   29    1   21    0
