Apr 15 16:30:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 15 16:30:51 ubuntu dstat.sh[65457]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 15 16:30:51 ubuntu dstat.sh[65457]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 15 16:30:51 ubuntu dstat.sh[65457]: 15-04 16:30:51|                   | 950M 1402M  163M 5111M|           |           |           |           |1.15 0.86 0.49|4.0   0    |           |           | 10    2    1   17    0
Apr 15 16:30:52 ubuntu dstat.sh[65457]: 15-04 16:30:52| 47  23  28   0   0| 970M 1380M  163M 5113M|4825B 2560B|   0  3605k|   0  60.9 |6977  6041 |1.15 0.86 0.49|3.0   0 616|   0     0 |           | 10    2    1   17    0
Apr 15 16:30:53 ubuntu dstat.sh[65457]: 15-04 16:30:53| 22  19  57   0   0| 978M 1370M  163M 5115M| 232k   10k|   0  1058k|   0  42.9 |6360  5536 |1.14 0.86 0.50|2.0   0 444|   0     0 |           | 10    4    1   17    0
Apr 15 16:30:54 ubuntu dstat.sh[65457]: 15-04 16:30:54| 17  18  63   0   0| 986M 1362M  163M 5115M|7965B 2322B|   0    12k|   0  3.00 |5792  5980 |1.14 0.86 0.50|1.0   0 244|   0     0 |           | 10    4    1   17    0
Apr 15 16:30:55 ubuntu dstat.sh[65457]: 15-04 16:30:55| 22   7  70   1   0|1100M 1247M  163M 5238M|  23k 8311B|   0   881k|   0  28.0 |3541  3466 |1.14 0.86 0.50|2.0   0  80|   0     0 |           | 11    6    1   17    1
Apr 15 16:30:56 ubuntu dstat.sh[65457]: 15-04 16:30:56| 26  12  61   1   0|1103M 1243M  163M 5238M|  45k   16k|   0  1941k|   0  69.0 |4043  2792 |1.14 0.86 0.50|2.0   0 151|   0     0 |           | 11    7    1   17    1
Apr 15 16:30:57 ubuntu dstat.sh[65457]: 15-04 16:30:57| 34   8  55   0   0|1168M 1177M  163M 5239M|  19k   12k|  32k 2525k|2.00  58.9 |3542  2579 |1.14 0.86 0.50|1.0   0  64|   0     0 |           | 11    7    1   20    1
Apr 15 16:30:58 ubuntu dstat.sh[65457]: 15-04 16:30:58| 35   5  58   1   0|1224M 1119M  164M 5240M|  40k   13k|   0  6653k|   0  84.1 |2648  1724 |1.13 0.86 0.50|1.0   0   0|   0     0 |           | 11    7    1   20    1
Apr 15 16:30:59 ubuntu dstat.sh[65457]: 15-04 16:30:59| 31   5  52   8   0|1243M 1076M  165M 5263M| 178k   11k|   0    20M|   0  1519 |8832    14k|1.13 0.86 0.50|3.0   0  26|   0     0 |           | 11    9    1   20    1
Apr 15 16:31:00 ubuntu dstat.sh[65457]: 15-04 16:31:00| 35   9  41  12   0|1255M 1039M  167M 5283M|3362B  768B|   0    57M|   0  3840 |  15k   29k|1.13 0.86 0.50|2.0 1.0  57|   0     0 |           | 11    8    1   20    2
Apr 15 16:31:01 ubuntu dstat.sh[65457]: 15-04 16:31:01| 42   8  47   1   0|1203M 1076M  167M 5295M|5185B 1405B|   0    13M|   0   893 |5048  5243 |1.13 0.86 0.50|2.0   0  75|   0     0 |           | 11    6    1   20    2
Apr 15 16:31:02 ubuntu dstat.sh[65457]: 15-04 16:31:02| 42   8  48   1   0|1251M 1003M  168M 5317M|4589B 1511B|   0  4677k|   0   337 |3487  2510 |1.13 0.86 0.50|2.0   0 1.0|   0     0 |           | 11    6    1   20    2
Apr 15 16:31:03 ubuntu dstat.sh[65457]: 15-04 16:31:03| 49   8  40   2   0|1268M  958M  169M 5342M|5396B 1619B|   0    12M|   0   860 |5358    15k|1.20 0.88 0.51|2.0   0  46|   0     0 |           | 11    6    1   21    2
Apr 15 16:31:04 ubuntu dstat.sh[65457]: 15-04 16:31:04| 40   5  53   1   0|1290M  944M  169M 5332M|  11k 4345B|   0  2439k|   0   224 |3006  1926 |1.20 0.88 0.51|2.0   0   0|   0     0 |           | 11    4    1   21    0
Apr 15 16:31:05 ubuntu dstat.sh[65457]: 15-04 16:31:05| 46   5  49   0   0|1270M  965M  169M 5332M|5465B 2051B|   0    20k|   0  2.00 |3092  1577 |1.20 0.88 0.51|1.0   0  35|   0     0 |           | 11    5    1   20    0
Apr 15 16:31:06 ubuntu dstat.sh[65457]: 15-04 16:31:06| 25  23  50   1   0|1249M  979M  170M 5337M|  11k 3482B|   0  2048k|   0   136 |6134  4645 |1.20 0.88 0.51|2.0   0 420|   0     0 |           | 11    4    1   20    0
