May 21 14:41:21 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 21 14:41:21 ubuntu dstat.sh[64657]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 21 14:41:21 ubuntu dstat.sh[64657]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 21 14:41:21 ubuntu dstat.sh[64657]: 21-05 14:41:21|                   | 905M 1468M  161M 5095M|           |           |           |           |1.19 0.93 0.52|1.0   0    |           |           | 10    4    0   17    0
May 21 14:41:22 ubuntu dstat.sh[64657]: 21-05 14:41:22| 11  21  66   0   0| 914M 1454M  161M 5100M|5072k   55k|   0  8142k|   0  95.0 |8133  5723 |1.19 0.93 0.52|1.0   0 320|   0     0 |           | 10    4    0   17    0
May 21 14:41:23 ubuntu dstat.sh[64657]: 21-05 14:41:23| 24  23  51   0   0| 933M 1414M  162M 5119M| 505k 7483B|   0  2496k|   0  79.0 |7062  5037 |1.19 0.93 0.52|3.0   0 344|   0     0 |           | 10    4    0   17    0
May 21 14:41:24 ubuntu dstat.sh[64657]: 21-05 14:41:24| 28  27  43   0   0| 913M 1443M  162M 5111M|4630B 1807B|  56k  236k|14.0  9.00 |6815  6181 |1.19 0.93 0.52|3.0   0 485|   0     0 |           | 10    2    0   17    0
May 21 14:41:25 ubuntu dstat.sh[64657]: 21-05 14:41:25| 56  19  24   0   0|1111M 1223M  163M 5251M|4630B 1615B|   0    56k|   0  5.98 |6250  6925 |1.19 0.93 0.52|2.0   0 162|   0     0 |           | 11    2    0   17    0
May 21 14:41:26 ubuntu dstat.sh[64657]: 21-05 14:41:26| 46  12  42   0   0|1110M 1222M  163M 5252M|  17k 8264B|   0  2730k|   0  20.0 |4360  2745 |1.26 0.95 0.53|1.0   0 143|   0     0 |           | 11    6    0   17    0
May 21 14:41:27 ubuntu dstat.sh[64657]: 21-05 14:41:27| 16  14  68   0   0|1117M 1215M  163M 5252M| 221k 5564B|  16k  978k|1.00  37.9 |4241  3175 |1.26 0.95 0.53|3.0   0 170|   0     0 |           | 11    6    0   19    0
May 21 14:41:28 ubuntu dstat.sh[64657]: 21-05 14:41:28| 22   5  72   0   0|1171M 1160M  163M 5253M|  14k 2565B|  16k 1531k|1.00  7.01 |1935  1430 |1.26 0.95 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    0
May 21 14:41:29 ubuntu dstat.sh[64657]: 21-05 14:41:29| 34   5  58   2   0|1209M 1120M  163M 5255M|  15k 7411B|   0  7719k|   0   561 |4328  5371 |1.26 0.95 0.53|2.0   0  10|   0     0 |           | 11    9    0   13    0
May 21 14:41:30 ubuntu dstat.sh[64657]: 21-05 14:41:30| 17   6  61  13   0|1202M 1119M  164M 5262M|  37k   12k|   0    32M|   0  2687 |  13k   24k|1.26 0.95 0.53|  0 1.0  45|   0     0 |           | 11   10    0   13    0
May 21 14:41:31 ubuntu dstat.sh[64657]: 21-05 14:41:31| 25   8  57   8   0|1174M 1144M  165M 5264M|  21k   11k|   0    33M|   0  2286 |  10k   18k|1.24 0.95 0.54|4.0   0  79|   0     0 |           | 11    8    0   13    0
May 21 14:41:32 ubuntu dstat.sh[64657]: 21-05 14:41:32| 33   6  58   2   0|1235M 1081M  165M 5264M|  16k 9962B|   0    14M|   0   784 |3798  4825 |1.24 0.95 0.54|1.0   0  24|   0     0 |           | 11    7    0   13    1
May 21 14:41:33 ubuntu dstat.sh[64657]: 21-05 14:41:33| 41   6  53   1   0|1248M 1068M  166M 5264M|  34k 9147B|   0  7505k|   0   407 |3776    14k|1.24 0.95 0.54|1.0   0  36|   0     0 |           | 11    6    0   14    2
May 21 14:41:34 ubuntu dstat.sh[64657]: 21-05 14:41:34| 32   6  61   1   0|1215M 1084M  166M 5280M| 179k   13k|   0  3433k|   0   189 |2809  1880 |1.24 0.95 0.54|2.0   0  10|   0     0 |           | 11    6    0   14    2
May 21 14:41:35 ubuntu dstat.sh[64657]: 21-05 14:41:35| 45   5  49   0   0|1254M 1029M  167M 5293M|4370B 1616B|   0  1541k|   0  73.8 |2928  1751 |1.24 0.95 0.54|2.0   0 1.0|   0     0 |           | 11    6    0   14    2
May 21 14:41:36 ubuntu dstat.sh[64657]: 21-05 14:41:36| 34  18  47   0   0|1240M 1026M  167M 5308M|4905B 1461B|   0  1603k|   0  63.1 |5299  3922 |1.30 0.97 0.54|4.0   0 314|   0     0 |           | 11    6    0   14    2
May 21 14:41:37 ubuntu dstat.sh[64657]: 21-05 14:41:37| 30  25  43   1   0|1242M  998M  168M 5331M|4622B 1621B|   0  4018k|   0   189 |6797  7222 |1.30 0.97 0.54|2.0   0 426|   0     0 |           | 11    6    0   13    2
May 21 14:41:38 ubuntu dstat.sh[64657]: 21-05 14:41:38| 50  16  31   1   0|1258M  952M  169M 5356M|4371B 1617B|   0    26M|   0   575 |5267  5720 |1.30 0.97 0.54|3.0   0 192|   0     0 |           | 11    7    0   13    2
May 21 14:41:39 ubuntu dstat.sh[64657]: 21-05 14:41:39| 66   8  24   1   0|1285M  934M  170M 5347M|6141B 2099B|   0  1611k|   0  56.0 |3756  1773 |1.30 0.97 0.54|5.0   0 2.0|   0     0 |           | 11    5    0   13    0
May 21 14:41:40 ubuntu dstat.sh[64657]: 21-05 14:41:40| 61  10  29   0   0|1351M  866M  170M 5349M|  12k 4499B|   0   929k|   0  8.01 |3525  1549 |1.30 0.97 0.54|5.0   0  33|   0     0 |           | 11    6    0   13    0
May 21 14:41:41 ubuntu dstat.sh[64657]: 21-05 14:41:41| 51  14  33   0   0|1379M  829M  170M 5356M|6952B 1792B|   0  4008k|   0   134 |  10k   17k|1.44 1.00 0.56|3.0   0 148|   0     0 |           | 11    4    0   13    0
May 21 14:41:42 ubuntu dstat.sh[64657]: 21-05 14:41:42| 44  10  45   0   0|1472M  735M  170M 5357M|4465B 1552B|   0  2752k|   0  55.9 |  13k   23k|1.44 1.00 0.56|4.0   0  18|   0     0 |           | 11    4    0   13    0
May 21 14:41:43 ubuntu dstat.sh[64657]: 21-05 14:41:43| 43   7  49   0   0|1446M  768M  170M 5350M|4313B 1569B|   0  2039k|   0  14.0 |3063  1606 |1.44 1.00 0.56|2.0   0  12|   0     0 |           | 11    4    0   13    0
May 21 14:41:44 ubuntu dstat.sh[64657]: 21-05 14:41:44| 42   9  47   2   0|1320M  894M  170M 5350M|4331B 1624B|   0  4504k|   0   348 |5277  5876 |1.44 1.00 0.56|2.0   0 108|   0     0 |           | 11    4    0   15    0
