May 05 20:45:09 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 05 20:45:09 ubuntu dstat.sh[65001]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 05 20:45:09 ubuntu dstat.sh[65001]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 05 20:45:09 ubuntu dstat.sh[65001]: 05-05 20:45:09|                   |1055M 1282M  163M 5125M|           |           |           |           |1.62 1.08 0.60|2.0   0    |           |           | 10    6    1   17    0
May 05 20:45:10 ubuntu dstat.sh[65001]: 05-05 20:45:10| 22  21  55   0   0|1052M 1286M  163M 5125M|  33k   14k|   0  1743k|   0  62.0 |5711  4314 |1.62 1.08 0.60|2.5   0 388|   0     0 |           | 10    6    1   17    0
May 05 20:45:11 ubuntu dstat.sh[65001]: 05-05 20:45:11| 20  22  56   0   0|1017M 1320M  164M 5125M|  15k 8814B|   0  5460k|   0   108 |5596  4148 |1.57 1.08 0.60|3.0   0 363|   0     0 |           | 10    6    1   17    0
May 05 20:45:12 ubuntu dstat.sh[65001]: 05-05 20:45:12| 27  20  52   1   0|1011M 1326M  164M 5125M|  40k   13k|   0  1854k|   0  59.0 |6059  5784 |1.57 1.08 0.60|2.0   0 274|   0     0 |           | 10    5    1   17    1
May 05 20:45:13 ubuntu dstat.sh[65001]: 05-05 20:45:13| 32  17  49   0   0|1102M 1217M  164M 5263M| 177k   13k|   0  1927k|   0  53.0 |6696  7905 |1.57 1.08 0.60|1.0   0 189|   0     0 |           | 11    4    1   17    2
May 05 20:45:14 ubuntu dstat.sh[65001]: 05-05 20:45:14| 26   7  66   1   0|1128M 1175M  165M 5276M|5261B 1080B|   0  1456k|   0  66.0 |2890  2352 |1.57 1.08 0.60|2.0   0  71|   0     0 |           | 11    6    1   17    2
May 05 20:45:15 ubuntu dstat.sh[65001]: 05-05 20:45:15| 38  13  48   0   0|1143M 1142M  165M 5292M|4276B 1047B|   0  1830k|   0  46.0 |4215  2662 |1.57 1.08 0.60|2.0   0 144|   0     0 |           | 11    6    1   17    2
May 05 20:45:16 ubuntu dstat.sh[65001]: 05-05 20:45:16| 38  10  48   2   0|1191M 1068M  166M 5314M|5388B 1120B|  36k 4848k|3.00   160 |4039  3233 |1.68 1.11 0.61|2.0   0  66|   0     0 |           | 11    6    1   19    2
May 05 20:45:17 ubuntu dstat.sh[65001]: 05-05 20:45:17| 42   5  48   1   0|1229M 1001M  167M 5339M|4175B 1079B|   0  3252k|   0  67.9 |3005  1837 |1.68 1.11 0.61|2.0   0 1.0|   0     0 |           | 11    6    1   19    2
May 05 20:45:18 ubuntu dstat.sh[65001]: 05-05 20:45:18| 35   7  49   7   0|1243M  970M  169M 5352M|9389B 3094B|   0    27M|   0  1948 |8654    14k|1.68 1.11 0.61|1.0 1.0  25|   0     0 |           | 11    9    1   19    2
May 05 20:45:19 ubuntu dstat.sh[65001]: 05-05 20:45:19| 34   6  43  14   0|1275M  950M  170M 5341M|4367B 1776B|   0    40M|   0  3675 |  15k   26k|1.68 1.11 0.61|3.0 1.0  65|   0     0 |           | 11    6    1   19    0
May 05 20:45:20 ubuntu dstat.sh[65001]: 05-05 20:45:20| 36  11  50   2   0|1312M  907M  170M 5345M|8940B 3248B|   0    13M|   0   691 |5290  6347 |1.68 1.11 0.61|3.0   0 108|   0     0 |           | 11    4    1   19    0
May 05 20:45:21 ubuntu dstat.sh[65001]: 05-05 20:45:21| 42   7  51   0   0|1364M  853M  170M 5347M|7649B 2353B|   0  9184k|   0   469 |3162  1651 |1.71 1.13 0.62|1.0   0  19|   0     0 |           | 11    5    1   19    0
May 05 20:45:22 ubuntu dstat.sh[65001]: 05-05 20:45:22| 44   8  47   1   0|1325M  886M  170M 5352M|6511B 2865B|   0  8720k|   0   409 |  11k   19k|1.71 1.13 0.62|3.0   0  22|   0     0 |           | 11    4    1   19    0
May 05 20:45:23 ubuntu dstat.sh[65001]: 05-05 20:45:23| 44  10  45   0   0|1328M  883M  170M 5352M|3400B 1151B|   0  1703k|   0   143 |  11k   17k|1.71 1.13 0.62|2.0   0  16|   0     0 |           | 11    4    1   19    0
May 05 20:45:24 ubuntu dstat.sh[65001]: 05-05 20:45:24| 40  11  48   0   0|1227M  996M  170M 5341M|4005B 1081B|   0  1682k|   0  17.0 |3806  2348 |1.71 1.13 0.62|4.0   0 126|   0     0 |           | 11    4    1   15    0
May 05 20:45:25 ubuntu dstat.sh[65001]: 05-05 20:45:25| 29  26  45   0   0|1173M 1050M  170M 5341M|3405B 1082B|   0    52k|   0  12.0 |6425  5333 |1.71 1.13 0.62|1.0   0 532|   0     0 |           | 11    4    1   15    0
May 05 20:45:26 ubuntu dstat.sh[65001]: 05-05 20:45:26| 16  20  63   0   0|1131M 1092M  170M 5342M|3774B 1079B|   0    14M|   0  82.9 |6626  7742 |1.65 1.13 0.62|1.0   0 267|   0     0 |           | 11    4    1   15    0
May 05 20:45:27 ubuntu dstat.sh[65001]: 05-05 20:45:27| 37  13  49   0   0|1192M 1031M  170M 5342M|3362B  969B|   0    16k|   0  2.99 |3826  2542 |1.65 1.13 0.62|2.0   0 132|   0     0 |           | 11    5    1   15    0
May 05 20:45:28 ubuntu dstat.sh[65001]: 05-05 20:45:28| 47   4  49   0   0|1231M  991M  170M 5342M|3857B 1083B|   0   357k|   0  23.1 |2732  1180 |1.65 1.13 0.62|2.0   0   0|   0     0 |           | 11    5    1   13    0
May 05 20:45:29 ubuntu dstat.sh[65001]: 05-05 20:45:29| 43   8  47   0   0|1254M  966M  170M 5344M|3483B 1172B|   0  2739k|   0  89.8 |3618  3765 |1.65 1.13 0.62|2.0   0   0|   0     0 |           | 11    5    1   13    0
May 05 20:45:30 ubuntu dstat.sh[65001]: 05-05 20:45:30| 18  13  68   0   0|1296M  924M  170M 5345M|3727B 1080B|   0  1112k|   0  36.0 |3977  3261 |1.65 1.13 0.62|1.0   0 140|   0     0 |           | 11    4    1   14    0
May 05 20:45:31 ubuntu dstat.sh[65001]: 05-05 20:45:31| 22   5  72   0   0|1354M  866M  170M 5345M|3444B  971B|   0  9745k|   0  53.9 |1944  1413 |1.60 1.12 0.62|1.0   0   0|   0     0 |           | 11    4    1   14    0
May 05 20:45:32 ubuntu dstat.sh[65001]: 05-05 20:45:32| 24   1  73   0   0|1366M  854M  170M 5345M|4067B 1082B|   0     0 |   0     0 |1730  1069 |1.60 1.12 0.62|1.0   0   0|   0     0 |           | 11    6    1   14    0
