Apr 10 14:46:38 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 10 14:46:39 ubuntu dstat.sh[64989]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 10 14:46:39 ubuntu dstat.sh[64989]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 10 14:46:39 ubuntu dstat.sh[64989]: 10-04 14:46:39|                   |1057M 1293M  164M 5113M|           |           |           |           |1.47 1.02 0.54|1.0   0    |           |           | 10    6    1   17    0
Apr 10 14:46:40 ubuntu dstat.sh[64989]: 10-04 14:46:40| 17  22  60   1   0|1055M 1294M  164M 5113M|  39k   17k|   0  3265k|   0   144 |5646  4110 |1.47 1.02 0.54|1.5   0 352|   0     0 |           | 10    6    1   17    0
Apr 10 14:46:41 ubuntu dstat.sh[64989]: 10-04 14:46:41| 22  22  55   0   0|1036M 1312M  164M 5114M|  40k   12k|   0  1777k|   0  99.5 |5780  4368 |1.47 1.02 0.54|2.0   0 396|   0     0 |           | 10    5    1   17    1
Apr 10 14:46:42 ubuntu dstat.sh[64989]: 10-04 14:46:42| 29  20  49   1   0|1052M 1295M  164M 5115M|  24k   13k|   0  1633k|   0  50.0 |6673  7793 |1.47 1.02 0.54|3.0   0 298|   0     0 |           | 10    5    1   17    1
Apr 10 14:46:43 ubuntu dstat.sh[64989]: 10-04 14:46:43| 34  16  49   1   0|1129M 1190M  165M 5262M| 167k 6675B|   0  2253k|   0  81.0 |5684  5860 |1.47 1.02 0.54|2.0   0 142|   0     0 |           | 11    6    1   17    2
Apr 10 14:46:44 ubuntu dstat.sh[64989]: 10-04 14:46:44| 39  12  48   1   0|1140M 1160M  165M 5277M|5377B 1588B|   0  1409k|   0  40.0 |4143  2533 |1.52 1.03 0.55|2.0   0 124|   0     0 |           | 11    6    1   17    2
Apr 10 14:46:45 ubuntu dstat.sh[64989]: 10-04 14:46:45| 40  11  47   1   0|1200M 1077M  166M 5297M|4997B 1532B|  32k 7598k|2.00   131 |4585  3718 |1.52 1.03 0.55|2.0   0  92|   0     0 |           | 11    6    1   19    2
Apr 10 14:46:46 ubuntu dstat.sh[64989]: 10-04 14:46:46| 44   5  49   1   0|1220M 1032M  167M 5318M|5136B 1637B|   0  4376k|   0   131 |3334  2316 |1.52 1.03 0.55|2.0   0   0|   0     0 |           | 11    6    1   19    2
Apr 10 14:46:47 ubuntu dstat.sh[64989]: 10-04 14:46:47| 36   7  46   8   0|1255M  970M  169M 5342M|6082B 2113B|   0    33M|   0  2312 |  11k   18k|1.52 1.03 0.55|2.0 1.0  28|   0     0 |           | 11    9    1   19    2
Apr 10 14:46:48 ubuntu dstat.sh[64989]: 10-04 14:46:48| 34   8  45  12   0|1271M  965M  170M 5329M|  11k 3910B|   0    46M|   0  3875 |  14k   26k|1.52 1.03 0.55|2.0   0  56|   0     0 |           | 11    6    1   19    0
Apr 10 14:46:49 ubuntu dstat.sh[64989]: 10-04 14:46:49| 36  10  53   0   0|1241M  990M  170M 5334M|  10k 3906B|   0  1741k|   0  42.0 |3582  2284 |1.56 1.05 0.56|2.0   0 109|   0     0 |           | 11    4    1   19    0
Apr 10 14:46:50 ubuntu dstat.sh[64989]: 10-04 14:46:50| 41   6  52   1   0|1287M  943M  170M 5335M|9118B 3560B|   0  6470k|   0   354 |3356  2557 |1.56 1.05 0.56|3.0 1.0  18|   0     0 |           | 11    5    1   19    0
Apr 10 14:46:51 ubuntu dstat.sh[64989]: 10-04 14:46:51| 43   9  46   1   0|1264M  960M  170M 5340M|7206B 2309B|   0  4914k|   0   283 |  12k   20k|1.56 1.05 0.56|3.0   0  24|   0     0 |           | 11    4    1   19    0
Apr 10 14:46:52 ubuntu dstat.sh[64989]: 10-04 14:46:52| 43   9  46   0   0|1310M  913M  170M 5340M|3276B  438B|   0  1501k|   0  5.97 |  11k   18k|1.56 1.05 0.56|3.0   0  13|   0     0 |           | 11    4    1   19    0
Apr 10 14:46:53 ubuntu dstat.sh[64989]: 10-04 14:46:53| 40  13  46   0   0|1275M  960M  170M 5329M|5438B 1505B|   0   666k|   0  83.3 |4326  2788 |1.56 1.05 0.56|2.0   0 165|   0     0 |           | 11    4    1   19    0
Apr 10 14:46:54 ubuntu dstat.sh[64989]: 10-04 14:46:54| 25  24  49   0   0|1186M 1049M  170M 5330M|4916B 1619B|   0    28k|   0  6.99 |6031  4577 |1.59 1.06 0.57|2.0   0 434|   0     0 |           | 11    4    1   19    0
Apr 10 14:46:55 ubuntu dstat.sh[64989]: 10-04 14:46:55| 12  20  65   0   0|1135M 1100M  170M 5330M|5793B 1457B|   0    24k|   0  5.99 |5712  4866 |1.59 1.06 0.57|3.0   0 271|   0     0 |           | 11    4    1   19    0
Apr 10 14:46:56 ubuntu dstat.sh[64989]: 10-04 14:46:56| 34  15  51   0   0|1205M 1030M  170M 5330M|6181B 1620B|   0    15M|   0   344 |5198  5138 |1.59 1.06 0.57|4.0   0 193|   0     0 |           | 11    5    1   19    0
Apr 10 14:46:57 ubuntu dstat.sh[64989]: 10-04 14:46:57| 46   5  49   0   0|1226M 1009M  170M 5330M|6283B 1459B|   0   380k|   0  28.0 |2800  1230 |1.59 1.06 0.57|3.0   0   0|   0     0 |           | 11    5    1   19    0
Apr 10 14:46:58 ubuntu dstat.sh[64989]: 10-04 14:46:58| 43   9  47   0   0|1264M  970M  170M 5331M|6379B 1509B|   0  2399k|   0  97.8 |3250  2104 |1.59 1.06 0.57|3.0   0   0|   0     0 |           | 11    5    1   19    0
Apr 10 14:46:59 ubuntu dstat.sh[64989]: 10-04 14:46:59| 21  11  67   0   0|1274M  958M  170M 5333M|5512B 1568B|   0  1037k|   0  42.0 |5105  5393 |1.78 1.11 0.59|1.0   0 118|   0     0 |           | 11    4    1   19    0
Apr 10 14:47:00 ubuntu dstat.sh[64989]: 10-04 14:47:00| 18   6  75   0   0|1328M  904M  170M 5333M|5018B 1588B|   0     0 |   0     0 |2029  1665 |1.78 1.11 0.59|2.0   0  23|   0     0 |           | 11    4    1   19    0
Apr 10 14:47:01 ubuntu dstat.sh[64989]: 10-04 14:47:01| 23   4  72   0   0|1359M  874M  170M 5333M|5025B 1566B|   0    15M|   0  90.0 |2025  1387 |1.78 1.11 0.59|2.0   0   0|   0     0 |           | 11    4    1   13    0
Apr 10 14:47:02 ubuntu dstat.sh[64989]: 10-04 14:47:02| 23   3  71   2   0|1382M  850M  170M 5333M|4881B 1621B|   0  4656k|   0   350 |3827  5204 |1.78 1.11 0.59|1.0   0 1.0|   0     0 |           | 11   10    1   13    0
Apr 10 14:47:03 ubuntu dstat.sh[64989]: 10-04 14:47:03| 21   5  73   0   0|1318M  914M  170M 5333M|5158B 1620B|   0     0 |   0     0 |2277  1582 |1.78 1.11 0.59|2.0   0  42|   0     0 |           | 11    4    1   15    0
Apr 10 14:47:04 ubuntu dstat.sh[64989]: 10-04 14:47:04| 19   2  78   0   0|1353M  878M  170M 5334M|7797B 3996B| 144k    0 |6.98     0 |1657  1144 |1.72 1.11 0.59|1.0   0   0|   0     0 |           | 11    9    1   15    0
Apr 10 14:47:05 ubuntu dstat.sh[64989]: 10-04 14:47:05| 21   4  74   1   0|1355M  876M  171M 5334M|9031B 5240B| 268k 4574k|66.1  88.1 |2928  3001 |1.72 1.11 0.59|2.0   0 4.0|   0     0 |           | 11   29    1   15    0
Apr 10 14:47:06 ubuntu dstat.sh[64989]: 10-04 14:47:06| 20   7  73   0   0|1385M  846M  171M 5334M|7622B 4133B|   0    30M|   0   271 |2950  2478 |1.72 1.11 0.59|1.0   0  43|   0     0 |           | 11   28    1   16    0
Apr 10 14:47:07 ubuntu dstat.sh[64989]: 10-04 14:47:07| 18   2  79   0   0|1398M  833M  171M 5334M|9311B 6290B|   0  2262k|   0  14.0 |1819  1384 |1.72 1.11 0.59|1.0   0   0|   0     0 |           | 11   29    1   16    0
Apr 10 14:47:08 ubuntu dstat.sh[64989]: 10-04 14:47:08| 23  13  63   0   0|1322M  909M  171M 5334M|7890B 3889B|   0    16k|   0  4.00 |3858  2849 |1.72 1.11 0.59|3.0   0 156|   0     0 |           | 11   28    1   17    0
Apr 10 14:47:09 ubuntu dstat.sh[64989]: 10-04 14:47:09| 37   5  58   0   0|1412M  819M  171M 5334M|  11k 7714B|   0     0 |   0     0 |3147  2202 |1.74 1.13 0.60|2.0   0   0|   0     0 |           | 11   30    1   17    0
Apr 10 14:47:10 ubuntu dstat.sh[64989]: 10-04 14:47:10| 35   6  57   0   0|1398M  832M  171M 5334M|  17k   13k|   0   312k|   0  26.0 |5848  7423 |1.74 1.13 0.60|3.0   0  16|   0     0 |           | 11   28    1   18    0
Apr 10 14:47:11 ubuntu dstat.sh[64989]: 10-04 14:47:11| 63  30   7   0   0|1478M  753M  171M 5334M|4341B  770B|   0   273k|   0  14.0 |5561  4597 |1.74 1.13 0.60|6.0   0 564|   0     0 |           | 11   28    1   18    0
Apr 10 14:47:12 ubuntu dstat.sh[64989]: 10-04 14:47:12| 85  14   0   0   0|1688M  542M  171M 5334M|  19k   15k|   0   292k|   0  15.0 |5856  4133 |1.74 1.13 0.60|6.0   0   0|   0     0 |           | 11   32    1   18    0
Apr 10 14:47:13 ubuntu dstat.sh[64989]: 10-04 14:47:13| 80   9  11   0   0|1708M  522M  171M 5334M|  33k   28k|   0  1173k|   0   167 |9379    13k|1.74 1.13 0.60|6.0   0  20|   0     0 |           | 11   30    1   20    0
