Apr 29 21:40:41 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 29 21:40:41 ubuntu dstat.sh[65582]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 29 21:40:41 ubuntu dstat.sh[65582]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 29 21:40:41 ubuntu dstat.sh[65582]: 29-04 21:40:41|                   |1002M 1328M  163M 5131M|           |           |           |           |1.16 0.81 0.44|2.0   0    |           |           | 10    6    0   18    0
Apr 29 21:40:42 ubuntu dstat.sh[65582]: 29-04 21:40:42| 19  21  57   1   0|1007M 1323M  163M 5132M|  15k 8490B|   0  2067k|   0  83.0 |6085  4906 |1.16 0.81 0.44|1.5   0 386|   0     0 |           | 10    6    0   18    0
Apr 29 21:40:43 ubuntu dstat.sh[65582]: 29-04 21:40:43| 22  21  55   0   0|1006M 1324M  163M 5132M|  44k   15k|   0  3318k|   0  82.5 |5926  4596 |1.14 0.82 0.45|2.0   0 379|   0     0 |           | 10    6    0   17    0
Apr 29 21:40:44 ubuntu dstat.sh[65582]: 29-04 21:40:44| 29  20  49   1   0|1020M 1293M  163M 5148M| 179k   15k|   0  2104k|   0  56.0 |6085  5557 |1.14 0.82 0.45|2.0   0 258|   0     0 |           | 10    5    0   17    1
Apr 29 21:40:45 ubuntu dstat.sh[65582]: 29-04 21:40:45| 39  17  42   1   0|1149M 1148M  164M 5282M|5104B 1590B|   0  3272k|   0   206 |6313  8153 |1.14 0.82 0.45|3.0   0 149|   0     0 |           | 11    6    0   17    2
Apr 29 21:40:46 ubuntu dstat.sh[65582]: 29-04 21:40:46| 39  12  48   0   0|1169M 1112M  164M 5297M|4881B 1621B|   0  1393k|   0  38.0 |4005  2288 |1.14 0.82 0.45|3.0   0 105|   0     0 |           | 11    6    0   17    2
Apr 29 21:40:47 ubuntu dstat.sh[65582]: 29-04 21:40:47| 35  15  47   1   0|1206M 1050M  165M 5318M|4558B 1619B|  16k 3479k|1.00   125 |4791  3728 |1.14 0.82 0.45|3.0   0 171|   0     0 |           | 11    6    0   20    2
Apr 29 21:40:48 ubuntu dstat.sh[65582]: 29-04 21:40:48| 41   9  48   1   0|1244M  981M  166M 5344M|4543B 1614B|  16k 7743k|1.00   114 |3210  2068 |1.21 0.84 0.46|3.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 29 21:40:49 ubuntu dstat.sh[65582]: 29-04 21:40:49| 42   6  47   3   0|1265M  944M  167M 5357M|4744B 2154B|   0  9604k|   0   504 |5399  6390 |1.21 0.84 0.46|2.0   0  16|   0     0 |           | 11    9    0   20    2
Apr 29 21:40:50 ubuntu dstat.sh[65582]: 29-04 21:40:50| 29   9  48  13   0|1223M  997M  168M 5346M|9835B 3905B|   0    32M|   0  3031 |  13k   25k|1.21 0.84 0.46|1.0 1.0  47|   0     0 |           | 11    6    0   20    0
Apr 29 21:40:51 ubuntu dstat.sh[65582]: 29-04 21:40:51| 36  10  47   6   0|1158M 1058M  168M 5350M|9717B 3758B|   0    34M|   0  2513 |9417    17k|1.21 0.84 0.46|2.0   0 102|   0     0 |           | 11    5    0   20    0
Apr 29 21:40:52 ubuntu dstat.sh[65582]: 29-04 21:40:52| 41   9  49   0   0|1204M 1007M  168M 5353M|5163B 2124B|   0  1851k|   0  51.0 |3366  2024 |1.21 0.84 0.46|2.0   0  53|   0     0 |           | 11    5    0   20    0
Apr 29 21:40:53 ubuntu dstat.sh[65582]: 29-04 21:40:53| 41   7  48   1   0|1203M 1003M  168M 5358M|  10k 4172B|   0  9955k|   0   438 |9973    17k|1.28 0.85 0.46|3.0   0 6.0|   0     0 |           | 11    4    0   20    0
Apr 29 21:40:54 ubuntu dstat.sh[65582]: 29-04 21:40:54| 43  11  44   0   0|1153M 1052M  169M 5359M|4141B 1620B|   0  2000k|   0  68.0 |  11k   19k|1.28 0.85 0.46|2.0   0  23|   0     0 |           | 11    4    0   20    0
Apr 29 21:40:55 ubuntu dstat.sh[65582]: 29-04 21:40:55| 42   9  48   0   0|1165M 1052M  169M 5348M|4378B 1619B|   0   720k|   0  35.0 |3773  3072 |1.28 0.85 0.46|2.0   0  16|   0     0 |           | 11    4    0   20    0
Apr 29 21:40:56 ubuntu dstat.sh[65582]: 29-04 21:40:56| 38  14  48   0   0|1147M 1070M  169M 5348M|5029B 1462B|   0  4107B|   0  1.00 |4785  3238 |1.28 0.85 0.46|2.0   0 272|   0     0 |           | 11    4    0   20    0
Apr 29 21:40:57 ubuntu dstat.sh[65582]: 29-04 21:40:57|  9  22  66   0   0|1117M 1100M  169M 5348M|4677B 1619B|   0   951k|   0  59.0 |5592  4342 |1.28 0.85 0.46|1.0   0 340|   0     0 |           | 11    4    0   20    0
Apr 29 21:40:58 ubuntu dstat.sh[65582]: 29-04 21:40:58| 14  19  65   0   0|1096M 1121M  169M 5348M|4797B 1619B|   0    13M|   0  84.9 |5473  5155 |1.33 0.87 0.47|5.0   0 251|   0     0 |           | 11    4    0   20    0
Apr 29 21:40:59 ubuntu dstat.sh[65582]: 29-04 21:40:59| 36  15  48   0   0|1152M 1065M  169M 5348M|4449B 1455B|   0  4087B|   0  1.00 |5390  5527 |1.33 0.87 0.47|2.0   0 185|   0     0 |           | 11    5    0   20    0
Apr 29 21:41:00 ubuntu dstat.sh[65582]: 29-04 21:41:00| 46   5  49   0   0|1222M  994M  169M 5349M|7023B 1621B|   0   216k|   0  3.00 |2792  1228 |1.33 0.87 0.47|2.0   0   0|   0     0 |           | 11    5    0   20    0
Apr 29 21:41:01 ubuntu dstat.sh[65582]: 29-04 21:41:01| 43   9  46   1   0|1250M  965M  169M 5350M|6090B 1623B|   0  2886k|   0   281 |3988  4096 |1.33 0.87 0.47|4.0   0   0|   0     0 |           | 11    5    0   20    0
Apr 29 21:41:02 ubuntu dstat.sh[65582]: 29-04 21:41:02| 15   9  75   0   0|1251M  963M  169M 5351M|5270B 1710B|   0   726k|   0  19.0 |3619  4148 |1.33 0.87 0.47|  0   0 118|   0     0 |           | 11    4    0   20    0
