Mar 13 13:21:41 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 13 13:21:41 ubuntu dstat.sh[60157]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 13 13:21:41 ubuntu dstat.sh[60157]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 13 13:21:41 ubuntu dstat.sh[60157]: 13-03 13:21:41|                   |1019M 1536M  160M 4919M|           |           |           |           |1.44 0.89 0.51|1.0   0    |           |           | 10    2    0   17    0
Mar 13 13:21:42 ubuntu dstat.sh[60157]: 13-03 13:21:42| 10  20  68   0   0|1017M 1538M  160M 4919M|3476B 1404B|   0  2482k|   0   148 |5045  3395 |1.44 0.89 0.51|1.0   0 298|   0     0 |           | 10    2    0   17    0
Mar 13 13:21:43 ubuntu dstat.sh[60157]: 13-03 13:21:43|  9  20  69   0   0| 999M 1557M  160M 4919M|3186B  528B|   0  8193B|   0  75.0 |4980  3296 |1.44 0.89 0.51|1.0   0 289|   0     0 |           | 10    2    0   17    0
Mar 13 13:21:44 ubuntu dstat.sh[60157]: 13-03 13:21:44| 11  21  65   0   0| 955M 1600M  160M 4920M|3437B  756B|   0    24k|   0  6.00 |5760  5023 |1.44 0.89 0.51| 12   0 273|   0     0 |           | 10    2    0   17    0
Mar 13 13:21:45 ubuntu dstat.sh[60157]: 13-03 13:21:45| 15  18  65   0   0| 955M 1600M  160M 4920M|5153B 1563B|   0    16k|   0  3.99 |4993  4631 |1.44 0.89 0.51|1.0   0 230|   0     0 |           | 10    2    0   17    0
Mar 13 13:21:46 ubuntu dstat.sh[60157]: 13-03 13:21:46| 15  12  71   0   0|1064M 1491M  160M 5041M|5379B 2614B|   0     0 |   0     0 |4655  5830 |1.41 0.90 0.51|2.0   0  99|   0     0 |           | 11    5    0   17    0
Mar 13 13:21:47 ubuntu dstat.sh[60157]: 13-03 13:21:47| 31  12  56   0   0|1065M 1489M  160M 5042M|  11k 4022B|  16k 3592k|1.00  36.0 |3951  2293 |1.41 0.90 0.51|2.0   0 112|   0     0 |           | 11    4    0   17    0
Mar 13 13:21:48 ubuntu dstat.sh[60157]: 13-03 13:21:48| 29  13  57   0   0|1107M 1447M  160M 5042M|  19k 9680B|  32k 2421k|2.00  57.9 |4221  3178 |1.41 0.90 0.51|2.0   0 170|   0     0 |           | 11    5    0   19    0
Mar 13 13:21:49 ubuntu dstat.sh[60157]: 13-03 13:21:49| 29   5  65   0   0|1160M 1392M  161M 5043M|  38k   11k|   0  2464k|   0  42.9 |2435  1667 |1.41 0.90 0.51|1.0   0   0|   0     0 |           | 11    6    0   19    0
Mar 13 13:21:50 ubuntu dstat.sh[60157]: 13-03 13:21:50| 34   5  56   5   0|1207M 1340M  161M 5046M|  23k   11k|   0    17M|   0  1400 |6987    11k|1.41 0.90 0.51|2.0 1.0  10|   0     0 |           | 11    8    0   19    0
