Jun 14 08:15:46 jammy-provider-cloud-0000007211 systemd[1]: Started Devstack devstack@dstat.service.
Jun 14 08:15:46 jammy-provider-cloud-0000007211 dstat.sh[57069]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jun 14 08:15:46 jammy-provider-cloud-0000007211 dstat.sh[57069]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 14 08:15:46 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:46|                   | 941M 2055M  155M 4490M|           |           |           |           |1.03 0.91 0.50|2.0   0    |           |   0     0 |  9    3    4   17    0
Jun 14 08:15:47 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:47| 11  17  71   0   0| 944M 2052M  155M 4490M|8674B 1474B|   0  1093k|   0  48.9 |3241  5273 |1.03 0.91 0.50|1.5   0 464|   0     0 |   0     0 |  9    3    4   17    0
Jun 14 08:15:48 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:48| 12  20  68   0   0| 952M 2044M  155M 4490M|5884B 1697B|   0   224k|   0  33.4 |3480  6438 |1.11 0.93 0.50|2.0   0 408|   0     0 |   0     0 |  9    3    4   17    0
Jun 14 08:15:49 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:49| 18  14  66   0   0| 954M 2042M  155M 4492M|6380B 1694B|   0    16k|   0  4.00 |4381  9551 |1.11 0.93 0.50|1.0   0 226|   0     0 |   0     0 | 10    3    4   17    0
Jun 14 08:15:50 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:50|  1   2  97   0   0|1067M 1929M  155M 4612M|5093B 1509B|   0     0 |   0     0 | 806  1196 |1.11 0.93 0.50|  0   0   0|   0     0 |   0     0 | 10    3    4   17    0
Jun 14 08:15:51 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:51| 16  10  73   0   0|1076M 1920M  155M 4612M|  12k 1716B|  80k 5731k|1.00   258 |1921  2490 |1.11 0.93 0.50|1.0   0 140|   0     0 |   0     0 | 10    5    4   17    0
Jun 14 08:15:52 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:52| 20   8  72   0   0|1128M 1868M  155M 4613M|9542B 2063B| 228k  903k|14.0  26.0 |1854  2766 |1.11 0.93 0.50|2.0   0 146|   0     0 |   0     0 | 10    5    4   19    1
Jun 14 08:15:53 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:53| 24   2  73   1   0|1169M 1826M  155M 4614M|5973B 2153B| 156k 3209k|5.01   117 |1486  2382 |1.10 0.93 0.51|  0 1.0 1.0|   0     0 |   0     0 | 10    7    4   19    1
Jun 14 08:15:54 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:54| 12   7  68  13   0|1184M 1802M  156M 4622M|8620B 1513B|   0    31M|   0  2874 |  11k   25k|1.10 0.93 0.51|1.0 1.0  54|   0     0 |   0     0 | 10    7    4   19    1
Jun 14 08:15:55 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:55| 19   7  65   7   0|1113M 1870M  156M 4623M|6143B 1638B|   0    27M|   0  2039 |7226    15k|1.10 0.93 0.51|1.0   0  90|   0     0 |   0     0 | 10    5    4   19    1
Jun 14 08:15:56 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:56| 23   2  74   0   0|1176M 1807M  156M 4623M|4571B 1509B|   0   659k|   0  31.9 | 935  1203 |1.10 0.93 0.51|1.0   0   0|   0     0 |   0     0 | 10    5    4   19    1
Jun 14 08:15:57 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:57| 24   3  73   1   0|1135M 1848M  156M 4623M|4696B 1242B|   0  6969k|   0   382 |1440  2846 |1.10 0.93 0.51|1.0   0  10|   0     0 |   0     0 | 10    5    4   19    1
Jun 14 08:15:58 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:58| 25   1  73   0   0|1179M 1804M  156M 4623M|  42k 1350B|   0   236k|   0  17.0 |1027  1225 |1.09 0.93 0.51|2.0   0 2.0|   0     0 |   0     0 | 10    5    4   13    1
Jun 14 08:15:59 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:15:59| 14  19  66   0   0|1102M 1881M  156M 4623M|7362B 1482B|   0    56k|   0  6.01 |3234  6897 |1.09 0.93 0.51|1.0   0 431|   0     0 |   0     0 | 10    5    4   14    1
Jun 14 08:16:00 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:16:00| 15  16  68   0   0|1104M 1879M  156M 4624M|4742B 1134B|   0    32k|   0  8.00 |4686  8437 |1.09 0.93 0.51|5.0   0 363|   0     0 |   0     0 | 10    5    4   13    1
Jun 14 08:16:01 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:16:01| 39  11  49   0   0|1208M 1775M  156M 4624M|6154B 1563B| 100k    0 |1.00     0 |2677  5165 |1.09 0.93 0.51|2.0   0 159|   0     0 |   0     0 | 10    6    4   13    1
Jun 14 08:16:02 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:16:02| 48   3  49   0   0|1264M 1717M  156M 4625M|4071B 1568B| 589k   17M|14.0   350 |1430  1408 |1.09 0.93 0.51|2.0   0   0|   0     0 |   0     0 | 10    6    4   13    1
Jun 14 08:16:03 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:16:03| 29   8  63   0   0|1288M 1691M  156M 4627M|5360B 1618B|   0  1442k|   0  32.0 |1828  5586 |1.01 0.92 0.51|  0   0 118|   0     0 |   0     0 | 10    5    4   14    1
Jun 14 08:16:04 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:16:04|  0   1  99   0   0|1288M 1691M  156M 4627M|5391B 1641B|   0   364k|   0  4.00 | 571   899 |1.01 0.92 0.51|  0   0   0|   0     0 |   0     0 | 10    5    4   13    1
Jun 14 08:16:05 jammy-provider-cloud-0000007211 dstat.sh[57069]: 14-06 08:16:05| 15   4  81   0   0|1336M 1643M  156M 4627M|6396B 1621B|   0   564k|   0  36.0 |1293  1965 |1.01 0.92 0.51|1.0   0  21|   0     0 |   0     0 | 10    5    4   13    1
