Jun 11 10:11:42 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 11 10:11:43 ubuntu dstat.sh[64827]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 11 10:11:43 ubuntu dstat.sh[64827]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 11 10:11:43 ubuntu dstat.sh[64827]: 11-06 10:11:43|                   | 948M 1384M  163M 5132M|           |           |           |           |1.28 0.91 0.51|2.0   0    |           |           | 10    2    0   18    0
Jun 11 10:11:44 ubuntu dstat.sh[64827]: 11-06 10:11:44| 50  26  25   0   0| 968M 1353M  164M 5141M|4757B 1458B|   0  2632k|   0  58.0 |6891  5882 |1.28 0.91 0.51|3.0   0 607|   0     0 |           | 10    2    0   18    0
Jun 11 10:11:45 ubuntu dstat.sh[64827]: 11-06 10:11:45| 40  20  39   0   0| 992M 1314M  164M 5153M|  16k 7041B|   0  1763k|   0  43.0 |6406  5888 |1.28 0.91 0.51|3.0   0 487|   0     0 |           | 10    3    0   18    0
Jun 11 10:11:46 ubuntu dstat.sh[64827]: 11-06 10:11:46| 39  17  42   0   0|1017M 1290M  164M 5153M| 230k 8338B|   0   188k|   0  6.98 |6446  7951 |1.34 0.93 0.52|5.0   0 202|   0     0 |           | 10    4    0   18    0
Jun 11 10:11:47 ubuntu dstat.sh[64827]: 11-06 10:11:47| 32  11  54   0   0|1135M 1171M  164M 5275M|  22k 5606B|   0  4004k|   0  34.1 |4236  4166 |1.34 0.93 0.52|3.0   0 106|   0     0 |           | 11    7    0   18    0
Jun 11 10:11:48 ubuntu dstat.sh[64827]: 11-06 10:11:48| 26  12  61   0   0|1142M 1164M  164M 5275M|  34k   12k|   0  1319k|   0  44.0 |4104  2810 |1.34 0.93 0.52|1.0   0 170|   0     0 |           | 11   10    0   18    0
Jun 11 10:11:49 ubuntu dstat.sh[64827]: 11-06 10:11:49| 30   7  60   1   0|1207M 1098M  164M 5276M|  37k   16k|  32k 3631k|2.00  87.2 |2907  2405 |1.34 0.93 0.52|2.0   0  35|   0     0 |           | 11    8    0   20    0
Jun 11 10:11:50 ubuntu dstat.sh[64827]: 11-06 10:11:50| 35   3  59   1   0|1232M 1071M  165M 5277M|  43k   14k|   0  2869k|   0  53.9 |2427  1541 |1.34 0.93 0.52|2.0   0   0|   0     0 |           | 11    8    0   20    0
Jun 11 10:11:51 ubuntu dstat.sh[64827]: 11-06 10:11:51| 29   7  55   8   0|1232M 1063M  165M 5283M|  22k   13k|   0    21M|   0  1810 |9951    17k|1.47 0.96 0.54|2.0   0  28|   0     0 |           | 11    9    0   20    1
Jun 11 10:11:52 ubuntu dstat.sh[64827]: 11-06 10:11:52| 34   9  44  11   0|1219M 1045M  167M 5311M| 169k 7594B|   0    54M|   0  3883 |  15k   28k|1.47 0.96 0.54|2.0   0  55|   0     0 |           | 11    8    0   20    2
