Apr 24 03:22:06 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 24 03:22:06 ubuntu dstat.sh[65009]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 24 03:22:06 ubuntu dstat.sh[65009]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 24 03:22:06 ubuntu dstat.sh[65009]: 24-04 03:22:06|                   | 956M 1389M  164M 5117M|           |           |           |           |1.28 0.85 0.48|3.0 1.0    |           |           | 10    6    0   17    0
Apr 24 03:22:07 ubuntu dstat.sh[65009]: 24-04 03:22:07| 24  21  53   1   0| 979M 1366M  164M 5117M|  19k   11k|   0  2364k|   0  95.0 |5927  4769 |1.27 0.85 0.48|2.5 0.5 406|   0     0 |           | 10    6    0   17    0
Apr 24 03:22:08 ubuntu dstat.sh[65009]: 24-04 03:22:08| 22  22  55   1   0| 993M 1351M  164M 5118M|  40k   13k|   0  1968k|   0  81.5 |5724  4371 |1.26 0.85 0.48|2.0   0 378|   0     0 |           | 10    5    1   17    1
Apr 24 03:22:09 ubuntu dstat.sh[65009]: 24-04 03:22:09| 27  19  51   0   0| 993M 1334M  164M 5134M| 182k   15k|   0  1920k|   0  53.0 |5087  5112 |1.26 0.85 0.48|3.0   0 255|   0     0 |           | 10    5    1   17    1
Apr 24 03:22:10 ubuntu dstat.sh[65009]: 24-04 03:22:10| 39  14  43   0   0|1153M 1159M  165M 5268M|3831B 1663B|   0  1491k|   0  65.9 |5206  7463 |1.26 0.85 0.48|1.0   0 130|   0     0 |           | 11    4    1   17    2
Apr 24 03:22:11 ubuntu dstat.sh[65009]: 24-04 03:22:11| 37  11  50   0   0|1141M 1152M  166M 5284M|4521B 1695B|   0  1381k|   0  37.0 |3866  2445 |1.26 0.85 0.48|4.0   0 105|   0     0 |           | 11    6    1   17    2
Apr 24 03:22:12 ubuntu dstat.sh[65009]: 24-04 03:22:12| 35  14  47   1   0|1168M 1099M  166M 5306M|4273B 1530B|  16k 8718k|1.00   221 |4938  3858 |1.48 0.90 0.50|3.0   0 176|   0     0 |           | 11    6    1   19    2
Apr 24 03:22:13 ubuntu dstat.sh[65009]: 24-04 03:22:13| 41   7  49   1   0|1218M 1018M  168M 5333M|4680B 1620B|  16k 4200k|1.00  93.0 |2921  1976 |1.48 0.90 0.50|3.0   0   0|   0     0 |           | 11    6    1   19    2
Apr 24 03:22:14 ubuntu dstat.sh[65009]: 24-04 03:22:14| 39   5  52   2   0|1271M  972M  168M 5325M|  10k 4263B|   0  5077k|   0   311 |4074  4374 |1.48 0.90 0.50|1.0 1.0 4.0|   0     0 |           | 11    6    1   19    0
Apr 24 03:22:15 ubuntu dstat.sh[65009]: 24-04 03:22:15| 31   7  44  13   0|1256M  977M  169M 5333M|4765B 1457B|   0    36M|   0  3105 |  14k   26k|1.48 0.90 0.50|1.0 1.0  70|   0     0 |           | 11    6    1   19    0
Apr 24 03:22:16 ubuntu dstat.sh[65009]: 24-04 03:22:16| 38   9  48   4   0|1175M 1051M  170M 5339M|  11k 3970B|   0    30M|   0  2030 |8809    14k|1.48 0.90 0.50|3.0   0 119|   0     0 |           | 11    4    1   19    0
Apr 24 03:22:17 ubuntu dstat.sh[65009]: 24-04 03:22:17| 40   6  52   0   0|1228M  994M  170M 5342M|  11k 4394B|   0  1574k|   0  88.9 |2878  1706 |1.52 0.92 0.51|3.0   0  20|   0     0 |           | 11    5    1   19    0
Apr 24 03:22:18 ubuntu dstat.sh[65009]: 24-04 03:22:18| 45   7  46   0   0|1156M 1062M  170M 5344M|5333B 1872B|   0  1820k|   0   151 |  11k   19k|1.52 0.92 0.51|2.0   0  24|   0     0 |           | 11    4    1   19    0
Apr 24 03:22:19 ubuntu dstat.sh[65009]: 24-04 03:22:19| 42  11  46   0   0|1223M  995M  170M 5345M|4727B 1615B|   0  7591k|   0   315 |  13k   22k|1.52 0.92 0.51|3.0   0  19|   0     0 |           | 11    4    1   19    0
Apr 24 03:22:20 ubuntu dstat.sh[65009]: 24-04 03:22:20| 46   5  49   0   0|1204M 1027M  170M 5334M|4690B 1623B|   0   962k|   0  25.1 |3117  1631 |1.52 0.92 0.51|2.0   0  26|   0     0 |           | 11    4    1   19    0
Apr 24 03:22:21 ubuntu dstat.sh[65009]: 24-04 03:22:21| 20  22  57   0   0|1127M 1104M  170M 5334M|4398B 1621B|   0   212k|   0  9.00 |6358  5226 |1.52 0.92 0.51|1.0   0 516|   0     0 |           | 11    4    1   19    0
Apr 24 03:22:22 ubuntu dstat.sh[65009]: 24-04 03:22:22| 13  18  67   0   0|1116M 1114M  170M 5334M|4407B 1510B|   0  7028k|   0   326 |5911  6431 |1.48 0.92 0.51|1.0   0 313|   0     0 |           | 11    4    1   19    0
Apr 24 03:22:23 ubuntu dstat.sh[65009]: 24-04 03:22:23| 36  14  48   0   0|1145M 1085M  170M 5334M|4484B 1565B|   0  3302k|   0   215 |5899  6507 |1.48 0.92 0.51|2.0   0 193|   0     0 |           | 11    5    1   19    0
Apr 24 03:22:24 ubuntu dstat.sh[65009]: 24-04 03:22:24| 46   5  49   0   0|1200M 1030M  170M 5335M|4202B 1621B|   0   312k|   0  11.0 |2684  1106 |1.48 0.92 0.51|3.0   0   0|   0     0 |           | 11    5    1   19    0
Apr 24 03:22:25 ubuntu dstat.sh[65009]: 24-04 03:22:25| 44   9  48   0   0|1241M  987M  170M 5336M|4351B 1459B|   0   588k|   0  43.0 |2871  2631 |1.48 0.92 0.51|3.0   0   0|   0     0 |           | 11    5    1   19    0
Apr 24 03:22:26 ubuntu dstat.sh[65009]: 24-04 03:22:26| 13   8  77   0   0|1247M  980M  170M 5337M|4508B 1732B|   0  1792k|   0  92.8 |3047  3370 |1.48 0.92 0.51|2.0   0 118|   0     0 |           | 11    4    1   19    0
Apr 24 03:22:27 ubuntu dstat.sh[65009]: 24-04 03:22:27| 16   6  77   0   0|1297M  931M  170M 5337M|5058B 1458B|   0    23M|   0   135 |2324  2007 |1.44 0.93 0.52|1.0   0  23|   0     0 |           | 11    4    1   19    0
Apr 24 03:22:28 ubuntu dstat.sh[65009]: 24-04 03:22:28| 27   7  65   0   0|1357M  870M  170M 5337M|4889B 1458B|   0  1876k|   0   160 |2955  9914 |1.44 0.93 0.52|1.0   0  36|   0     0 |           | 11    4    1   20    0
Apr 24 03:22:29 ubuntu dstat.sh[65009]: 24-04 03:22:29| 22   2  73   1   0|1385M  843M  170M 5337M|5403B 1621B|   0  1529k|   0   242 |3291  4380 |1.44 0.93 0.52|1.0   0 1.0|   0     0 |           | 11   10    1   20    0
Apr 24 03:22:30 ubuntu dstat.sh[65009]: 24-04 03:22:30| 22   4  72   1   0|1308M  919M  170M 5337M|4858B 1619B|   0  2643k|   0   167 |2580  2345 |1.44 0.93 0.52|1.0   0  42|   0     0 |           | 11    4    1   15    0
Apr 24 03:22:31 ubuntu dstat.sh[65009]: 24-04 03:22:31| 20   2  77   0   0|1346M  880M  171M 5338M|6893B 3845B| 144k  973k|7.00  37.0 |1757  1348 |1.44 0.93 0.52|1.0   0   0|   0     0 |           | 11    9    1   15    0
Apr 24 03:22:32 ubuntu dstat.sh[65009]: 24-04 03:22:32| 22   4  72   1   0|1344M  882M  171M 5338M|7060B 3961B| 268k   38M|65.9   578 |3268  3180 |1.40 0.93 0.52|2.0   0 3.0|   0     0 |           | 11   29    1   15    0
Apr 24 03:22:33 ubuntu dstat.sh[65009]: 24-04 03:22:33| 18   7  75   0   0|1301M  926M  171M 5338M|8614B 5223B|   0  4057k|   0  92.0 |2580  2022 |1.40 0.93 0.52|2.0   0  43|   0     0 |           | 11   28    1   16    0
Apr 24 03:22:34 ubuntu dstat.sh[65009]: 24-04 03:22:34| 19   3  78   0   0|1340M  886M  171M 5338M|8710B 5711B|   0    48k|   0  4.01 |1753  1253 |1.40 0.93 0.52|1.0   0   0|   0     0 |           | 11   29    1   16    0
Apr 24 03:22:35 ubuntu dstat.sh[65009]: 24-04 03:22:35| 23  12  65   0   0|1335M  892M  171M 5338M|7835B 4395B|   0  2273k|   0  17.0 |3626  2721 |1.40 0.93 0.52|2.0   0 156|   0     0 |           | 11   28    1   17    0
Apr 24 03:22:36 ubuntu dstat.sh[65009]: 24-04 03:22:36| 35   5  56   0   0|1440M  786M  171M 5338M|8775B 5962B|   0  4084B|   0  1.00 |2498  1281 |1.40 0.93 0.52|1.0   0   0|   0     0 |           | 11   30    1   17    0
Apr 24 03:22:37 ubuntu dstat.sh[65009]: 24-04 03:22:37| 38   4  57   0   0|1440M  786M  171M 5338M|  20k   16k|   0  1163k|   0  27.1 |6430  8274 |1.45 0.94 0.53|2.0   0 1.0|   0     0 |           | 11   28    1   18    0
Apr 24 03:22:38 ubuntu dstat.sh[65009]: 24-04 03:22:38| 57  29  12   0   0|1461M  765M  171M 5338M|4742B 1620B|   0   724k|   0  22.0 |5668  4759 |1.45 0.94 0.53|6.0   0 578|   0     0 |           | 11   28    1   16    0
Apr 24 03:22:39 ubuntu dstat.sh[65009]: 24-04 03:22:39| 82  14   1   0   0|1676M  551M  171M 5338M|  12k 9708B|   0     0 |   0     0 |5004  2887 |1.45 0.94 0.53|6.0   0   0|   0     0 |           | 11   31    1   16    0
Apr 24 03:22:40 ubuntu dstat.sh[65009]: 24-04 03:22:40| 81  10   8   0   0|1727M  499M  171M 5338M|  39k   35k|   0   638k|   0  56.2 |7777    13k|1.45 0.94 0.53|5.0   0 6.0|   0     0 |           | 11   30    1   20    0
Apr 24 03:22:41 ubuntu dstat.sh[65009]: 24-04 03:22:41| 42  14  43   0   0|1532M  694M  171M 5338M|8638B 4928B|   0   351k|   0  29.9 |5183  5242 |1.45 0.94 0.53|2.0   0 309|   0     0 |           | 11   28    1   22    0
Apr 24 03:22:42 ubuntu dstat.sh[65009]: 24-04 03:22:42| 20   5  74   0   0|1511M  715M  171M 5338M|5946B 3540B|   0    48M|   0   265 |2372  1948 |1.41 0.95 0.53|1.0   0   0|   0     0 |           | 11   29    1   22    0
Apr 24 03:22:43 ubuntu dstat.sh[65009]: 24-04 03:22:43| 19   4  77   0   0|1458M  768M  171M 5338M|  10k 6446B|   0  1018k|   0  23.1 |3396  3672 |1.41 0.95 0.53|1.0   0  31|   0     0 |           | 11   28    1   23    0
Apr 24 03:22:44 ubuntu dstat.sh[65009]: 24-04 03:22:44| 20   5  73   0   0|1468M  758M  171M 5338M|5793B 1616B|   0   148k|   0  8.98 |2219  1559 |1.41 0.95 0.53|1.0   0  37|   0     0 |           | 11   28    1   23    0
Apr 24 03:22:45 ubuntu dstat.sh[65009]: 24-04 03:22:45| 15   4  81   0   0|1457M  769M  171M 5339M|  13k 7583B|   0   253k|   0  22.0 |2806  3103 |1.41 0.95 0.53|3.0   0   0|   0     0 |           | 11   29    1   23    0
Apr 24 03:22:46 ubuntu dstat.sh[65009]: 24-04 03:22:46| 11  19  68   0   0|1370M  855M  171M 5339M|7859B 2477B|   0  1264k|   0  82.0 |5026  3809 |1.41 0.95 0.53|2.0   0 263|   0     0 |           | 11   28    1   24    0
Apr 24 03:22:47 ubuntu dstat.sh[65009]: 24-04 03:22:47| 11  27  61   0   0|1368M  858M  171M 5339M|4821B 1459B|   0    36M|   0   201 |5884  4443 |1.38 0.95 0.53|3.0   0 476|   0     0 |           | 11   28    1   24    0
Apr 24 03:22:48 ubuntu dstat.sh[65009]: 24-04 03:22:48| 75  23   1   0   0|1552M  674M  171M 5339M|5049B 2307B|   0   832k|   0  17.0 |5116  3280 |1.38 0.95 0.53|4.0   0 300|   0     0 |           | 11   29    1   24    0
Apr 24 03:22:49 ubuntu dstat.sh[65009]: 24-04 03:22:49| 76  10  13   0   0|1661M  564M  171M 5339M|  34k   31k|   0  1679k|   0  82.8 |6482  8237 |1.38 0.95 0.53|4.0   0   0|   0     0 |           | 11   33    1   24    0
Apr 24 03:22:50 ubuntu dstat.sh[65009]: 24-04 03:22:50| 78  15   6   0   0|1578M  647M  171M 5339M|  24k   19k|   0   577k|   0  71.1 |8176    12k|1.38 0.95 0.53|6.0   0 143|   0     0 |           | 11   28    1   25    0
Apr 24 03:22:51 ubuntu dstat.sh[65009]: 24-04 03:22:51| 82  18   1   0   0|1630M  596M  171M 5339M|  11k 9315B|   0   248k|   0  13.0 |5498  3728 |1.38 0.95 0.53|4.0   0 167|   0     0 |           | 11   31    1   25    0
Apr 24 03:22:52 ubuntu dstat.sh[65009]: 24-04 03:22:52| 84  12   4   0   0|1722M  503M  171M 5339M|  33k   29k|   0   588k|   0  11.0 |7498  9077 |1.75 1.03 0.56|5.0   0  25|   0     0 |           | 11   33    1   26    0
Apr 24 03:22:53 ubuntu dstat.sh[65009]: 24-04 03:22:53| 62  15  21   0   0|1594M  631M  171M 5339M|  33k   28k|   0   644k|   0  39.0 |9049    13k|1.75 1.03 0.56|2.0   0 243|   0     0 |           | 11   28    1   30    0
Apr 24 03:22:54 ubuntu dstat.sh[65009]: 24-04 03:22:54| 41   8  49   0   0|1508M  717M  171M 5339M|5387B 2230B|   0  1929k|   0   115 |3149  1791 |1.75 1.03 0.56|1.0   0  30|   0     0 |           | 11   29    1   30    0
Apr 24 03:22:55 ubuntu dstat.sh[65009]: 24-04 03:22:55| 33   3  62   0   0|1514M  711M  171M 5340M|  19k   15k|   0   257k|   0  20.0 |4165  4674 |1.75 1.03 0.56|1.0   0   0|   0     0 |           | 11   29    1   30    0
Apr 24 03:22:56 ubuntu dstat.sh[65009]: 24-04 03:22:56| 55  23  22   0   0|1421M  803M  171M 5340M|9662B 5779B|   0   216k|   0  16.0 |5710  5050 |1.75 1.03 0.56|3.0   0 378|   0     0 |           | 11   28    1   31    0
Apr 24 03:22:57 ubuntu dstat.sh[65009]: 24-04 03:22:57| 53   7  39   0   0|1500M  725M  171M 5340M|  18k   15k|   0   359k|   0  7.98 |4560  3881 |1.77 1.05 0.57|3.0   0 1.0|   0     0 |           | 11   31    1   31    0
Apr 24 03:22:58 ubuntu dstat.sh[65009]: 24-04 03:22:58| 53  18  28   0   0|1464M  761M  171M 5340M|  19k   15k|   0   449k|   0  47.1 |7883  9944 |1.77 1.05 0.57|4.0   0 259|   0     0 |           | 11   28    1   32    0
Apr 24 03:22:59 ubuntu dstat.sh[65009]: 24-04 03:22:59| 75   9  15   0   0|1585M  640M  171M 5340M|  14k   12k|   0   180k|   0  9.99 |4930  2677 |1.77 1.05 0.57|2.0   0   0|   0     0 |           | 11   32    1   28    0
