May 13 17:44:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 13 17:44:51 ubuntu dstat.sh[64822]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 13 17:44:51 ubuntu dstat.sh[64822]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 13 17:44:51 ubuntu dstat.sh[64822]: 13-05 17:44:51|                   |1046M 1288M  163M 5129M|           |           |           |           |1.16 0.87 0.49|3.0   0    |           |           | 10    4    0   17    0
May 13 17:44:52 ubuntu dstat.sh[64822]: 13-05 17:44:52| 20  21  56   1   0|1042M 1292M  163M 5129M|  18k 9497B|   0  3048k|   0  91.9 |6286  5434 |1.16 0.87 0.49|2.0   0 472|   0     0 |           | 10    4    0   17    0
May 13 17:44:53 ubuntu dstat.sh[64822]: 13-05 17:44:53| 19  19  61   0   0|1008M 1325M  164M 5130M|  37k   10k|   0  1772k|   0  77.4 |6134  5766 |1.16 0.87 0.49|3.0   0 420|   0     0 |           | 10    6    0   17    0
May 13 17:44:54 ubuntu dstat.sh[64822]: 13-05 17:44:54| 31  17  51   1   0|1010M 1322M  164M 5130M|  19k   11k|   0  1685k|   0  49.0 |5594  7770 |1.16 0.87 0.49|3.0   0 289|   0     0 |           | 10    6    0   17    0
May 13 17:44:55 ubuntu dstat.sh[64822]: 13-05 17:44:55| 27  10  61   0   0|1120M 1211M  164M 5252M|  40k   12k|   0  1856k|   0  59.1 |4378  3889 |1.15 0.88 0.49|3.0   0 105|   0     0 |           | 11    7    0   17    1
May 13 17:44:56 ubuntu dstat.sh[64822]: 13-05 17:44:56| 30  14  54   1   0|1135M 1176M  164M 5271M| 172k 8670B|   0  2491k|   0  86.0 |4602  3489 |1.15 0.88 0.49|2.0   0 191|   0     0 |           | 11    6    0   19    2
May 13 17:44:57 ubuntu dstat.sh[64822]: 13-05 17:44:57| 41   7  48   0   0|1193M 1098M  165M 5287M|2390B    0 |  36k 6912k|2.99  85.6 |2988  2019 |1.15 0.88 0.49|2.0   0 1.0|   0     0 |           | 11    6    0   19    2
May 13 17:44:58 ubuntu dstat.sh[64822]: 13-05 17:44:58| 45   5  48   0   0|1218M 1055M  166M 5302M|2223B    0 |   0  2059k|   0  40.1 |2965  1888 |1.15 0.88 0.49|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 13 17:44:59 ubuntu dstat.sh[64822]: 13-05 17:44:59| 31   8  46  12   0|1237M 1004M  168M 5329M|2403B    0 |   0    40M|   0  3106 |  14k   25k|1.15 0.88 0.49|2.0 1.0  55|   0     0 |           | 11    8    0   19    2
May 13 17:45:00 ubuntu dstat.sh[64822]: 13-05 17:45:00| 40   7  43   8   0|1186M 1026M  169M 5355M|2534B    0 |   0    46M|   0  3265 |  11k   20k|1.22 0.89 0.50|2.0   0  42|   0     0 |           | 11    6    0   19    2
May 13 17:45:01 ubuntu dstat.sh[64822]: 13-05 17:45:01| 41   9  46   2   0|1260M  961M  170M 5344M|3334B  479B|   0    17M|   0  1115 |5461  6454 |1.22 0.89 0.50|3.0   0  65|   0     0 |           | 11    4    0   19    0
May 13 17:45:02 ubuntu dstat.sh[64822]: 13-05 17:45:02| 40   5  52   0   0|1289M  927M  170M 5349M|8409B 2284B|   0  2548k|   0   156 |2959  1864 |1.22 0.89 0.50|3.0   0  33|   0     0 |           | 11    4    0   19    0
May 13 17:45:03 ubuntu dstat.sh[64822]: 13-05 17:45:03| 43   6  49   1   0|1298M  916M  170M 5350M|6759B 1272B|   0  8160k|   0   584 |3626  2950 |1.22 0.89 0.50|2.0   0  29|   0     0 |           | 11    5    0   19    0
May 13 17:45:04 ubuntu dstat.sh[64822]: 13-05 17:45:04| 42   7  50   1   0|1322M  886M  170M 5355M|5734B 1777B|   0  2637k|   0   278 |  11k   19k|1.22 0.89 0.50|3.0   0  11|   0     0 |           | 11    4    0   19    0
May 13 17:45:05 ubuntu dstat.sh[64822]: 13-05 17:45:05| 39  15  45   0   0|1282M  925M  170M 5355M|3125B    0 |   0    92k|   0  2.00 |  12k   19k|1.28 0.91 0.51|3.0   0 251|   0     0 |           | 11    4    0   19    0
May 13 17:45:06 ubuntu dstat.sh[64822]: 13-05 17:45:06| 31  26  43   0   0|1150M 1069M  170M 5345M|3261B    0 |   0  2699k|   0   174 |7146  7571 |1.28 0.91 0.51|3.0   0 523|   0     0 |           | 11    4    0   19    0
May 13 17:45:07 ubuntu dstat.sh[64822]: 13-05 17:45:07| 44  16  38   0   0|1181M 1038M  170M 5345M|2519B    0 |   0  4206k|   0   136 |5253  5641 |1.28 0.91 0.51|2.0   0 259|   0     0 |           | 11    5    0   19    0
