Jun 26 02:34:08 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 26 02:34:08 ubuntu dstat.sh[65661]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 26 02:34:08 ubuntu dstat.sh[65661]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 26 02:34:08 ubuntu dstat.sh[65661]: 26-06 02:34:08|                   | 999M 1364M  164M 5097M|           |           |           |           |1.32 0.73 0.44|3.0   0    |           |           | 10    4    0   18    0
Jun 26 02:34:09 ubuntu dstat.sh[65661]: 26-06 02:34:09|  9  20  68   0   0|1001M 1363M  164M 5097M|  11k 1721B|   0  4086k|   0   101 |5020  3340 |1.31 0.74 0.44|3.0   0 278|   0     0 |           | 10    4    0   18    0
Jun 26 02:34:10 ubuntu dstat.sh[65661]: 26-06 02:34:10| 22  22  54   0   0| 979M 1383M  164M 5098M|  29k   12k|   0  1342k|   0  70.4 |5320  3661 |1.29 0.74 0.45|3.0   0 322|   0     0 |           | 10    6    0   18    0
Jun 26 02:34:11 ubuntu dstat.sh[65661]: 26-06 02:34:11| 24  20  54   1   0| 962M 1399M  164M 5099M|  39k   17k|   0  2032k|   0  65.1 |5506  4544 |1.29 0.74 0.45|1.0   0 272|   0     0 |           | 10    5    0   18    1
Jun 26 02:34:12 ubuntu dstat.sh[65661]: 26-06 02:34:12| 31  17  51   0   0| 977M 1384M  165M 5122M|  40k   13k|   0  1534k|   0  50.9 |6387  6773 |1.29 0.74 0.45|2.0   0 239|   0     0 |           | 11    5    0   18    1
Jun 26 02:34:13 ubuntu dstat.sh[65661]: 26-06 02:34:13| 26   9  64   0   0|1096M 1264M  165M 5221M|  25k   14k|   0  1767k|   0  55.1 |3423  2558 |1.29 0.74 0.45|2.0   0  92|   0     0 |           | 11    7    0   18    1
Jun 26 02:34:14 ubuntu dstat.sh[65661]: 26-06 02:34:14| 33  13  51   1   0|1103M 1233M  165M 5244M| 171k 8958B|   0  9138k|   0   652 |5116  3589 |1.35 0.76 0.46|3.0   0 195|   0     0 |           | 11    6    0   20    2
Jun 26 02:34:15 ubuntu dstat.sh[65661]: 26-06 02:34:15| 42   6  48   1   0|1160M 1155M  166M 5261M|4737B 1619B|  32k 3605k|2.00  72.9 |2988  1934 |1.35 0.76 0.46|3.0   0   0|   0     0 |           | 11    6    0   20    2
Jun 26 02:34:16 ubuntu dstat.sh[65661]: 26-06 02:34:16| 44   5  48   0   0|1189M 1101M  167M 5283M|5537B 1662B|   0  2484k|   0   138 |3031  1808 |1.35 0.76 0.46|4.0   0   0|   0     0 |           | 11    6    0   20    2
Jun 26 02:34:17 ubuntu dstat.sh[65661]: 26-06 02:34:17| 31   8  45  13   0|1198M 1067M  168M 5303M|5321B 1464B|   0    41M|   0  2764 |  14k   24k|1.35 0.76 0.46|4.0 1.0  53|   0     0 |           | 11    8    0   20    2
Jun 26 02:34:18 ubuntu dstat.sh[65661]: 26-06 02:34:18| 37  10  43   8   0|1143M 1091M  170M 5330M|5521B 1620B|   0    44M|   0  2711 |  12k   21k|1.35 0.76 0.46|4.0   0  75|   0     0 |           | 11    6    0   20    2
Jun 26 02:34:19 ubuntu dstat.sh[65661]: 26-06 02:34:19| 43   7  49   0   0|1141M 1101M  170M 5321M|5184B 1931B|   0  3181k|   0   178 |3320  2116 |1.40 0.78 0.47|3.0   0  32|   0     0 |           | 11    4    0   20    0
Jun 26 02:34:20 ubuntu dstat.sh[65661]: 26-06 02:34:20| 40   6  52   1   0|1222M 1019M  170M 5321M|  11k 4557B|   0  7726k|   0   395 |3614  3341 |1.40 0.78 0.47|3.0   0  33|   0     0 |           | 11    5    0   20    0
Jun 26 02:34:21 ubuntu dstat.sh[65661]: 26-06 02:34:21| 43   8  47   0   0|1198M 1036M  171M 5327M|4638B 1632B|   0  2028k|   0  65.0 |5574  6851 |1.40 0.78 0.47|6.0   0  18|   0     0 |           | 11    4    0   20    0
Jun 26 02:34:22 ubuntu dstat.sh[65661]: 26-06 02:34:22| 44   9  46   0   0|1223M 1010M  171M 5328M|4818B 1502B|   0    88k|   0  1.00 |  11k   18k|1.40 0.78 0.47|4.0   0  13|   0     0 |           | 11    4    0   20    0
