Jun 19 01:21:39 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 19 01:21:39 ubuntu dstat.sh[65271]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 19 01:21:39 ubuntu dstat.sh[65271]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 19 01:21:39 ubuntu dstat.sh[65271]: 19-06 01:21:39|                   | 960M 1385M  164M 5114M|           |           |           |           |1.30 0.86 0.45|1.0   0    |           |           | 10    4    0   17    0
Jun 19 01:21:40 ubuntu dstat.sh[65271]: 19-06 01:21:40| 18  20  61   0   0| 972M 1374M  164M 5114M|  21k 7054B|   0  1812k|   0  71.0 |6475  5601 |1.30 0.86 0.45|1.0   0 525|   0     0 |           | 10    4    0   17    0
Jun 19 01:21:41 ubuntu dstat.sh[65271]: 19-06 01:21:41| 22  18  58   0   0| 983M 1361M  164M 5114M|  36k   10k|   0  2643k|   0   103 |6430  5830 |1.30 0.86 0.45|2.0   0 451|   0     0 |           | 10    6    0   17    0
Jun 19 01:21:42 ubuntu dstat.sh[65271]: 19-06 01:21:42| 27  16  56   0   0|1014M 1330M  164M 5147M|  23k   12k|   0  1607k|   0  51.0 |6585  8886 |1.30 0.86 0.45|3.0   0 245|   0     0 |           | 11    6    0   17    0
Jun 19 01:21:43 ubuntu dstat.sh[65271]: 19-06 01:21:43| 14   5  79   0   0|1102M 1242M  165M 5237M|  37k   10k|   0  1101k|   0  36.0 |2378  2143 |1.27 0.86 0.45|2.0   0  67|   0     0 |           | 11    8    0   17    0
Jun 19 01:21:44 ubuntu dstat.sh[65271]: 19-06 01:21:44| 30  11  58   0   0|1124M 1218M  165M 5237M|  17k   10k|   0  1268k|   0  49.0 |3976  2852 |1.27 0.86 0.45|1.0   0 175|   0     0 |           | 11    7    0   17    1
Jun 19 01:21:45 ubuntu dstat.sh[65271]: 19-06 01:21:45| 33   7  59   1   0|1183M 1142M  165M 5254M| 180k   14k|  32k 2880k|1.99  65.8 |3242  2244 |1.27 0.86 0.45|2.0   0  41|   0     0 |           | 11    6    0   19    2
Jun 19 01:21:46 ubuntu dstat.sh[65271]: 19-06 01:21:46| 44   6  48   0   0|1222M 1083M  166M 5271M|4406B  971B|   0  6923k|   0   201 |3102  1952 |1.27 0.86 0.45|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 19 01:21:47 ubuntu dstat.sh[65271]: 19-06 01:21:47| 37   7  46   9   0|1233M 1046M  167M 5293M|4583B  974B|   0    38M|   0  2505 |  12k   21k|1.27 0.86 0.45|1.0 1.0  47|   0     0 |           | 11    8    0   19    2
Jun 19 01:21:48 ubuntu dstat.sh[65271]: 19-06 01:21:48| 38   8  44  10   0|1149M 1104M  169M 5316M|5172B  972B|   0    48M|   0  3440 |  14k   24k|1.41 0.90 0.47|3.0   0  88|   0     0 |           | 11    6    0   19    2
Jun 19 01:21:49 ubuntu dstat.sh[65271]: 19-06 01:21:49| 44   6  49   1   0|1217M 1017M  170M 5330M|5079B 1080B|   0  3251k|   0   181 |3383  2278 |1.41 0.90 0.47|3.0   0  23|   0     0 |           | 11    6    0   19    2
Jun 19 01:21:50 ubuntu dstat.sh[65271]: 19-06 01:21:50| 45   5  48   2   0|1239M  968M  171M 5354M|3502B  972B|   0    11M|   0   743 |4028  3948 |1.41 0.90 0.47|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 19 01:21:51 ubuntu dstat.sh[65271]: 19-06 01:21:51| 43   8  49   1   0|1231M  991M  171M 5338M|4676B 1453B|   0  1297k|   0  74.0 |3232  2024 |1.41 0.90 0.47|2.0   0  29|   0     0 |           | 11    4    0   19    0
Jun 19 01:21:52 ubuntu dstat.sh[65271]: 19-06 01:21:52| 39   5  55   0   0|1264M  953M  171M 5343M|  10k 4114B|   0  1989k|   0   112 |2792  1670 |1.41 0.90 0.47|3.0   0  18|   0     0 |           | 11    4    0   19    0
Jun 19 01:21:53 ubuntu dstat.sh[65271]: 19-06 01:21:53| 33  22  43   0   0|1235M  979M  171M 5345M|3923B  975B|   0    24k|   0  6.02 |  13k   20k|1.46 0.91 0.48|2.0   0 443|   0     0 |           | 11    4    0   19    0
Jun 19 01:21:54 ubuntu dstat.sh[65271]: 19-06 01:21:54| 36  23  40   0   0|1200M 1014M  171M 5346M|4009B 1080B|   0   112k|   0  7.00 |  15k   26k|1.46 0.91 0.48|3.0   0 385|   0     0 |           | 11    4    0   19    0
Jun 19 01:21:55 ubuntu dstat.sh[65271]: 19-06 01:21:55| 59  15  25   0   0|1210M 1011M  171M 5339M|3886B 1082B|   0  3702k|   0   313 |4242  2715 |1.46 0.91 0.48|3.0   0 143|   0     0 |           | 11    5    0   19    0
Jun 19 01:21:56 ubuntu dstat.sh[65271]: 19-06 01:21:56| 66   7  27   0   0|1252M  968M  171M 5339M|4137B 1080B|   0  1396k|   0  57.0 |4006  1761 |1.46 0.91 0.48|3.0   0  74|   0     0 |           | 11    5    0   19    0
Jun 19 01:21:57 ubuntu dstat.sh[65271]: 19-06 01:21:57| 43   9  46   0   0|1259M  959M  171M 5342M|3880B 1122B|   0  2464k|   0   184 |4812  5955 |1.46 0.91 0.48|1.0   0  16|   0     0 |           | 11    4    0   20    0
Jun 19 01:21:58 ubuntu dstat.sh[65271]: 19-06 01:21:58| 13   9  76   0   0|1305M  913M  171M 5342M|3905B 1012B|   0  2332k|   0   144 |3311  3011 |1.34 0.90 0.47|2.0   0 128|   0     0 |           | 11    4    0   20    0
Jun 19 01:21:59 ubuntu dstat.sh[65271]: 19-06 01:21:59| 22   4  74   0   0|1363M  855M  171M 5342M|3819B 1080B|   0    36k|   0  4.00 |1833  1354 |1.34 0.90 0.47|2.0   0   0|   0     0 |           | 11    4    0   20    0
Jun 19 01:22:00 ubuntu dstat.sh[65271]: 19-06 01:22:00| 24   2  73   0   0|1378M  840M  171M 5342M|4493B 1081B|   0   696k|   0  53.0 |2426  2299 |1.34 0.90 0.47|  0 1.0 1.0|   0     0 |           | 11   10    0   20    0
