May 26 08:13:57 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 26 08:13:57 ubuntu dstat.sh[66410]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 26 08:13:57 ubuntu dstat.sh[66410]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 26 08:13:57 ubuntu dstat.sh[66410]: 26-05 08:13:57|                   |1039M 1270M  165M 5149M|           |           |           |           |1.56 0.97 0.52|2.0   0    |           |           | 10    5    0   18    0
May 26 08:13:58 ubuntu dstat.sh[66410]: 26-05 08:13:58| 15  21  62   1   0|1040M 1269M  165M 5149M|  42k   14k|   0  3846k|   0   111 |6582  5736 |1.56 0.97 0.52|2.0   0 502|   0     0 |           | 10    6    0   18    0
May 26 08:13:59 ubuntu dstat.sh[66410]: 26-05 08:13:59| 28  20  51   1   0|1025M 1283M  165M 5150M|  25k   15k|   0  2045k|   0  89.5 |6332  5826 |1.56 0.97 0.52|1.0   0 422|   0     0 |           | 10    6    0   17    0
May 26 08:14:00 ubuntu dstat.sh[66410]: 26-05 08:14:00| 31  15  52   1   0|1019M 1288M  166M 5150M|  44k   15k|   0  3443k|   0   129 |6891  7684 |1.56 0.97 0.52|3.0   0 260|   0     0 |           | 10    6    0   17    0
May 26 08:14:01 ubuntu dstat.sh[66410]: 26-05 08:14:01| 27   9  62   1   0|1132M 1152M  166M 5293M| 176k 9479B|   0  2408k|   0  83.0 |4091  3829 |1.67 1.01 0.54|2.0   0  93|   0     0 |           | 11    7    0   17    1
May 26 08:14:02 ubuntu dstat.sh[66410]: 26-05 08:14:02| 38  12  48   0   0|1122M 1139M  167M 5313M|4995B 1591B|   0  2062k|   0  64.1 |4749  3465 |1.67 1.01 0.54|4.0   0 200|   0     0 |           | 11    6    0   19    2
May 26 08:14:03 ubuntu dstat.sh[66410]: 26-05 08:14:03| 43   6  48   1   0|1196M 1043M  168M 5332M|4983B 1660B|  32k 2836k|2.00  62.9 |3096  1893 |1.67 1.01 0.54|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 26 08:14:04 ubuntu dstat.sh[66410]: 26-05 08:14:04| 44   6  48   1   0|1238M  984M  169M 5346M|4706B 1285B|   0  8267k|   0   191 |3705  3013 |1.67 1.01 0.54|1.0 1.0 1.0|   0     0 |           | 11    8    0   19    2
May 26 08:14:05 ubuntu dstat.sh[66410]: 26-05 08:14:05| 33   7  45  13   0|1244M  940M  171M 5379M|4103B  757B|   0    53M|   0  4289 |  16k   31k|1.67 1.01 0.54|4.0   0  66|   0     0 |           | 11    8    0   19    2
May 26 08:14:06 ubuntu dstat.sh[66410]: 26-05 08:14:06| 41  10  46   3   0|1225M  972M  171M 5365M|5830B 2046B|   0    34M|   0  2370 |9280    14k|1.86 1.06 0.56|2.0   0 110|   0     0 |           | 11    4    0   19    0
May 26 08:14:07 ubuntu dstat.sh[66410]: 26-05 08:14:07| 40   6  54   0   0|1264M  927M  171M 5370M|  11k 4180B|   0  2582k|   0   117 |2893  1866 |1.86 1.06 0.56|3.0   0  18|   0     0 |           | 11    4    0   19    0
May 26 08:14:08 ubuntu dstat.sh[66410]: 26-05 08:14:08| 45   8  46   0   0|1268M  920M  171M 5372M|4417B 1296B|   0   872k|   0  48.0 |  12k   20k|1.86 1.06 0.56|4.0   0  24|   0     0 |           | 11    4    0   19    0
May 26 08:14:09 ubuntu dstat.sh[66410]: 26-05 08:14:09| 42   9  45   1   0|1317M  871M  171M 5372M|5751B 1617B|   0  8882k|   0   486 |  12k   21k|1.86 1.06 0.56|2.0   0  13|   0     0 |           | 11    4    0   19    0
May 26 08:14:10 ubuntu dstat.sh[66410]: 26-05 08:14:10| 41  11  49   0   0|1214M  983M  171M 5365M|5832B 1623B|   0   730k|   0  44.1 |4036  2729 |1.86 1.06 0.56|3.0   0 162|   0     0 |           | 11    4    0   19    0
May 26 08:14:11 ubuntu dstat.sh[66410]: 26-05 08:14:11| 26  22  50   0   0|1174M 1023M  171M 5365M|6403B 1565B|   0    44k|   0  11.0 |6440  5362 |1.87 1.07 0.56|1.0   0 543|   0     0 |           | 11    4    0   19    0
May 26 08:14:12 ubuntu dstat.sh[66410]: 26-05 08:14:12| 22  15  61   0   0|1167M 1029M  171M 5365M|5445B 1511B|   0  8186B|   0  2.00 |6182  7336 |1.87 1.07 0.56|3.0   0 225|   0     0 |           | 11    4    0   19    0
May 26 08:14:13 ubuntu dstat.sh[66410]: 26-05 08:14:13| 46   8  45   0   0|1220M  976M  171M 5365M|4798B 1619B|   0     0 |   0     0 |3393  1909 |1.87 1.07 0.56|2.0   0  84|   0     0 |           | 11    5    0   19    0
May 26 08:14:14 ubuntu dstat.sh[66410]: 26-05 08:14:14| 45   7  49   0   0|1252M  943M  171M 5366M|4081B 1621B|   0    14M|   0   317 |2928  1471 |1.87 1.07 0.56|2.0   0   0|   0     0 |           | 11    5    0   19    0
May 26 08:14:15 ubuntu dstat.sh[66410]: 26-05 08:14:15| 37   9  53   0   0|1272M  921M  171M 5368M|4625B 1622B|   0  3688k|   0   204 |4654  4828 |1.87 1.07 0.56|1.0   0 117|   0     0 |           | 11    4    0   20    0
May 26 08:14:16 ubuntu dstat.sh[66410]: 26-05 08:14:16|  3   3  94   0   0|1268M  925M  171M 5368M|4730B 1617B|   0   635k|   0  35.9 |1418  1906 |1.72 1.05 0.56|1.0   0  24|   0     0 |           | 11    4    0   20    0
May 26 08:14:17 ubuntu dstat.sh[66410]: 26-05 08:14:17| 27   6  66   0   0|1340M  854M  171M 5368M|5294B 1619B|   0   112k|   0  4.00 |2923    10k|1.72 1.05 0.56|1.0   0  36|   0     0 |           | 11    4    0   21    0
May 26 08:14:18 ubuntu dstat.sh[66410]: 26-05 08:14:18| 24   2  74   0   0|1364M  829M  171M 5368M|4641B 1459B|   0     0 |   0     0 |1693  1094 |1.72 1.05 0.56|1.0   0   0|   0     0 |           | 11    4    0   21    0
May 26 08:14:19 ubuntu dstat.sh[66410]: 26-05 08:14:19| 21   6  70   1   0|1300M  892M  172M 5368M|4801B 1620B|   0    20M|   0   314 |4448  5492 |1.72 1.05 0.56|1.0   0  49|   0     0 |           | 11    4    0   22    0
May 26 08:14:20 ubuntu dstat.sh[66410]: 26-05 08:14:20| 22   4  73   0   0|1352M  841M  172M 5368M|4638B 1458B| 144k 2932k|7.00   151 |2020  1819 |1.72 1.05 0.56|1.0   0   0|   0     0 |           | 11    4    0   22    0
May 26 08:14:21 ubuntu dstat.sh[66410]: 26-05 08:14:21| 20   2  78   0   0|1365M  828M  172M 5369M|6787B 3747B|   0   532k|   0  8.00 |1939  1591 |1.66 1.05 0.56|1.0 1.0 1.0|   0     0 |           | 11   11    0   22    0
May 26 08:14:22 ubuntu dstat.sh[66410]: 26-05 08:14:22| 21   2  75   1   0|1365M  827M  172M 5369M|  10k 7279B| 268k 1447k|66.0   102 |2800  2769 |1.66 1.05 0.56|1.0   0 3.0|   0     0 |           | 11   28    0   23    0
May 26 08:14:23 ubuntu dstat.sh[66410]: 26-05 08:14:23| 20   5  74   0   0|1389M  803M  172M 5369M|4631B 1512B|   0     0 |   0     0 |2173  1539 |1.66 1.05 0.56|2.0   0  42|   0     0 |           | 11   28    0   17    0
May 26 08:14:24 ubuntu dstat.sh[66410]: 26-05 08:14:24| 16   4  78   0   0|1389M  803M  172M 5369M|  11k 8007B|   0    32M|   0   176 |2498  2274 |1.66 1.05 0.56|1.0   0 5.0|   0     0 |           | 11   28    0   18    0
May 26 08:14:25 ubuntu dstat.sh[66410]: 26-05 08:14:25| 36  12  51   0   0|1453M  739M  172M 5369M|3491B  972B|   0    12k|   0  3.00 |3730  2345 |1.66 1.05 0.56|2.0   0 151|   0     0 |           | 11   28    0   18    0
May 26 08:14:26 ubuntu dstat.sh[66410]: 26-05 08:14:26| 33   4  62   0   0|1472M  720M  172M 5369M|  16k   13k|   0  2304k|   0  16.0 |4012  4356 |1.69 1.07 0.57|2.0   0 1.0|   0     0 |           | 11   30    0   18    0
May 26 08:14:27 ubuntu dstat.sh[66410]: 26-05 08:14:27| 45  18  36   0   0|1372M  820M  172M 5369M|  11k 8170B|   0  3259k|   0  84.9 |6739  7871 |1.69 1.07 0.57|6.0   0 439|   0     0 |           | 11   28    0   19    0
May 26 08:14:28 ubuntu dstat.sh[66410]: 26-05 08:14:28| 84  16   0   0   0|1625M  567M  172M 5369M|4287B 1461B|   0    12k|   0  3.01 |5077  3129 |1.69 1.07 0.57|6.0   0 138|   0     0 |           | 11   28    0   19    0
