Mar 10 18:00:09 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 10 18:00:09 ubuntu dstat.sh[59650]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 10 18:00:09 ubuntu dstat.sh[59650]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 10 18:00:09 ubuntu dstat.sh[59650]: 10-03 18:00:09|                   | 937M 1658M  158M 4885M|           |           |           |           |1.56 0.96 0.50|2.0   0    |           |           | 10    3    0   17    0
Mar 10 18:00:10 ubuntu dstat.sh[59650]: 10-03 18:00:10| 10  21  67   0   0| 944M 1651M  158M 4885M|  10k 3770B|   0  1246k|   0  53.9 |5423  3984 |1.56 0.96 0.50|2.0   0 308|   0     0 |           | 10    4    0   17    0
Mar 10 18:00:11 ubuntu dstat.sh[59650]: 10-03 18:00:11| 10  20  68   1   0| 953M 1643M  158M 4885M|  15k 2688B|   0   313k|   0  37.5 |5296  3690 |1.56 0.96 0.50|4.0   0 306|   0     0 |           | 10    4    0   17    0
Mar 10 18:00:12 ubuntu dstat.sh[59650]: 10-03 18:00:12| 26  20  52   0   0| 973M 1622M  158M 4885M|  20k   10k|   0  1140k|   0  37.0 |5872  5696 |1.56 0.96 0.50|3.0   0 334|   0     0 |           | 10    5    0   17    0
Mar 10 18:00:13 ubuntu dstat.sh[59650]: 10-03 18:00:13| 31  18  49   0   0|1054M 1539M  158M 4976M|  40k   13k|   0  2435k|   0  55.8 |7710    17k|1.51 0.96 0.50|4.0   0 247|   0     0 |           | 11    6    0   18    0
Mar 10 18:00:14 ubuntu dstat.sh[59650]: 10-03 18:00:14| 21   8  70   0   0|1103M 1490M  159M 5008M|  22k   14k|  16k 1663k|1.00  49.0 |2947  2336 |1.51 0.96 0.50|2.0   0  80|   0     0 |           | 11    8    0   18    0
Mar 10 18:00:15 ubuntu dstat.sh[59650]: 10-03 18:00:15| 29  13  57   1   0|1136M 1456M  159M 5008M|  42k   13k|   0  1881k|   0  63.3 |4123  2759 |1.51 0.96 0.50|2.0   0 156|   0     0 |           | 11    7    0   17    1
Mar 10 18:00:16 ubuntu dstat.sh[59650]: 10-03 18:00:16| 37   8  52   1   0|1179M 1390M  159M 5029M| 173k 8548B|  32k 3795k|1.99   106 |3681  2600 |1.51 0.96 0.50|3.0   0  51|   0     0 |           | 11    6    0   19    2
Mar 10 18:00:17 ubuntu dstat.sh[59650]: 10-03 18:00:17| 45   6  48   0   0|1222M 1322M  160M 5050M|5048B 1455B|   0  4846k|   0   224 |3132  1884 |1.51 0.96 0.50|3.0   0   0|   0     0 |           | 11    6    0   19    2
Mar 10 18:00:18 ubuntu dstat.sh[59650]: 10-03 18:00:18| 36   8  47   8   0|1240M 1277M  162M 5074M|4952B 1673B|   0    39M|   0  2620 |  11k   20k|1.47 0.96 0.50| 10   0  46|   0     0 |           | 11    8    0   19    2
Mar 10 18:00:19 ubuntu dstat.sh[59650]: 10-03 18:00:19| 38   7  44   8   0|1164M 1334M  163M 5089M|5010B 1511B|   0    47M|   0  3416 |  12k   23k|1.47 0.96 0.50|4.0   0  36|   0     0 |           | 11    6    0   19    2
Mar 10 18:00:20 ubuntu dstat.sh[59650]: 10-03 18:00:20| 41   9  48   1   0|1237M 1234M  164M 5113M|5296B 1557B|   0  3202k|   0   201 |3785  2642 |1.47 0.96 0.50|3.0   0  75|   0     0 |           | 11    6    0   19    2
Mar 10 18:00:21 ubuntu dstat.sh[59650]: 10-03 18:00:21| 41   5  52   2   0|1212M 1269M  165M 5101M|  11k 4350B|   0  9442k|   0   635 |3716  3695 |1.47 0.96 0.50|4.0   0 2.0|   0     0 |           | 11    4    0   19    0
Mar 10 18:00:22 ubuntu dstat.sh[59650]: 10-03 18:00:22| 40   6  53   0   0|1250M 1232M  165M 5101M|8481B 3310B|   0   586k|   0  35.1 |3070  1854 |1.47 0.96 0.50|1.0   0  44|   0     0 |           | 11    5    0   19    0
Mar 10 18:00:23 ubuntu dstat.sh[59650]: 10-03 18:00:23| 43   6  49   0   0|1286M 1190M  165M 5107M|5489B 1591B|   0  1477k|   0  67.1 |2981  1649 |1.51 0.98 0.51|3.0   0 3.0|   0     0 |           | 11    4    0   19    0
Mar 10 18:00:24 ubuntu dstat.sh[59650]: 10-03 18:00:24| 31  17  52   0   0|1183M 1285M  165M 5112M|  11k 4674B|   0  1225k|   0  64.1 |6805  7644 |1.51 0.98 0.51|3.0   0 278|   0     0 |           | 11    4    0   19    0
Mar 10 18:00:25 ubuntu dstat.sh[59650]: 10-03 18:00:25| 31  27  40   0   0|1165M 1302M  165M 5112M|4247B 1566B|   0   124k|   0  11.0 |  20k   33k|1.51 0.98 0.51|3.0   0 424|   0     0 |           | 11    4    0   19    0
Mar 10 18:00:26 ubuntu dstat.sh[59650]: 10-03 18:00:26| 39  21  39   0   0|1143M 1337M  165M 5102M|4972B 1612B|   0  2225k|   0  93.5 |6570  6847 |1.51 0.98 0.51|4.0   0 229|   0     0 |           | 11    4    0   19    0
Mar 10 18:00:27 ubuntu dstat.sh[59650]: 10-03 18:00:27| 66  13  21   0   0|1235M 1245M  165M 5102M|4315B 1520B|   0  8233B|   0  2.01 |4053  2207 |1.51 0.98 0.51|3.0   0 151|   0     0 |           | 11    5    0   19    0
Mar 10 18:00:28 ubuntu dstat.sh[59650]: 10-03 18:00:28| 43   7  48   0   0|1272M 1207M  165M 5102M|4294B 1610B|   0   219k|   0  3.98 |2839  1455 |1.55 0.99 0.52|3.0   0  18|   0     0 |           | 11    5    0   19    0
Mar 10 18:00:29 ubuntu dstat.sh[59650]: 10-03 18:00:29| 36  10  52   0   0|1278M 1199M  165M 5105M|4554B 1569B|   0    23M|   0   402 |5507  6446 |1.55 0.99 0.52|2.0   0  78|   0     0 |           | 11    4    0   19    0
Mar 10 18:00:30 ubuntu dstat.sh[59650]: 10-03 18:00:30| 14   7  78   0   0|1306M 1171M  165M 5105M|4477B 1514B|   0   132k|   0  4.00 |2285  1908 |1.55 0.99 0.52|2.0   0  62|   0     0 |           | 11    4    0   19    0
Mar 10 18:00:31 ubuntu dstat.sh[59650]: 10-03 18:00:31| 23   3  73   0   0|1353M 1124M  165M 5105M|4621B 1614B|   0     0 |   0     0 |1777  1244 |1.55 0.99 0.52|3.0   0 1.0|   0     0 |           | 11    4    0   19    0
Mar 10 18:00:32 ubuntu dstat.sh[59650]: 10-03 18:00:32| 22   5  72   0   0|1361M 1116M  165M 5105M|4888B 1461B|   0   180k|   0  13.0 |2044  1389 |1.55 0.99 0.52|2.0   0 7.0|   0     0 |           | 11    6    0   19    0
Mar 10 18:00:33 ubuntu dstat.sh[59650]: 10-03 18:00:33| 20   6  71   2   0|1320M 1157M  165M 5105M|5229B 1623B|   0  6287k|   0   433 |4244  5292 |1.51 1.00 0.52|2.0   0  42|   0     0 |           | 11    4    0   21    0
Mar 10 18:00:34 ubuntu dstat.sh[59650]: 10-03 18:00:34| 23   4  73   0   0|1372M 1104M  166M 5105M|5038B 1700B| 144k   11M|7.00  56.0 |1984  1436 |1.51 1.00 0.52|1.0   0   0|   0     0 |           | 11    4    1   21    0
Mar 10 18:00:35 ubuntu dstat.sh[59650]: 10-03 18:00:35| 18   2  78   0   0|1364M 1112M  166M 5105M|9180B 5683B| 268k  807k|66.0  33.0 |2477  2445 |1.51 1.00 0.52|2.0   0 1.0|   0     0 |           | 11   21    0   21    0
Mar 10 18:00:36 ubuntu dstat.sh[59650]: 10-03 18:00:36| 19   6  75   0   0|1343M 1133M  166M 5106M|7864B 4354B|   0  4092B|   0  1.00 |2643  2102 |1.51 1.00 0.52|2.0   0  45|   0     0 |           | 11   28    0   16    0
Mar 10 18:00:37 ubuntu dstat.sh[59650]: 10-03 18:00:37| 18   4  77   0   0|1383M 1092M  166M 5106M|6888B 3596B|   0     0 |   0     0 |1634  1160 |1.51 1.00 0.52|2.0   0   0|   0     0 |           | 11   29    0   16    0
Mar 10 18:00:38 ubuntu dstat.sh[59650]: 10-03 18:00:38| 17   7  75   0   0|1356M 1120M  166M 5106M|  10k 6294B|   0  3444k|   0  22.0 |2958  2304 |1.47 1.00 0.53|3.0   0  75|   0     0 |           | 11   28    0   17    0
Mar 10 18:00:39 ubuntu dstat.sh[59650]: 10-03 18:00:39| 39  11  48   0   0|1464M 1011M  166M 5106M|4909B 1658B|   0    30M|   0   208 |3464  2292 |1.47 1.00 0.53|4.0   0  81|   0     0 |           | 11   28    0   17    0
Mar 10 18:00:40 ubuntu dstat.sh[59650]: 10-03 18:00:40| 23   4  73   0   0|1468M 1007M  166M 5106M|  15k   12k|   0     0 |   0     0 |3120  3103 |1.47 1.00 0.53|2.0   0   0|   0     0 |           | 11   30    0   17    0
Mar 10 18:00:41 ubuntu dstat.sh[59650]: 10-03 18:00:41| 36  18  44   1   0|1384M 1092M  166M 5106M|  14k   10k|   0   464k|   0  40.0 |6915  8754 |1.47 1.00 0.53|8.0   0 382|   0     0 |           | 11   28    0   18    0
Mar 10 18:00:42 ubuntu dstat.sh[59650]: 10-03 18:00:42| 80  20   0   0   0|1559M  917M  166M 5106M|4785B 1348B|   0    12k|   0  3.00 |5123  3517 |1.47 1.00 0.53|7.0   0 197|   0     0 |           | 11   28    0   18    0
Mar 10 18:00:43 ubuntu dstat.sh[59650]: 10-03 18:00:43| 78  11  11   0   0|1705M  770M  166M 5106M|  27k   24k|   0   328k|   0  17.0 |5492  4746 |1.75 1.06 0.55|5.0   0   0|   0     0 |           | 11   34    0   18    0
Mar 10 18:00:44 ubuntu dstat.sh[59650]: 10-03 18:00:44| 61  10  28   0   0|1615M  860M  166M 5106M|  27k   22k|   0   669k|   0  48.1 |8949    13k|1.75 1.06 0.55|4.0   0 126|   0     0 |           | 11   29    0   22    0
Mar 10 18:00:45 ubuntu dstat.sh[59650]: 10-03 18:00:45| 21  11  66   0   0|1443M 1032M  166M 5106M|6343B 2593B|   0   367k|   0  23.9 |3682  3492 |1.75 1.06 0.55|2.0   0 183|   0     0 |           | 11   28    0   23    0
Mar 10 18:00:46 ubuntu dstat.sh[59650]: 10-03 18:00:46| 16   2  80   0   0|1445M 1031M  166M 5106M|6905B 3211B|   0   128k|   0  10.0 |1577  1194 |1.75 1.06 0.55|3.0   0   0|   0     0 |           | 11   29    0   23    0
Mar 10 18:00:47 ubuntu dstat.sh[59650]: 10-03 18:00:47| 10   2  87   0   0|1429M 1046M  166M 5106M|8036B 5540B|   0   568k|   0  34.0 |1833  2172 |1.75 1.06 0.55|1.0   0   0|   0     0 |           | 11   29    0   23    0
Mar 10 18:00:48 ubuntu dstat.sh[59650]: 10-03 18:00:48| 10   5  83   1   0|1380M 1095M  166M 5106M|5565B 1805B|   0    92k|   0  12.0 |2688  2576 |1.69 1.06 0.55|2.0   0  68|   0     0 |           | 11   28    0   23    0
Mar 10 18:00:49 ubuntu dstat.sh[59650]: 10-03 18:00:49| 22   5  72   0   0|1399M 1076M  166M 5106M|4698B 1593B|   0    51M|   0   384 |2097  1894 |1.69 1.06 0.55|2.0   0   0|   0     0 |           | 11   28    0   24    0
Mar 10 18:00:50 ubuntu dstat.sh[59650]: 10-03 18:00:50|  8   2  90   0   0|1390M 1085M  166M 5106M|8829B 5534B|   0  1093k|   0  12.0 |1488  1542 |1.69 1.06 0.55|2.0   0   0|   0     0 |           | 11   29    0   23    0
Mar 10 18:00:51 ubuntu dstat.sh[59650]: 10-03 18:00:51| 11   2  86   0   0|1353M 1122M  166M 5106M|7303B 4576B|   0   172k|   0  23.0 |2432  2903 |1.69 1.06 0.55|4.0   0  16|   0     0 |           | 11   28    0   24    0
Mar 10 18:00:52 ubuntu dstat.sh[59650]: 10-03 18:00:52|  7  24  67   0   0|1325M 1150M  166M 5106M|4314B 1618B|   0  1494k|   0  11.0 |5702  4001 |1.69 1.06 0.55|2.0   0 436|   0     0 |           | 11   28    0   24    0
Mar 10 18:00:53 ubuntu dstat.sh[59650]: 10-03 18:00:53| 47  31  21   0   0|1424M 1051M  166M 5106M|4222B 1628B|   0   277k|   0  21.1 |5669  4576 |1.96 1.13 0.58|7.0   0 589|   0     0 |           | 11   28    0   24    0
Mar 10 18:00:54 ubuntu dstat.sh[59650]: 10-03 18:00:54| 70   9  20   0   0|1635M  840M  166M 5106M|  11k 8367B|   0    35M|   0   305 |4609  2807 |1.96 1.13 0.58|2.0   0   0|   0     0 |           | 11   31    2   24    0
Mar 10 18:00:55 ubuntu dstat.sh[59650]: 10-03 18:00:55| 50   6  44   0   0|1634M  840M  166M 5106M|  30k   27k|   0   670k|   0  6.01 |5669  8352 |1.96 1.13 0.58|2.0   0   0|   0     0 |           | 11   33    0   24    0
