Mar 18 14:22:57 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 18 14:22:57 ubuntu dstat.sh[60622]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 18 14:22:57 ubuntu dstat.sh[60622]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 18 14:22:57 ubuntu dstat.sh[60622]: 18-03 14:22:57|                   |1042M 1516M  159M 4917M|           |           |           |           |1.21 0.88 0.48|2.0   0    |           |           | 10    6    0   17    0
Mar 18 14:22:58 ubuntu dstat.sh[60622]: 18-03 14:22:58| 21  21  56   1   0|1056M 1502M  159M 4918M|  24k   14k|   0  3274k|   0   218 |5578  4081 |1.21 0.88 0.48|2.0   0 364|   0     0 |           | 10    6    0   17    0
Mar 18 14:22:59 ubuntu dstat.sh[60622]: 18-03 14:22:59| 22  22  54   0   0|1035M 1522M  159M 4918M|  40k   13k|   0  1685k|   0   135 |5516  3982 |1.21 0.88 0.48|2.0   0 349|   0     0 |           | 10    6    0   17    0
Mar 18 14:23:00 ubuntu dstat.sh[60622]: 18-03 14:23:00| 27  20  52   1   0|1002M 1554M  159M 4919M|  24k   13k|   0  5394k|   0  80.2 |5599  4985 |1.21 0.88 0.48|2.0   0 267|   0     0 |           | 10    5    0   17    1
Mar 18 14:23:01 ubuntu dstat.sh[60622]: 18-03 14:23:01| 37  17  44   0   0|1016M 1511M  160M 4944M| 168k 4515B|   0  2037k|   0  73.9 |5844  6964 |1.59 0.96 0.51|3.0   0 192|   0     0 |           | 10    4    0   17    2
Mar 18 14:23:02 ubuntu dstat.sh[60622]: 18-03 14:23:02| 27   9  63   0   0|1118M 1390M  161M 5082M|5331B 1564B|   0  1339k|   0  33.0 |3796  3591 |1.59 0.96 0.51|2.0   0  75|   0     0 |           | 11    6    0   17    2
Mar 18 14:23:03 ubuntu dstat.sh[60622]: 18-03 14:23:03| 38  11  48   1   0|1150M 1335M  161M 5104M|4731B 1617B|  16k 2739k|1.00   117 |4180  2765 |1.59 0.96 0.51|3.0   0 106|   0     0 |           | 11    6    0   17    2
Mar 18 14:23:04 ubuntu dstat.sh[60622]: 18-03 14:23:04| 38  12  48   1   0|1192M 1261M  163M 5131M|4887B 1552B|  32k 4456k|2.00   129 |4320  3258 |1.59 0.96 0.51|3.0   0 109|   0     0 |           | 11    6    0   19    2
Mar 18 14:23:05 ubuntu dstat.sh[60622]: 18-03 14:23:05| 40   5  53   1   0|1232M 1208M  163M 5141M|9761B 3583B|4108B 3265k|1.00  71.2 |2994  1974 |1.59 0.96 0.51|2.0 1.0   0|   0     0 |           | 11    7    0   19    2
Mar 18 14:23:06 ubuntu dstat.sh[60622]: 18-03 14:23:06| 38   7  46   8   0|1277M 1174M  164M 5129M|5681B 2347B|   0    25M|   0  2103 |9461    16k|1.62 0.98 0.52|2.0   0  47|   0     0 |           | 11    6    0   19    0
Mar 18 14:23:07 ubuntu dstat.sh[60622]: 18-03 14:23:07| 31   7  47  11   0|1291M 1150M  165M 5138M|  10k 3895B|   0    48M|   0  3729 |  14k   26k|1.62 0.98 0.52|3.0   0  71|   0     0 |           | 11    6    0   19    0
Mar 18 14:23:08 ubuntu dstat.sh[60622]: 18-03 14:23:08| 36  10  51   1   0|1230M 1210M  165M 5138M|  10k 3626B|   0  9695k|   0   507 |4310  4461 |1.62 0.98 0.52|3.0   0  93|   0     0 |           | 11    5    0   19    0
Mar 18 14:23:09 ubuntu dstat.sh[60622]: 18-03 14:23:09| 44   9  45   0   0|1279M 1155M  165M 5143M|4688B 1483B|   0  1505k|   0  41.0 |9356    17k|1.62 0.98 0.52|2.0   0  14|   0     0 |           | 11    4    0   19    0
Mar 18 14:23:10 ubuntu dstat.sh[60622]: 18-03 14:23:10| 43  10  44   1   0|1235M 1198M  165M 5144M|4975B 1660B|   0  7425k|   0   360 |  10k   18k|1.62 0.98 0.52|4.0   0  23|   0     0 |           | 11    4    0   19    0
Mar 18 14:23:11 ubuntu dstat.sh[60622]: 18-03 14:23:11| 41  10  48   0   0|1190M 1256M  165M 5133M|4360B 1460B|   0  1342k|   0  72.1 |3160  1805 |1.65 1.00 0.53|4.0   0  12|   0     0 |           | 11    4    0   19    0
Mar 18 14:23:12 ubuntu dstat.sh[60622]: 18-03 14:23:12| 41  11  48   0   0|1156M 1290M  165M 5133M|4508B 1623B|   0  4103B|   0  1.00 |4022  2404 |1.65 1.00 0.53|2.0   0 175|   0     0 |           | 11    4    0   15    0
Mar 18 14:23:13 ubuntu dstat.sh[60622]: 18-03 14:23:13|  9  22  68   0   0|1100M 1346M  165M 5133M|3799B 1458B|   0    24k|   0  6.00 |5329  3689 |1.65 1.00 0.53|4.0   0 317|   0     0 |           | 11    4    0   15    0
Mar 18 14:23:14 ubuntu dstat.sh[60622]: 18-03 14:23:14| 10  20  68   0   0|1062M 1383M  165M 5133M|4432B 1617B|   0  1873k|   0   194 |5512  3712 |1.65 1.00 0.53|1.0   0 301|   0     0 |           | 11    4    0   15    0
Mar 18 14:23:15 ubuntu dstat.sh[60622]: 18-03 14:23:15| 26  18  56   0   0|1102M 1344M  165M 5133M|4897B 1513B|   0    21M|   0   382 |6419  8221 |1.65 1.00 0.53|4.0   0 227|   0     0 |           | 11    4    0   15    0
Mar 18 14:23:16 ubuntu dstat.sh[60622]: 18-03 14:23:16| 45   6  48   0   0|1188M 1258M  165M 5133M|6350B 1656B|   0   646k|   0  12.0 |2931  1338 |1.68 1.01 0.54|3.0   0  21|   0     0 |           | 11    5    0   13    0
Mar 18 14:23:17 ubuntu dstat.sh[60622]: 18-03 14:23:17| 44   7  48   0   0|1212M 1233M  165M 5134M|7016B 1619B|   0   692k|   0  53.0 |3005  1765 |1.68 1.01 0.54|3.0   0   0|   0     0 |           | 11    5    0   13    0
Mar 18 14:23:18 ubuntu dstat.sh[60622]: 18-03 14:23:18| 31  12  55   0   0|1258M 1185M  165M 5136M|4480B  812B|   0  1796k|   0  58.1 |4807  5170 |1.68 1.01 0.54|1.0   0 117|   0     0 |           | 11    4    0   13    0
Mar 18 14:23:19 ubuntu dstat.sh[60622]: 18-03 14:23:19|  8   4  87   0   0|1261M 1182M  165M 5136M|4630B 1189B|   0     0 |   0     0 |1508  1465 |1.68 1.01 0.54|2.0   0  23|   0     0 |           | 11    4    0   13    0
